grid_lat,grid_lon,cell_num,nr_cell_num,lte_cell_num
39.7515,-86.1665,106,7,99
39.7515,-86.166,54,3,51
39.7515,-86.1655,41,1,40
39.7515,-86.165,32,1,31
39.7515,-86.1645,39,2,37
39.7515,-86.164,26,1,25
39.7515,-86.1635,30,1,29
39.7515,-86.163,30,1,29
39.7515,-86.1625,40,2,38
39.7515,-86.162,39,1,38
39.7515,-86.1615,42,1,41
39.7515,-86.161,44,1,43
39.7515,-86.1605,43,1,42
39.7515,-86.16,48,2,46
39.7515,-86.1595,52,2,50
39.7515,-86.159,93,4,89
39.7515,-86.1585,22,1,21
39.7515,-86.158,28,2,26
39.7515,-86.1575,22,4,18
39.7515,-86.157,18,5,13
39.7515,-86.1565,16,5,11
39.7515,-86.156,20,4,16
39.7515,-86.1555,19,3,16
39.7515,-86.155,17,3,14
39.7515,-86.1545,16,3,13
39.752,-86.1665,69,5,64
39.752,-86.166,39,4,35
39.752,-86.159,52,3,49
39.752,-86.158,4,3,1
39.752,-86.1575,6,5,1
39.7525,-86.1665,63,7,56
39.7525,-86.166,68,4,64
39.7525,-86.159,43,2,41
39.7525,-86.1585,5,3,2
39.7525,-86.158,11,7,4
39.7525,-86.1575,7,6,1
39.7525,-86.157,9,7,2
39.7525,-86.1545,46,5,41
39.753,-86.1665,103,12,91
39.753,-86.166,81,5,76
39.753,-86.159,36,3,33
39.753,-86.158,11,7,4
39.753,-86.1575,10,7,3
39.753,-86.157,13,7,6
39.753,-86.1565,8,4,4
39.753,-86.156,8,4,4
39.753,-86.1555,7,3,4
39.753,-86.155,7,3,4
39.753,-86.1545,44,6,38
39.7535,-86.1665,93,16,77
39.7535,-86.166,70,7,63
39.7535,-86.1635,7,3,4
39.7535,-86.163,7,4,3
39.7535,-86.1625,5,3,2
39.7535,-86.162,14,3,11
39.7535,-86.1615,9,4,5
39.7535,-86.161,12,5,7
39.7535,-86.1605,15,5,10
39.7535,-86.16,16,5,11
39.7535,-86.1595,16,4,12
39.7535,-86.159,48,9,39
39.7535,-86.1585,23,6,17
39.7535,-86.158,28,5,23
39.7535,-86.1575,24,5,19
39.7535,-86.157,30,8,22
39.7535,-86.1565,35,2,33
39.7535,-86.156,31,0,31
39.7535,-86.1555,29,0,29
39.7535,-86.155,53,5,48
39.7535,-86.1545,53,10,43
39.754,-86.1665,100,12,88
39.754,-86.166,65,8,57
39.754,-86.1655,8,3,5
39.754,-86.165,9,4,5
39.754,-86.1645,11,2,9
39.754,-86.164,10,3,7
39.754,-86.1635,6,2,4
39.754,-86.159,40,5,35
39.754,-86.157,8,6,2
39.754,-86.155,35,3,32
39.754,-86.1545,36,7,29
39.7545,-86.1665,89,10,79
39.7545,-86.166,61,6,55
39.7545,-86.1655,17,2,15
39.7545,-86.159,50,9,41
39.7545,-86.157,7,5,2
39.7545,-86.1555,36,3,33
39.7545,-86.155,30,2,28
39.7545,-86.1545,34,7,27
39.755,-86.167,69,9,60
39.755,-86.1665,67,8,59
39.755,-86.166,56,5,51
39.755,-86.1655,47,4,43
39.755,-86.159,58,11,47
39.755,-86.157,11,6,5
39.755,-86.1555,52,7,45
39.755,-86.1545,35,8,27
39.7555,-86.167,93,15,78
39.7555,-86.166,36,4,32
39.7555,-86.1655,71,9,62
39.7555,-86.159,57,11,46
39.7555,-86.157,6,4,2
39.7555,-86.156,19,5,14
39.7555,-86.1555,46,7,39
39.7555,-86.1545,42,11,31
39.756,-86.167,79,14,65
39.756,-86.1655,81,11,70
39.756,-86.163,6,2,4
39.756,-86.162,32,2,30
39.756,-86.16,9,2,7
39.756,-86.1595,13,4,9
39.756,-86.159,70,12,58
39.756,-86.1585,27,5,22
39.756,-86.158,50,4,46
39.756,-86.1575,41,5,36
39.756,-86.157,44,10,34
39.756,-86.1565,55,6,49
39.756,-86.156,50,12,38
39.756,-86.1555,9,3,6
39.756,-86.1545,35,14,21
39.7565,-86.167,143,20,123
39.7565,-86.1665,128,20,108
39.7565,-86.166,139,19,120
39.7565,-86.1655,140,28,112
39.7565,-86.165,95,22,73
39.7565,-86.1645,84,24,60
39.7565,-86.164,74,18,56
39.7565,-86.1635,92,19,73
39.7565,-86.163,106,24,82
