grid_lat,grid_lon,cell_num,nr_cell_num,lte_cell_num
39.761,-86.1675,74,12,62
39.761,-86.167,89,14,75
39.761,-86.1665,4,2,2
39.761,-86.1655,186,34,152
39.761,-86.165,48,12,36
39.761,-86.1645,4,4,0
39.761,-86.164,9,2,7
39.761,-86.163,21,0,21
39.761,-86.1625,37,9,28
39.761,-86.162,62,9,53
39.761,-86.1615,93,18,75
39.761,-86.161,65,14,51
39.761,-86.1605,61,13,48
39.761,-86.16,113,21,92
39.761,-86.1595,50,9,41
39.761,-86.159,59,10,49
39.761,-86.1585,88,28,60
39.761,-86.158,141,35,106
39.761,-86.1575,104,21,83
39.761,-86.157,57,12,45
39.761,-86.1565,52,12,40
39.761,-86.156,64,19,45
39.761,-86.1555,54,19,35
39.761,-86.155,64,19,45
39.761,-86.1545,90,22,68
39.761,-86.154,65,19,46
39.761,-86.1535,70,18,52
39.761,-86.153,58,18,40
39.761,-86.1525,41,13,28
39.761,-86.152,42,13,29
39.761,-86.1515,41,12,29
39.761,-86.151,47,11,36
39.761,-86.1505,49,10,39
39.761,-86.15,54,10,44
39.761,-86.1495,55,5,50
39.761,-86.149,68,4,64
39.761,-86.1485,39,2,37
39.761,-86.148,41,1,40
39.761,-86.1475,39,1,38
39.761,-86.147,50,2,48
39.761,-86.1465,46,3,43
39.761,-86.146,37,2,35
39.761,-86.1455,53,2,51
39.7615,-86.1675,20,6,14
39.7615,-86.167,127,23,104
39.7615,-86.1665,82,18,64
39.7615,-86.166,84,15,69
39.7615,-86.1655,146,23,123
39.7615,-86.165,96,15,81
39.7615,-86.1645,86,13,73
39.7615,-86.164,146,17,129
39.7615,-86.1635,95,14,81
39.7615,-86.163,122,14,108
39.7615,-86.1625,87,13,74
39.7615,-86.162,99,15,84
39.7615,-86.1615,138,31,107
39.7615,-86.161,89,21,68
39.7615,-86.1605,86,19,67
39.7615,-86.16,84,13,71
39.7615,-86.1595,42,14,28
39.7615,-86.159,32,10,22
39.7615,-86.1585,30,12,18
39.7615,-86.158,123,25,98
39.7615,-86.1575,34,8,26
39.7615,-86.157,11,4,7
39.7615,-86.1565,40,8,32
39.7615,-86.156,38,12,26
39.7615,-86.1545,48,8,40
39.7615,-86.1525,25,6,19
39.7615,-86.15,28,1,27
39.7615,-86.1495,28,1,27
39.7615,-86.149,81,7,74
39.7615,-86.1455,53,4,49
39.762,-86.167,61,6,55
39.762,-86.1655,58,9,49
39.762,-86.1635,1,1,0
39.762,-86.162,13,2,11
39.762,-86.1615,90,27,63
39.762,-86.16,67,17,50
39.762,-86.158,84,16,68
39.762,-86.1565,38,6,32
39.762,-86.156,34,4,30
39.762,-86.1545,53,17,36
39.762,-86.1505,30,1,29
39.762,-86.15,29,1,28
39.762,-86.149,58,5,53
39.762,-86.1455,53,6,47
39.7625,-86.167,51,5,46
39.7625,-86.1665,4,1,3
39.7625,-86.166,38,1,37
39.7625,-86.1655,99,9,90
39.7625,-86.1625,1,1,0
39.7625,-86.1615,71,25,46
39.7625,-86.1605,3,1,2
39.7625,-86.16,41,8,33
39.7625,-86.158,71,12,59
39.7625,-86.1565,17,4,13
39.7625,-86.156,19,4,15
39.7625,-86.1545,37,4,33
39.7625,-86.151,34,2,32
39.7625,-86.1505,28,2,26
39.7625,-86.149,73,6,67
39.7625,-86.1455,47,6,41
39.763,-86.167,61,7,54
39.763,-86.1665,7,1,6
39.763,-86.166,90,6,84
39.763,-86.1655,41,1,40
39.763,-86.162,1,1,0
39.763,-86.1615,84,29,55
39.763,-86.16,40,9,31
39.763,-86.158,71,16,55
39.763,-86.1565,11,2,9
39.763,-86.156,31,14,17
39.763,-86.1545,29,4,25
39.763,-86.152,15,1,14
39.763,-86.1515,32,1,31
39.763,-86.151,25,2,23
