grid_lat,grid_lon,cell_num,nr_cell_num,lte_cell_num
39.7655,-86.167,77,4,73
39.7655,-86.1665,27,3,24
39.7655,-86.166,22,3,19
39.7655,-86.1655,23,3,20
39.7655,-86.165,24,3,21
39.7655,-86.1645,25,2,23
39.7655,-86.164,32,4,28
39.7655,-86.1635,32,3,29
39.7655,-86.163,36,3,33
39.7655,-86.1625,34,3,31
39.7655,-86.162,36,5,31
39.7655,-86.1615,92,7,85
39.7655,-86.161,75,7,68
39.7655,-86.1605,86,10,76
39.7655,-86.16,159,12,147
39.7655,-86.1595,103,10,93
39.7655,-86.159,58,9,49
39.7655,-86.1585,55,10,45
39.7655,-86.158,100,10,90
39.7655,-86.1575,44,5,39
39.7655,-86.157,45,4,41
39.7655,-86.1565,50,4,46
39.7655,-86.156,98,9,89
39.7655,-86.1555,59,5,54
39.7655,-86.155,57,3,54
39.7655,-86.1545,106,3,103
39.7655,-86.154,37,3,34
39.7655,-86.1535,31,2,29
39.7655,-86.153,29,2,27
39.7655,-86.1525,76,6,70
39.7655,-86.152,54,6,48
39.7655,-86.1495,11,1,10
39.7655,-86.149,48,2,46
39.7655,-86.1455,19,4,15
39.766,-86.167,87,5,82
39.766,-86.1665,23,3,20
39.766,-86.1615,73,2,71
39.766,-86.16,97,9,88
39.766,-86.1595,103,10,93
39.766,-86.158,61,6,55
39.766,-86.156,74,3,71
39.766,-86.1545,126,6,120
39.766,-86.154,33,2,31
39.766,-86.1525,40,5,35
39.766,-86.152,36,5,31
39.766,-86.1515,51,6,45
39.766,-86.151,22,2,20
39.766,-86.149,61,3,58
39.766,-86.1485,19,1,18
39.766,-86.1455,25,3,22
39.7665,-86.167,67,5,62
39.7665,-86.1665,26,2,24
39.7665,-86.1615,67,5,62
39.7665,-86.161,5,2,3
39.7665,-86.1605,6,2,4
39.7665,-86.16,118,9,109
39.7665,-86.1595,177,11,166
39.7665,-86.1585,7,1,6
39.7665,-86.158,53,6,47
39.7665,-86.1575,39,3,36
39.7665,-86.157,25,2,23
39.7665,-86.1565,38,5,33
39.7665,-86.156,118,7,111
39.7665,-86.1555,62,6,56
39.7665,-86.155,57,7,50
39.7665,-86.1545,138,11,127
39.7665,-86.154,73,7,66
39.7665,-86.1535,59,7,52
39.7665,-86.153,66,11,55
39.7665,-86.1525,90,11,79
39.7665,-86.152,39,3,36
39.7665,-86.1515,55,12,43
39.7665,-86.151,80,11,69
39.7665,-86.1505,76,9,67
39.7665,-86.15,55,3,52
39.7665,-86.1495,53,2,51
39.7665,-86.149,76,1,75
39.7665,-86.1485,51,2,49
39.7665,-86.148,32,3,29
39.7665,-86.1475,32,3,29
39.7665,-86.147,34,3,31
39.7665,-86.1465,33,2,31
39.7665,-86.146,34,5,29
39.7665,-86.1455,56,4,52
39.7665,-86.145,30,4,26
39.767,-86.167,81,5,76
39.767,-86.1665,84,4,80
39.767,-86.166,51,3,48
39.767,-86.1655,49,3,46
39.767,-86.165,72,3,69
39.767,-86.1645,50,3,47
39.767,-86.164,74,3,71
39.767,-86.1635,54,3,51
39.767,-86.163,64,3,61
39.767,-86.1625,71,5,66
39.767,-86.162,88,7,81
39.767,-86.1615,144,12,132
39.767,-86.161,105,8,97
39.767,-86.1605,82,9,73
39.767,-86.16,97,8,89
39.767,-86.1595,133,13,120
39.767,-86.159,68,11,57
39.767,-86.1585,49,8,41
39.767,-86.158,92,9,83
39.767,-86.1575,129,8,121
39.767,-86.157,79,6,73
39.767,-86.1565,77,6,71
39.767,-86.156,136,6,130
39.767,-86.1555,76,6,70
39.767,-86.155,62,5,57
39.767,-86.1545,120,10,110
39.767,-86.154,162,14,148
39.767,-86.1535,67,11,56
39.767,-86.153,74,9,65
39.767,-86.1525,138,14,124
39.767,-86.152,33,4,29
39.767,-86.1515,28,2,26
39.767,-86.151,24,1,23
39.767,-86.1505,55,7,48
39.767,-86.15,1,1,0
39.767,-86.149,52,0,52
39.767,-86.1485,24,1,23
39.767,-86.1455,25,3,22
39.7675,-86.167,48,6,42
39.7675,-86.1665,56,3,53
39.7675,-86.164,8,1,7
39.7675,-86.1615,101,7,94
39.7675,-86.16,20,4,16
39.7675,-86.1595,80,10,70
39.7675,-86.158,69,8,61
39.7675,-86.1575,52,6,46
39.7675,-86.156,85,5,80
39.7675,-86.1545,80,6,74
39.7675,-86.154,107,10,97
39.7675,-86.1525,96,13,83
39.7675,-86.1505,45,5,40
39.7675,-86.149,46,1,45
39.7675,-86.1485,31,2,29
39.7675,-86.1455,26,2,24
39.768,-86.167,51,7,44
39.768,-86.1665,55,3,52
39.768,-86.1615,184,6,178
39.768,-86.16,24,4,20
39.768,-86.1595,87,9,78
39.768,-86.159,16,3,13
39.768,-86.1585,41,5,36
39.768,-86.158,32,5,27
39.768,-86.1575,46,7,39
39.768,-86.157,37,8,29
39.768,-86.1565,26,5,21
39.768,-86.156,188,6,182
39.768,-86.1555,26,3,23
39.768,-86.155,24,2,22
39.768,-86.1545,48,5,43
39.768,-86.154,108,8,100
39.768,-86.1525,101,14,87
39.768,-86.152,44,7,37
39.768,-86.1515,34,6,28
39.768,-86.151,36,6,30
39.768,-86.1505,78,8,70
39.768,-86.15,26,1,25
39.768,-86.1495,24,1,23
39.768,-86.149,62,3,59
39.768,-86.1485,71,2,69
39.768,-86.148,61,2,59
39.768,-86.1475,63,3,60
39.768,-86.147,57,3,54
39.768,-86.1465,52,3,49
39.768,-86.146,54,3,51
39.768,-86.1455,72,3,69
39.7685,-86.167,51,6,45
39.7685,-86.1665,61,3,58
39.7685,-86.166,4,1,3
39.7685,-86.1615,99,8,91
39.7685,-86.16,12,3,9
39.7685,-86.1595,71,10,61
39.7685,-86.159,21,5,16
