grid_lat,grid_lon,cell_num,nr_cell_num,lte_cell_num
41.8775,-87.6835,16,3,13
41.8775,-87.683,20,3,17
41.8775,-87.6825,24,3,21
41.8775,-87.682,17,3,14
41.8775,-87.6815,38,5,33
41.8775,-87.681,28,5,23
41.8775,-87.6805,14,2,12
41.8775,-87.68,16,2,14
41.8775,-87.6795,11,3,8
41.8775,-87.679,14,4,10
41.8775,-87.6785,26,6,20
41.8775,-87.6765,67,10,57
41.8775,-87.676,41,7,34
41.8775,-87.6755,7,3,4
41.8775,-87.675,19,5,14
41.8775,-87.6745,31,5,26
41.8775,-87.674,25,5,20
41.8775,-87.6735,22,4,18
41.8775,-87.673,18,5,13
41.8775,-87.6725,16,4,12
41.8775,-87.672,22,5,17
41.8775,-87.6715,55,8,47
41.8775,-87.671,56,9,47
41.8775,-87.6705,69,11,58
41.8775,-87.67,27,4,23
41.8775,-87.6695,31,4,27
41.8775,-87.669,36,5,31
41.8775,-87.6685,27,5,22
41.8775,-87.668,27,6,21
41.8775,-87.6675,28,5,23
41.8775,-87.667,66,9,57
41.8775,-87.6665,47,10,37
41.878,-87.6835,17,3,14
41.878,-87.6815,16,4,12
41.878,-87.681,25,6,19
41.878,-87.6765,49,13,36
41.878,-87.676,16,4,12
41.878,-87.6715,29,5,24
41.878,-87.669,30,6,24
41.878,-87.6665,23,3,20
41.8785,-87.6835,21,3,18
41.8785,-87.683,5,2,3
41.8785,-87.6825,4,1,3
41.8785,-87.682,5,1,4
41.8785,-87.6815,37,9,28
41.8785,-87.681,46,7,39
41.8785,-87.6805,32,6,26
41.8785,-87.68,51,8,43
41.8785,-87.6795,55,7,48
41.8785,-87.679,45,7,38
41.8785,-87.6785,38,7,31
41.8785,-87.678,32,6,26
41.8785,-87.6775,34,8,26
41.8785,-87.677,36,9,27
41.8785,-87.6765,81,21,60
41.8785,-87.676,64,10,54
41.8785,-87.6755,49,6,43
41.8785,-87.675,52,8,44
41.8785,-87.6745,52,9,43
41.8785,-87.674,45,8,37
41.8785,-87.6735,40,5,35
41.8785,-87.673,47,6,41
41.8785,-87.6725,47,6,41
41.8785,-87.672,56,8,48
41.8785,-87.6715,103,11,92
41.8785,-87.671,32,4,28
41.8785,-87.6705,22,3,19
41.8785,-87.67,23,4,19
41.8785,-87.6695,25,3,22
41.8785,-87.669,55,7,48
41.8785,-87.6685,53,5,48
41.8785,-87.668,10,1,9
41.8785,-87.6675,11,2,9
41.8785,-87.667,9,1,8
41.8785,-87.6665,41,6,35
41.879,-87.6835,31,5,26
41.879,-87.6815,25,8,17
41.879,-87.681,37,7,30
41.879,-87.6765,60,18,42
41.879,-87.676,18,5,13
41.879,-87.6715,56,9,47
41.879,-87.669,29,5,24
41.879,-87.6665,19,3,16
41.8795,-87.6835,17,4,13
41.8795,-87.6815,28,9,19
41.8795,-87.681,44,7,37
41.8795,-87.6765,75,17,58
41.8795,-87.676,10,1,9
41.8795,-87.6715,61,10,51
41.8795,-87.669,18,3,15
41.8795,-87.6665,18,4,14
41.88,-87.6835,19,5,14
41.88,-87.6815,46,9,37
41.88,-87.681,51,8,43
41.88,-87.6765,75,19,56
41.88,-87.6715,95,14,81
41.88,-87.669,48,9,39
41.88,-87.6665,18,4,14
41.8805,-87.6835,16,5,11
41.8805,-87.6815,43,8,35
41.8805,-87.681,38,6,32
41.8805,-87.6765,71,15,56
41.8805,-87.6715,91,12,79
41.8805,-87.669,13,5,8
41.8805,-87.6665,28,4,24
41.881,-87.6835,33,6,27
41.881,-87.683,21,5,16
41.881,-87.6825,21,4,17
41.881,-87.682,26,5,21
41.881,-87.6815,53,12,41
41.881,-87.681,59,14,45
41.881,-87.6805,64,13,51
41.881,-87.68,52,11,41
41.881,-87.6795,61,11,50
41.881,-87.679,76,11,65
41.881,-87.6785,60,11,49
41.881,-87.678,60,10,50
41.881,-87.6775,51,8,43
41.881,-87.677,49,7,42
41.881,-87.6765,131,25,106
41.881,-87.676,90,17,73
41.881,-87.6755,89,16,73
41.881,-87.675,113,15,98
41.881,-87.6745,68,12,56
41.881,-87.674,134,14,120
41.881,-87.6735,92,15,77
41.881,-87.673,99,15,84
41.881,-87.6725,103,15,88
41.881,-87.672,106,10,96
41.881,-87.6715,150,21,129
41.881,-87.671,56,11,45
41.881,-87.6705,55,12,43
41.881,-87.67,57,11,46
41.881,-87.6695,51,10,41
41.881,-87.669,51,10,41
41.881,-87.6685,74,8,66
41.881,-87.668,56,7,49
41.881,-87.6675,66,8,58
41.881,-87.667,72,9,63
41.881,-87.6665,56,8,48
41.8815,-87.6835,10,2,8
41.8815,-87.6815,31,11,20
41.8815,-87.681,16,4,12
41.8815,-87.678,14,5,9
41.8815,-87.6775,22,7,15
41.8815,-87.677,16,6,10
41.8815,-87.6765,83,25,58
41.8815,-87.674,12,4,8
41.8815,-87.6735,12,4,8
41.8815,-87.673,11,3,8
41.8815,-87.6725,13,4,9
41.8815,-87.6715,85,12,73
41.8815,-87.669,47,9,38
41.8815,-87.6685,7,2,5
41.8815,-87.668,7,2,5
41.8815,-87.667,13,2,11
41.8815,-87.6665,55,7,48
41.882,-87.6835,21,4,17
41.882,-87.683,3,1,2
41.882,-87.6825,3,1,2
41.882,-87.682,3,1,2
41.882,-87.6815,55,12,43
41.882,-87.681,25,9,16
41.882,-87.6805,18,8,10
41.882,-87.68,19,6,13
41.882,-87.6795,22,8,14
41.882,-87.679,42,9,33
41.882,-87.6785,29,7,22
41.882,-87.678,29,7,22
41.882,-87.6775,27,6,21
41.882,-87.677,32,7,25
41.882,-87.6765,100,24,76
41.882,-87.676,46,12,34
41.882,-87.6755,31,8,23
41.882,-87.675,23,8,15
41.882,-87.6745,23,9,14
41.882,-87.674,33,10,23
41.882,-87.6735,29,8,21
41.882,-87.673,23,8,15
41.882,-87.6725,27,9,18
41.882,-87.672,35,11,24
41.882,-87.6715,104,18,86
41.882,-87.671,26,9,17
41.882,-87.6705,23,8,15
41.882,-87.67,29,6,23
41.882,-87.6695,31,7,24
41.882,-87.669,50,12,38
41.882,-87.6685,21,4,17
41.882,-87.668,25,3,22
41.882,-87.6675,27,6,21
41.882,-87.667,40,9,31
41.882,-87.6665,65,8,57
