grid_lat,grid_lon,cell_num,nr_cell_num,lte_cell_num
41.8775,-87.6835,22,1,21
41.8775,-87.683,21,1,20
41.8775,-87.6825,25,2,23
41.8775,-87.682,22,1,21
41.8775,-87.6815,26,2,24
41.8775,-87.681,38,4,34
41.8775,-87.6805,30,4,26
41.8775,-87.68,26,4,22
41.8775,-87.6795,22,3,19
41.8775,-87.679,26,6,20
41.8775,-87.6785,39,6,33
41.8775,-87.678,27,5,22
41.8775,-87.6775,30,5,25
41.8775,-87.677,30,6,24
41.8775,-87.6765,63,7,56
41.8775,-87.676,52,7,45
41.8775,-87.6755,32,6,26
41.8775,-87.675,37,6,31
41.8775,-87.6745,46,7,39
41.8775,-87.674,46,7,39
41.8775,-87.6735,50,3,47
41.8775,-87.673,43,4,39
41.8775,-87.6725,44,5,39
41.8775,-87.672,45,4,41
41.8775,-87.6715,63,4,59
41.8775,-87.671,45,3,42
41.8775,-87.6705,59,2,57
41.8775,-87.67,41,2,39
41.8775,-87.6695,34,3,31
41.8775,-87.669,44,3,41
41.8775,-87.6685,33,3,30
41.8775,-87.668,35,3,32
41.8775,-87.6675,37,3,34
41.8775,-87.667,37,7,30
41.8775,-87.6665,35,7,28
41.878,-87.6835,19,1,18
41.878,-87.681,23,4,19
41.878,-87.679,19,5,14
41.878,-87.6785,3,2,1
41.878,-87.6765,59,7,52
41.878,-87.676,31,6,25
41.878,-87.6715,40,3,37
41.878,-87.67,16,2,14
41.878,-87.6695,21,3,18
41.878,-87.669,30,2,28
41.878,-87.6665,29,3,26
41.8785,-87.6835,25,1,24
41.8785,-87.683,10,1,9
41.8785,-87.6825,12,1,11
41.8785,-87.682,13,1,12
41.8785,-87.6815,25,6,19
41.8785,-87.681,32,8,24
41.8785,-87.6805,39,6,33
41.8785,-87.68,50,7,43
41.8785,-87.6795,45,8,37
41.8785,-87.679,46,9,37
41.8785,-87.6785,39,7,32
41.8785,-87.678,43,6,37
41.8785,-87.6775,44,8,36
41.8785,-87.677,37,5,32
41.8785,-87.6765,77,8,69
41.8785,-87.676,62,5,57
41.8785,-87.6755,40,4,36
41.8785,-87.675,36,3,33
41.8785,-87.6745,33,3,30
41.8785,-87.674,27,3,24
41.8785,-87.6735,24,3,21
41.8785,-87.673,24,3,21
41.8785,-87.6725,25,3,22
41.8785,-87.672,32,3,29
41.8785,-87.6715,54,4,50
41.8785,-87.671,29,2,27
41.8785,-87.6705,28,2,26
41.8785,-87.67,30,3,27
41.8785,-87.6695,33,3,30
41.8785,-87.669,50,3,47
