grid_lat,grid_lon,cell_num,nr_cell_num,lte_cell_num
41.8745,-87.632,48,9,39
41.8745,-87.6315,37,4,33
41.8745,-87.631,40,4,36
41.8745,-87.6305,80,8,72
41.8745,-87.63,26,4,22
41.8745,-87.6295,22,3,19
41.8745,-87.629,32,7,25
41.8745,-87.6285,29,3,26
41.8745,-87.628,37,6,31
41.8745,-87.6275,36,4,32
41.8745,-87.627,2,2,0
41.8745,-87.626,25,4,21
41.8745,-87.624,42,4,38
41.8745,-87.6235,35,5,30
41.8745,-87.623,12,4,8
41.875,-87.6315,8,1,7
41.875,-87.631,35,3,32
41.875,-87.6305,62,7,55
41.875,-87.63,18,3,15
41.875,-87.6295,9,1,8
41.875,-87.629,22,5,17
41.875,-87.6285,26,2,24
41.875,-87.6275,35,3,32
41.875,-87.627,17,1,16
41.875,-87.626,19,1,18
41.875,-87.624,38,4,34
41.875,-87.6235,11,5,6
41.875,-87.623,34,5,29
41.8755,-87.632,52,5,47
41.8755,-87.6315,40,6,34
41.8755,-87.631,47,11,36
41.8755,-87.6305,77,8,69
41.8755,-87.63,46,4,42
41.8755,-87.6295,40,6,34
41.8755,-87.629,38,8,30
41.8755,-87.6285,27,5,22
41.8755,-87.628,40,3,37
41.8755,-87.6275,59,5,54
41.8755,-87.627,47,5,42
41.8755,-87.6265,39,3,36
41.8755,-87.626,72,4,68
41.8755,-87.6255,78,6,72
41.8755,-87.625,56,5,51
41.8755,-87.6245,51,5,46
41.8755,-87.624,68,5,63
41.8755,-87.6235,51,4,47
41.8755,-87.623,75,6,69
41.876,-87.6305,58,4,54
41.876,-87.6295,17,3,14
41.876,-87.629,20,3,17
41.876,-87.6285,16,3,13
41.876,-87.6275,59,5,54
41.876,-87.627,22,3,19
41.876,-87.626,43,4,39
41.876,-87.6255,32,2,30
41.876,-87.6245,11,2,9
41.876,-87.624,49,4,45
41.876,-87.6235,32,5,27
41.876,-87.623,39,6,33
41.8765,-87.632,32,3,29
41.8765,-87.6315,46,8,38
41.8765,-87.631,25,4,21
41.8765,-87.6305,49,4,45
41.8765,-87.63,30,4,26
41.8765,-87.6295,40,5,35
41.8765,-87.629,44,4,40
41.8765,-87.6285,46,6,40
41.8765,-87.628,45,5,40
41.8765,-87.6275,88,9,79
41.8765,-87.627,87,4,83
41.8765,-87.6265,67,5,62
41.8765,-87.626,73,6,67
41.8765,-87.6255,70,4,66
41.8765,-87.625,55,5,50
41.8765,-87.6245,50,6,44
41.8765,-87.624,63,6,57
41.8765,-87.6235,53,5,48
41.877,-87.6305,29,2,27
41.877,-87.63,24,3,21
41.877,-87.6295,23,4,19
41.877,-87.629,44,5,39
41.877,-87.6285,19,2,17
41.877,-87.628,16,2,14
41.877,-87.6275,41,4,37
41.877,-87.627,34,2,32
41.877,-87.6265,34,3,31
41.877,-87.626,40,2,38
41.877,-87.6255,48,4,44
41.877,-87.625,32,2,30
41.877,-87.6245,68,4,64
41.877,-87.624,66,6,60
41.8775,-87.632,8,3,5
41.8775,-87.6305,46,9,37
41.8775,-87.629,47,9,38
41.8775,-87.6275,31,3,28
41.8775,-87.626,20,2,18
41.8775,-87.6255,28,3,25
41.8775,-87.6245,13,3,10
41.8775,-87.624,42,5,37
41.878,-87.632,19,6,13
41.878,-87.6315,18,5,13
41.878,-87.631,34,10,24
41.878,-87.6305,98,12,86
41.878,-87.63,73,10,63
41.878,-87.6295,65,10,55
41.878,-87.629,63,12,51
41.878,-87.6285,53,10,43
41.878,-87.628,57,12,45
41.878,-87.6275,96,17,79
41.878,-87.627,68,9,59
41.878,-87.6265,66,8,58
41.878,-87.626,63,8,55
41.878,-87.6255,47,3,44
41.878,-87.625,44,9,35
41.878,-87.6245,82,11,71
41.878,-87.624,104,5,99
41.878,-87.6235,46,4,42
41.878,-87.623,43,3,40
41.8785,-87.6305,51,4,47
41.8785,-87.6295,12,4,8
41.8785,-87.629,39,9,30
41.8785,-87.6275,38,5,33
41.8785,-87.626,37,4,33
41.8785,-87.6255,41,4,37
41.8785,-87.6245,70,5,65
41.8785,-87.624,110,6,104
41.879,-87.6305,75,8,67
41.879,-87.63,32,0,32
41.879,-87.6295,49,1,48
41.879,-87.629,95,15,80
41.879,-87.6285,61,7,54
41.879,-87.628,41,4,37
41.879,-87.6275,75,9,66
41.879,-87.627,32,6,26
41.879,-87.626,49,8,41
41.879,-87.6255,48,4,44
41.879,-87.6245,30,4,26
41.879,-87.624,159,6,153
41.8795,-87.6305,56,9,47
41.8795,-87.6295,34,0,34
41.8795,-87.629,61,8,53
41.8795,-87.6275,60,7,53
41.8795,-87.627,32,6,26
41.8795,-87.6265,42,7,35
41.8795,-87.626,81,8,73
41.8795,-87.6255,75,8,67
41.8795,-87.625,49,4,45
41.8795,-87.6245,97,6,91
41.8795,-87.624,122,5,117
41.88,-87.6305,45,4,41
41.88,-87.6295,35,3,32
41.88,-87.629,60,14,46
41.88,-87.6275,55,6,49
41.88,-87.626,34,2,32
41.88,-87.6255,25,3,22
41.88,-87.6245,48,4,44
41.88,-87.624,119,5,114
41.8805,-87.632,31,8,23
41.8805,-87.6315,29,8,21
41.8805,-87.631,46,8,38
41.8805,-87.6305,78,7,71
41.8805,-87.63,59,3,56
41.8805,-87.6295,87,12,75
41.8805,-87.629,89,17,72
41.8805,-87.6285,65,17,48
41.8805,-87.628,65,10,55
41.8805,-87.6275,78,12,66
41.8805,-87.627,55,12,43
41.8805,-87.6265,56,8,48
41.8805,-87.626,76,8,68
41.8805,-87.6255,54,8,46
41.8805,-87.625,65,13,52
41.8805,-87.6245,91,14,77
41.8805,-87.624,97,12,85
41.8805,-87.6235,35,5,30
41.8805,-87.623,32,3,29
41.881,-87.632,38,4,34
41.881,-87.6315,3,1,2
41.881,-87.631,8,2,6
41.881,-87.6305,61,3,58
41.881,-87.6295,55,9,46
41.881,-87.629,65,9,56
41.881,-87.6275,63,13,50
41.881,-87.6265,10,1,9
41.881,-87.626,36,1,35
41.881,-87.6255,34,5,29
41.881,-87.6245,21,0,21
41.881,-87.624,95,11,84
41.8815,-87.632,61,9,52
41.8815,-87.6315,60,6,54
41.8815,-87.631,55,9,46
41.8815,-87.6305,99,9,90
41.8815,-87.63,67,4,63
41.8815,-87.6295,95,10,85
41.8815,-87.629,124,18,106
41.8815,-87.6285,68,8,60
41.8815,-87.628,69,8,61
41.8815,-87.6275,94,12,82
41.8815,-87.627,15,4,11
41.8815,-87.6265,21,4,17
41.8815,-87.626,57,7,50
41.8815,-87.6255,30,5,25
41.8815,-87.6245,16,2,14
41.8815,-87.624,96,13,83
41.882,-87.632,35,3,32
41.882,-87.6315,34,4,30
41.882,-87.631,51,11,40
41.882,-87.6305,122,11,111
41.882,-87.63,49,2,47
41.882,-87.6295,91,10,81
41.882,-87.629,122,14,108
41.882,-87.6285,52,8,44
41.882,-87.628,72,8,64
41.882,-87.6275,96,14,82
41.882,-87.627,57,7,50
41.882,-87.6265,57,7,50
41.882,-87.626,90,8,82
41.882,-87.6255,85,9,76
41.882,-87.625,77,9,68
41.882,-87.6245,76,3,73
41.882,-87.624,84,7,77
41.8825,-87.631,31,5,26
41.8825,-87.6305,103,11,92
41.8825,-87.63,6,2,4
41.8825,-87.6295,55,4,51
41.8825,-87.629,88,12,76
41.8825,-87.6275,95,7,88
41.8825,-87.626,69,5,64
41.8825,-87.6255,32,4,28
41.8825,-87.6245,55,2,53
41.8825,-87.624,90,6,84
41.883,-87.632,18,1,17
41.883,-87.6315,27,6,21
41.883,-87.631,31,3,28
41.883,-87.6305,143,9,134
41.883,-87.63,71,9,62
41.883,-87.6295,80,9,71
41.883,-87.629,98,13,85
41.883,-87.6285,74,11,63
41.883,-87.628,112,10,102
41.883,-87.6275,114,11,103
41.883,-87.627,80,9,71
41.883,-87.6265,77,10,67
41.883,-87.626,95,11,84
41.883,-87.6255,64,9,55
41.883,-87.625,63,8,55
41.883,-87.6245,96,9,87
41.883,-87.624,123,9,114
41.8835,-87.631,27,2,25
41.8835,-87.6305,139,9,130
41.8835,-87.63,33,0,33
41.8835,-87.6295,68,9,59
41.8835,-87.629,80,13,67
41.8835,-87.6285,6,2,4
41.8835,-87.628,22,5,17
41.8835,-87.6275,84,6,78
41.8835,-87.626,59,4,55
41.8835,-87.6255,20,3,17
41.8835,-87.6245,42,4,38
41.8835,-87.624,89,6,83
41.884,-87.631,45,2,43
41.884,-87.6305,198,14,184
41.884,-87.63,90,8,82
41.884,-87.6295,102,8,94
41.884,-87.629,121,9,112
41.884,-87.6285,79,6,73
41.884,-87.628,82,7,75
41.884,-87.6275,92,6,86
41.884,-87.627,78,5,73
41.884,-87.6265,80,3,77
41.884,-87.626,86,4,82
41.884,-87.6255,85,3,82
41.884,-87.625,61,2,59
41.884,-87.6245,73,3,70
41.884,-87.624,98,7,91
41.884,-87.6235,38,2,36
41.884,-87.623,34,2,32
41.8845,-87.631,29,0,29
41.8845,-87.6305,78,14,64
41.8845,-87.63,36,2,34
41.8845,-87.6295,69,4,65
41.8845,-87.629,91,8,83
41.8845,-87.6285,57,4,53
41.8845,-87.628,74,7,67
41.8845,-87.6275,95,5,90
41.8845,-87.627,51,5,46
41.8845,-87.6265,57,6,51
41.8845,-87.626,93,10,83
41.8845,-87.6255,66,4,62
41.8845,-87.625,46,1,45
41.8845,-87.6245,73,6,67
41.8845,-87.624,61,2,59
41.8845,-87.623,27,2,25
41.885,-87.632,8,3,5
41.885,-87.6315,8,3,5
41.885,-87.631,24,4,20
41.885,-87.6305,22,5,17
41.885,-87.6295,47,3,44
41.885,-87.629,50,4,46
41.885,-87.628,41,5,36
41.885,-87.6275,70,5,65
41.885,-87.627,5,4,1
41.885,-87.6265,35,5,30
41.885,-87.626,36,9,27
41.885,-87.6245,91,8,83
41.885,-87.624,92,10,82
41.8855,-87.632,12,3,9
41.8855,-87.6315,14,2,12
41.8855,-87.631,35,2,33
41.8855,-87.6305,48,6,42
41.8855,-87.63,13,3,10
41.8855,-87.6295,43,3,40
41.8855,-87.629,58,4,54
41.8855,-87.6285,45,3,42
41.8855,-87.628,90,5,85
41.8855,-87.6275,56,5,51
41.8855,-87.627,41,3,38
41.8855,-87.6265,43,9,34
41.8855,-87.626,45,8,37
41.8855,-87.6255,34,6,28
41.8855,-87.625,39,8,31
41.8855,-87.6245,92,11,81
41.8855,-87.624,87,4,83
41.886,-87.631,42,6,36
41.886,-87.6305,42,6,36
41.886,-87.6295,43,3,40
41.886,-87.629,11,3,8
41.886,-87.6285,36,3,33
41.886,-87.628,47,3,44
41.886,-87.627,17,1,16
41.886,-87.6265,17,2,15
41.886,-87.626,18,2,16
41.886,-87.6245,45,5,40
41.886,-87.624,47,8,39
