pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nrscell1_cid,nrscell1_freq,nrscell2_cid,nrscell2_freq,nrscell3_cid,nrscell3_freq,instance_number,duration_sample_number
85,677,None,None,None,None,None,None,None,None,None,None,None,None,None,None,37,22121
97,677,None,None,None,None,None,None,None,None,None,None,None,None,None,None,16,1316
97,677,302,519630,None,None,None,None,None,None,None,None,None,None,None,None,1,128
97,677,672,519630,58,66736,None,None,None,None,None,None,None,None,None,None,1,305
145,67011,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6,1266
114,67011,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2,78
45,67011,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,11
57,66736,803,519630,None,None,None,None,None,None,None,None,None,None,None,None,2,42
50,66736,763,519630,None,None,None,None,None,None,None,None,None,None,None,None,2,1197
57,66736,763,519630,None,None,None,None,None,None,None,None,None,None,None,None,17,1621
38,67011,629,519630,None,None,None,None,None,None,None,None,None,None,None,None,3,36
38,67011,302,519630,None,None,None,None,None,None,None,None,None,None,None,None,4,2903
38,67011,144,519630,97,677,None,None,None,None,None,None,None,None,None,None,1,55
38,67011,629,519630,97,677,None,None,None,None,None,None,None,None,None,None,2,27
4,67011,629,519630,None,None,None,None,None,None,None,None,None,None,None,None,27,20904
437,67011,629,519630,None,None,None,None,None,None,None,None,None,None,None,None,9,1301
38,67011,144,519630,None,None,None,None,None,None,None,None,None,None,None,None,2,102
4,67011,144,519630,None,None,None,None,None,None,None,None,None,None,None,None,6,518
365,677,629,519630,None,None,None,None,None,None,None,None,None,None,None,None,5,2212
365,677,201,519630,None,None,None,None,None,None,None,None,None,None,None,None,6,2140
46,677,None,None,None,None,None,None,None,None,None,None,None,None,None,None,41,5815
82,677,None,None,None,None,None,None,None,None,None,None,None,None,None,None,79,33778
365,677,302,519630,None,None,None,None,None,None,None,None,None,None,None,None,2,675
13,66736,629,519630,82,677,82,677,None,None,None,None,None,None,None,None,1,381
151,66736,629,519630,None,None,None,None,None,None,None,None,None,None,None,None,11,343
152,66736,201,519630,None,None,None,None,None,None,None,None,None,None,None,None,42,9362
58,66736,144,519630,None,None,None,None,None,None,None,None,None,None,None,None,7,98
12,66736,144,519630,None,None,None,None,None,None,None,None,None,None,None,None,73,43417
152,66736,144,519630,None,None,None,None,None,None,None,None,None,None,None,None,15,2518
432,67011,177,125330,14,66736,None,None,None,None,None,None,None,None,None,None,1,1076
83,677,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9,934
45,39874,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,1136
432,67011,763,519630,None,None,None,None,None,None,None,None,None,None,None,None,12,6669
432,67011,144,519630,None,None,None,None,None,None,None,None,None,None,None,None,2,54
57,66736,491,125330,96,677,222,67011,None,None,None,None,None,None,None,None,1,256
488,677,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8,663
365,677,559,519630,None,None,None,None,None,None,None,None,None,None,None,None,1,102
49,66736,805,519630,None,None,None,None,None,None,None,None,None,None,None,None,11,4324
57,66736,302,521550,None,None,None,None,None,None,None,None,None,None,None,None,5,303
12,66736,629,521550,None,None,None,None,None,None,None,None,None,None,None,None,4,260
13,66736,302,521550,None,None,None,None,None,None,None,None,None,None,None,None,2,61
145,66736,None,None,None,None,None,None,None,None,None,None,None,None,None,None,17,515
14,66736,144,521550,None,None,None,None,None,None,None,None,None,None,None,None,5,716
150,66736,545,125330,None,None,None,None,None,None,None,None,None,None,None,None,1,55
152,66736,545,125330,None,None,None,None,None,None,None,None,None,None,None,None,7,491
151,66736,545,125330,None,None,None,None,None,None,None,None,None,None,None,None,7,423
152,66736,805,521550,None,None,None,None,None,None,None,None,None,None,None,None,3,232
90,66736,None,None,None,None,None,None,None,None,None,None,None,None,None,None,4,16
90,66736,201,521550,None,None,None,None,None,None,None,None,None,None,None,None,4,176
151,66736,302,521550,None,None,None,None,None,None,None,None,None,None,None,None,3,71
152,66736,629,521550,None,None,None,None,None,None,None,None,None,None,None,None,2,2
70,66736,302,521550,None,None,None,None,None,None,None,None,None,None,None,None,1,27
70,66736,805,521550,None,None,None,None,None,None,None,None,None,None,None,None,1,2
48,66736,66,125330,None,None,None,None,None,None,None,None,None,None,None,None,2,26
473,66736,678,125330,None,None,None,None,None,None,None,None,None,None,None,None,1,251
473,66736,409,125330,None,None,None,None,None,None,None,None,None,None,None,None,1,8
48,66736,491,125330,None,None,None,None,None,None,None,None,None,None,None,None,1,13
71,66736,672,521550,None,None,None,None,None,None,None,None,None,None,None,None,1,1
355,66736,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2,5
355,66736,144,521550,None,None,None,None,None,None,None,None,None,None,None,None,1,52
12,66736,763,521550,None,None,None,None,None,None,None,None,None,None,None,None,1,71
473,66736,66,125330,365,677,None,None,None,None,None,None,None,None,None,None,2,1346
145,66736,66,125330,None,None,None,None,None,None,None,None,None,None,None,None,2,197
96,677,763,521550,None,None,None,None,None,None,None,None,None,None,None,None,4,469
227,677,840,521550,None,None,None,None,None,None,None,None,None,None,None,None,5,2240
98,677,840,521550,None,None,None,None,None,None,None,None,None,None,None,None,2,94
226,677,805,521550,None,None,None,None,None,None,None,None,None,None,None,None,4,2093
226,677,672,521550,None,None,None,None,None,None,None,None,None,None,None,None,4,638
85,677,672,521550,None,None,None,None,None,None,None,None,None,None,None,None,2,224
85,677,670,521550,None,None,None,None,None,None,None,None,None,None,None,None,2,1305
226,677,670,521550,None,None,None,None,None,None,None,None,None,None,None,None,2,107
227,677,805,521550,None,None,None,None,None,None,None,None,None,None,None,None,2,532
488,677,491,125330,None,None,None,None,None,None,None,None,None,None,None,None,1,68
96,677,629,521550,None,None,None,None,None,None,None,None,None,None,None,None,1,108
82,677,629,521550,None,None,None,None,None,None,None,None,None,None,None,None,5,4328
82,677,144,521550,None,None,None,None,None,None,None,None,None,None,None,None,3,60
437,67011,None,None,None,None,None,None,None,None,None,None,None,None,None,None,31,2600
53,40072,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,786
124,67011,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,6
124,67011,144,521550,None,None,None,None,None,None,None,None,None,None,None,None,1,36
4,67011,629,521550,None,None,None,None,None,None,None,None,None,None,None,None,1,957
346,67011,302,521550,None,None,None,None,None,None,None,None,None,None,None,None,1,160
145,67011,670,521550,None,None,None,None,None,None,None,None,None,None,None,None,2,629
0,67011,672,521550,None,None,None,None,None,None,None,None,None,None,None,None,4,2733
0,67011,670,521550,None,None,None,None,None,None,None,None,None,None,None,None,2,997
473,66736,777,125330,None,None,None,None,None,None,None,None,None,None,None,None,7,1166
95,66736,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,4
0,67011,805,521550,None,None,None,None,None,None,None,None,None,None,None,None,1,4
145,66736,545,125330,None,None,None,None,None,None,None,None,None,None,None,None,2,681
47,677,629,521550,None,None,None,None,None,None,None,None,None,None,None,None,4,743
47,677,302,521550,None,None,None,None,None,None,None,None,None,None,None,None,4,425
81,677,629,521550,None,None,None,None,None,None,None,None,None,None,None,None,1,16
69,66736,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3,14
69,66736,23,521550,None,None,None,None,None,None,None,None,None,None,None,None,1,48
145,66736,727,125330,None,None,None,None,None,None,None,None,None,None,None,None,1,11
69,66736,672,521550,None,None,None,None,None,None,None,None,None,None,None,None,1,33
58,66736,629,521550,None,None,None,None,None,None,None,None,None,None,None,None,1,52
490,66736,660,125330,None,None,None,None,None,None,None,None,None,None,None,None,4,304
490,66736,491,125330,None,None,None,None,None,None,None,None,None,None,None,None,2,349
150,66736,805,521550,None,None,None,None,None,None,None,None,None,None,None,None,2,277
389,66736,803,521550,None,None,None,None,None,None,None,None,None,None,None,None,1,18
85,677,672,519630,None,None,None,None,None,None,None,None,None,None,None,None,11,5388
70,66736,672,519630,None,None,None,None,None,None,None,None,None,None,None,None,80,40494
0,67011,672,519630,None,None,None,None,None,None,None,None,None,None,None,None,20,11963
70,66736,302,519630,None,None,None,None,None,None,None,None,None,None,None,None,3,334
225,39874,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2,887
173,39874,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,11
225,40072,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3,343
82,677,629,519630,None,None,None,None,None,None,None,None,None,None,None,None,26,8472
152,66736,629,519630,47,677,None,None,None,None,None,None,None,None,None,None,22,4051
150,66736,629,519630,None,None,None,None,None,None,None,None,None,None,None,None,13,1230
152,66736,23,519630,47,677,None,None,None,None,None,None,None,None,None,None,2,53
151,66736,474,125330,46,677,None,None,None,None,None,None,None,None,None,None,9,2264
152,66736,424,125330,None,None,None,None,None,None,None,None,None,None,None,None,18,2786
13,66736,424,125330,None,None,None,None,None,None,None,None,None,None,None,None,8,2662
150,66736,424,125330,None,None,None,None,None,None,None,None,None,None,None,None,6,702
152,66736,201,519630,None,None,47,677,None,None,None,None,None,None,None,None,1,1
152,66736,201,519630,197,5035,47,677,None,None,None,None,None,None,None,None,1,82
151,66736,629,519630,46,677,None,None,None,None,None,None,None,None,None,None,4,81
152,66736,201,519630,47,677,197,5035,None,None,None,None,None,None,None,None,1,50
152,66736,201,519630,47,677,None,None,None,None,None,None,None,None,None,None,11,2485
98,677,805,519630,None,None,None,None,None,None,None,None,None,None,None,None,24,9382
96,677,840,519630,None,None,None,None,None,None,None,None,None,None,None,None,6,1963
96,677,763,519630,57,66736,None,None,None,None,None,None,None,None,None,None,7,952
96,677,302,519630,57,66736,None,None,None,None,None,None,None,None,None,None,4,236
96,677,840,519630,57,66736,None,None,None,None,None,None,None,None,None,None,10,1549
98,677,840,519630,59,66736,None,None,None,None,None,None,None,None,None,None,11,2949
96,677,763,519630,None,None,None,None,None,None,None,None,None,None,None,None,5,583
96,677,629,519630,None,None,None,None,None,None,None,None,None,None,None,None,2,103
98,677,763,519630,59,66736,None,None,None,None,None,None,None,None,None,None,1,4
82,677,763,519630,None,None,None,None,None,None,None,None,None,None,None,None,10,2157
96,677,302,519630,None,None,None,None,None,None,None,None,None,None,None,None,1,96
98,677,763,519630,None,None,None,None,None,None,None,None,None,None,None,None,1,4
13,66736,763,519630,None,None,None,None,None,None,None,None,None,None,None,None,27,18941
57,66736,302,519630,None,None,None,None,None,None,None,None,None,None,None,None,3,363
57,66736,805,519630,None,None,None,None,None,None,None,None,None,None,None,None,7,697
57,66736,840,519630,96,677,None,None,None,None,None,None,None,None,None,None,26,5077
57,66736,629,519630,None,None,None,None,None,None,None,None,None,None,None,None,4,168
58,66736,763,519630,None,None,None,None,None,None,None,None,None,None,None,None,9,299
59,66736,763,519630,98,677,None,None,None,None,None,None,None,None,None,None,1,50
46,677,629,519630,None,None,None,None,None,None,None,None,None,None,None,None,4,1052
151,66736,629,519630,46,677,196,5035,None,None,None,None,None,None,None,None,1,48
151,66736,201,519630,46,677,196,5035,None,None,None,None,None,None,None,None,1,507
366,677,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,4
366,677,201,519630,None,None,None,None,None,None,None,None,None,None,None,None,1,36
151,66736,424,125330,None,None,46,677,None,None,None,None,None,None,None,None,1,237
151,66736,474,125330,None,None,46,677,None,None,None,None,None,None,None,None,1,108
151,66736,545,125330,46,677,None,None,None,None,None,None,None,None,None,None,1,135
151,66736,424,125330,None,None,None,None,None,None,None,None,None,None,None,None,1,11
46,677,474,125330,None,None,None,None,None,None,None,None,None,None,None,None,1,112
46,677,545,125330,None,None,None,None,None,None,None,None,None,None,None,None,3,339
47,677,474,125330,None,None,None,None,None,None,None,None,None,None,None,None,1,138
47,677,629,519630,None,None,None,None,None,None,None,None,None,None,None,None,33,14747
47,677,201,519630,152,66736,None,None,None,None,None,None,None,None,None,None,5,807
46,677,629,519630,151,66736,None,None,None,None,None,None,None,None,None,None,1,25
46,677,201,519630,151,66736,None,None,None,None,None,None,None,None,None,None,2,996
90,66736,201,519630,None,None,None,None,None,None,None,None,None,None,None,None,2,95
151,66736,424,125330,46,677,None,None,None,None,None,None,None,None,None,None,2,168
150,66736,545,125330,45,677,None,None,None,None,None,None,None,None,None,None,1,22
152,66736,545,125330,47,677,None,None,None,None,None,None,None,None,None,None,2,116
57,66736,629,519630,96,677,None,None,None,None,None,None,None,None,None,None,9,492
45,40072,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,2
437,67011,763,519630,None,None,None,None,None,None,None,None,None,None,None,None,2,65
4,67011,763,519630,None,None,None,None,None,None,None,None,None,None,None,None,6,2780
222,67011,763,519630,None,None,None,None,None,None,None,None,None,None,None,None,7,1436
222,67011,629,519630,None,None,None,None,None,None,None,None,None,None,None,None,1,42
222,67011,840,519630,None,None,None,None,None,None,None,None,None,None,None,None,6,1232
346,67011,840,519630,None,None,None,None,None,None,None,None,None,None,None,None,1,77
222,67011,763,519630,96,677,None,None,None,None,None,None,None,None,None,None,2,187
82,677,763,519630,13,66736,None,None,None,None,None,None,None,None,None,None,5,2722
96,677,629,519630,57,66736,None,None,None,None,None,None,None,None,None,None,5,410
96,677,763,519630,222,67011,None,None,None,None,None,None,None,None,None,None,5,665
57,66736,805,519630,96,677,None,None,None,None,None,None,None,None,None,None,1,41
59,66736,840,519630,98,677,None,None,None,None,None,None,None,None,None,None,3,472
13,66736,763,519630,82,677,None,None,None,None,None,None,None,None,None,None,2,459
226,677,805,519630,None,None,None,None,None,None,None,None,None,None,None,None,3,883
346,67011,805,519630,None,None,None,None,None,None,None,None,None,None,None,None,3,1513
83,677,763,519630,None,None,None,None,None,None,None,None,None,None,None,None,3,1304
97,677,629,519630,38,67011,None,None,None,None,None,None,None,None,None,None,1,69
97,677,840,519630,38,67011,None,None,None,None,None,None,None,None,None,None,1,14
96,677,629,519630,222,67011,None,None,None,None,None,None,None,None,None,None,2,118
96,677,840,519630,222,67011,None,None,None,None,None,None,None,None,None,None,2,262
57,66736,302,519630,96,677,None,None,None,None,None,None,None,None,None,None,3,290
14,66736,763,519630,None,None,None,None,None,None,None,None,None,None,None,None,17,8109
473,66736,23,519630,None,None,None,None,None,None,None,None,None,None,None,None,8,963
473,66736,672,519630,None,None,None,None,None,None,None,None,None,None,None,None,19,5697
152,66736,302,519630,None,None,None,None,None,None,None,None,None,None,None,None,11,3745
12,66736,763,519630,None,None,None,None,None,None,None,None,None,None,None,None,1,1
432,67011,763,519630,83,677,83,677,14,66736,None,None,None,None,None,None,1,655
432,67011,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10,725
13,66736,144,519630,82,677,None,None,None,None,None,None,None,None,None,None,8,488
152,66736,144,519630,47,677,None,None,None,None,None,None,None,None,None,None,3,362
152,66736,302,519630,47,677,None,None,None,None,None,None,None,None,None,None,5,4103
13,66736,144,519630,None,None,4,67011,None,None,None,None,None,None,None,None,1,25
13,66736,629,519630,82,677,4,67011,None,None,None,None,None,None,None,None,1,133
13,66736,629,519630,None,None,4,67011,None,None,None,None,None,None,None,None,1,215
150,66736,629,519630,45,677,None,None,None,None,None,None,None,None,None,None,3,172
152,66736,629,519630,None,None,47,677,None,None,None,None,None,None,None,None,2,192
150,66736,302,519630,45,677,None,None,None,None,None,None,None,None,None,None,1,4
58,66736,302,519630,215,5035,38,67011,97,677,None,None,None,None,None,None,1,875
152,66736,302,519630,47,677,197,5035,None,None,None,None,None,None,None,None,1,736
152,66736,629,519630,47,677,197,5035,None,None,None,None,None,None,None,None,1,264
58,66736,302,519630,97,677,38,67011,None,None,None,None,None,None,None,None,1,268
49,66736,66,125330,226,677,None,None,None,None,None,None,None,None,None,None,3,498
70,66736,672,519630,85,677,480,5035,0,67011,None,None,None,None,None,None,1,14
49,66736,727,125330,226,677,None,None,None,None,None,None,None,None,None,None,4,843
49,66736,727,125330,None,None,226,677,None,None,None,None,None,None,None,None,1,164
49,66736,66,125330,None,None,226,677,None,None,None,None,None,None,None,None,1,267
70,66736,66,125330,None,None,None,None,None,None,None,None,None,None,None,None,8,3741
70,66736,672,519630,None,None,None,None,480,5035,None,None,None,None,None,None,1,12
70,66736,672,519630,None,None,0,67011,480,5035,None,None,None,None,None,None,2,44
70,66736,66,125330,85,677,0,67011,None,None,None,None,None,None,None,None,2,1043
70,66736,727,125330,85,677,0,67011,None,None,None,None,None,None,None,None,3,75
49,66736,727,125330,226,677,67,5035,None,None,None,None,None,None,None,None,1,213
49,66736,66,125330,226,677,67,5035,None,None,None,None,None,None,None,None,1,217
70,66736,672,519630,0,67011,None,None,480,5035,None,None,None,None,None,None,1,12
70,66736,805,519630,None,None,None,None,None,None,None,None,None,None,None,None,2,6
70,66736,672,519630,85,677,None,None,480,5035,None,None,None,None,None,None,2,444
