pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nrscell1_cid,nrscell1_freq,nrscell2_cid,nrscell2_freq,nrscell3_cid,nrscell3_freq,instance_number,duration_sample_number
103,66836,103,176930,103,66586,103,1100,None,None,None,None,None,None,None,None,2,181
403,66836,None,None,407,56140,406,55640,403,66586,None,None,None,None,None,None,1,7
140,66836,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9,1510
140,66836,63,2071667,140,66586,99,1100,140,5230,None,None,None,None,None,None,3,291
139,66836,None,None,139,66586,139,5230,None,None,None,None,None,None,None,None,21,7181
139,66836,34,2078331,139,66586,139,5230,None,None,None,None,None,None,None,None,6,311
138,66836,None,None,138,66586,138,67086,None,None,None,None,None,None,None,None,8,2694
140,66586,None,None,None,None,None,None,None,None,None,None,None,None,None,None,4,1092
140,66586,63,2071667,140,66836,99,1100,140,5230,None,None,None,None,None,None,2,166
140,66586,None,None,140,66836,99,1100,140,5230,None,None,None,None,None,None,13,1513
139,66586,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10,1032
139,66586,34,2078331,139,66836,139,5230,None,None,None,None,None,None,None,None,1,133
139,66586,None,None,139,66836,139,5230,None,None,None,None,None,None,None,None,25,5523
138,66586,None,None,138,67086,138,66836,440,1100,None,None,None,None,None,None,3,599
103,66586,103,176930,103,66836,103,1100,None,None,None,None,None,None,None,None,1,148
403,66586,None,None,406,55640,405,55340,403,66836,None,None,None,None,None,None,1,17
138,66586,None,None,138,66836,138,67086,440,1100,None,None,None,None,None,None,7,1554
138,66586,103,176930,440,1100,138,67086,None,None,None,None,None,None,None,None,3,1085
139,66586,103,176930,139,66836,None,None,None,None,None,None,None,None,None,None,11,1060
139,66586,136,176930,139,66836,None,None,None,None,None,None,None,None,None,None,24,2405
138,66586,103,176930,440,1100,138,66836,None,None,None,None,None,None,None,None,7,4560
138,66586,136,176930,440,1100,138,66836,None,None,None,None,None,None,None,None,6,326
138,66586,136,176930,440,1100,138,67086,None,None,None,None,None,None,None,None,1,16
138,66586,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2,1004
160,66586,None,None,160,66836,2,1100,440,5230,None,None,None,None,None,None,11,4490
160,66586,136,176930,2,1100,160,66836,None,None,None,None,None,None,None,None,15,5776
162,66586,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3,1210
160,66586,None,None,None,None,None,None,None,None,None,None,None,None,None,None,10,4608
162,66586,136,176930,99,1100,162,66836,None,None,None,None,None,None,None,None,6,1899
140,66586,430,176930,99,1100,140,66836,None,None,None,None,None,None,None,None,1,6
162,66586,None,None,162,66836,99,1100,2,5230,None,None,None,None,None,None,4,1213
136,66586,None,None,136,67086,136,66836,136,1100,None,None,None,None,None,None,1,18
