Region,Operator,Type,Freq,Band
A-R2,A,MW,2259995,
A-R2,A,MW,2261661,
A-R2,A,MW,2263327,
A-R2,A,MW,2264993,
A-R2,A,MW,2271657,
A-R2,A,MW,2266659,
A-R2,A,MW,2268325,
A-R2,A,MW,2269991,
A-R2,A,MW,2259999,
A-R2,A,Sub6,174270,
A-R2,A,Sub6,174300,
A-R2,A,Sub6,423150,
A-R2,A,LTE,850,
A-R2,A,LTE,53139,
A-R2,A,LTE,52740,
A-R2,A,LTE,52941,
A-R2,A,LTE,5330,
A-R2,A,LTE,66486,
A-R2,A,LTE,66936,
A-R2,A,LTE,66661,
A-R2,A,LTE,9820,
A-R2,A,LTE,5110,
A-R2,A,LTE,9840,
