pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nrscell1_cid,nrscell1_freq,nrscell2_cid,nrscell2_freq,nrscell3_cid,nrscell3_freq,instance_number,duration_sample_number
22,66836,175,2078331,22,66586,61,1100,61,5230,None,None,None,None,None,None,8,289
22,66836,174,2078331,22,66586,61,1100,61,5230,None,None,None,None,None,None,7,2600
15,66836,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26,5752
15,66836,None,None,15,67086,15,66586,61,1100,None,None,None,None,None,None,22,4248
56,66836,None,None,56,66586,56,67086,61,1100,None,None,None,None,None,None,45,8670
61,66836,None,None,None,None,None,None,None,None,None,None,None,None,None,None,67,9877
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,647,25473
56,66836,None,None,None,None,None,None,None,None,None,None,None,None,None,None,43,6963
56,66836,116,2078331,56,67086,56,66586,61,1100,None,None,None,None,None,None,23,5501
31,66836,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26,1051
31,66836,None,None,31,66586,341,1100,341,5230,None,None,None,None,None,None,64,5563
34,66836,None,None,34,66586,126,1100,126,5230,None,None,None,None,None,None,71,28269
34,66836,197,2078331,34,66586,126,1100,126,5230,None,None,None,None,None,None,23,6573
34,66836,91,2078331,34,66586,126,1100,126,5230,None,None,None,None,None,None,14,9341
55,66836,None,None,55,66586,126,1100,126,5230,None,None,None,None,None,None,10,3604
55,66836,128,2078331,55,66586,126,1100,126,5230,None,None,None,None,None,None,4,264
34,66836,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26,10273
89,66836,None,None,None,None,None,None,None,None,None,None,None,None,None,None,33,2943
89,66836,None,None,89,66586,341,1100,341,5230,None,None,None,None,None,None,27,2851
89,66836,216,2078331,89,66586,341,1100,341,5230,None,None,None,None,None,None,7,1506
31,66836,876,2078331,31,66586,341,1100,341,5230,None,None,None,None,None,None,10,4568
31,66836,61,2078331,31,66586,341,1100,341,5230,None,None,None,None,None,None,6,993
