Region,Operator,Type,Cell,Freq,Band
V-R9,V,LTE,289,5230,13
V-R9,V,LTE,395,925,2
V-R9,V,LTE,38,66536,66
V-R9,V,LTE,46,925,2
V-R9,V,LTE,340,66536,66
V-R9,V,LTE,170,925,2
V-R9,V,LTE,378,66536,66
V-R10,V,LTE,324,56440,48
V-R10,V,LTE,494,925,2
V-R9,V,LTE,482,2561,5
V-R10,V,LTE,65,56440,48
V-R9,V,LTE,169,2561,5
V-R9,V,LTE,218,2561,5
V-R9,V,LTE,84,66536,66
V-R9,V,LTE,84,925,2
V-R10,V,LTE,285,47489,46
V-R9,V,LTE,394,2561,5
V-R9,V,LTE,297,66536,66
V-R9,V,LTE,245,925,2
V-R9,V,LTE,67,925,2
V-R9,V,LTE,66,925,2
V-R10,V,LTE,285,56044,48
V-R10,V,LTE,270,56242,48
V-R9,V,LTE,25,5230,13
V-R10,V,LTE,156,925,2
V-R6,V,LTE,262,5230,13
V-R9,V,LTE,202,5230,13
V-R8,V,LTE,368,5230,13
V-R9,V,LTE,26,66536,66
V-R10,V,LTE,285,56242,48
V-R9,V,LTE,64,2561,5
V-R9,V,LTE,32,2561,5
V-R9,V,LTE,298,5230,13
V-R9,V,LTE,24,925,2
V-R9,V,LTE,439,66536,66
V-R10,V,LTE,337,925,2
V-R9,V,LTE,31,2561,5
V-R9,V,LTE,163,66536,66
V-R9,V,LTE,132,66536,66
V-R11,V,LTE,359,925,2
V-R9,V,LTE,297,2561,5
V-R9,V,LTE,161,925,2
V-R9,V,LTE,68,2561,5
V-R6,V,LTE,273,2561,5
V-R9,V,LTE,133,925,2
V-R9,V,LTE,207,2050,4
V-R9,V,LTE,52,66536,66
V-R9,V,LTE,52,2561,5
V-R10,V,LTE,278,55340,48
V-R9,V,LTE,38,925,2
V-R10,V,LTE,73,2561,5
V-R9,V,LTE,378,925,2
V-R9,V,LTE,380,66536,66
V-R10,V,LTE,328,56240,48
V-R10,V,LTE,45,56042,48
V-R7,V,LTE,129,2561,5
V-R6,V,LTE,468,2561,5
V-R9,V,LTE,457,66536,66
V-R9,V,LTE,338,925,2
V-R10,V,LTE,74,56242,48
V-R10,V,LTE,374,2050,4
V-R9,V,LTE,204,5230,13
V-R6,V,LTE,381,5230,13
V-R11,V,LTE,377,5230,13
V-R10,V,LTE,163,2561,5
V-R9,V,LTE,461,66536,66
V-R9,V,LTE,435,925,2
V-R9,V,LTE,308,66536,66
V-R9,V,LTE,249,66536,66
V-R10,V,LTE,85,56242,48
V-R10,V,LTE,285,56440,48
V-R9,V,LTE,482,925,2
V-R9,V,LTE,488,925,2
V-R9,V,LTE,159,66536,66
V-R9,V,LTE,28,66536,66
V-R7,V,LTE,12,2561,5
V-R9,V,LTE,490,66536,66
V-R9,V,LTE,346,66536,66
V-R10,V,LTE,285,47090,46
V-R9,V,LTE,478,66536,66
V-R9,V,LTE,205,66536,66
V-R9,V,LTE,281,66536,66
V-R11,V,LTE,54,925,2
V-R9,V,LTE,431,925,2
V-R9,V,LTE,254,66536,66
V-R9,V,LTE,23,66536,66
V-R9,V,LTE,39,66536,66
V-R10,V,LTE,394,2050,4
V-R10,V,LTE,303,2050,4
V-R9,V,LTE,122,2561,5
V-R6,V,LTE,38,2561,5
V-R7,V,LTE,320,2561,5
V-R9,V,LTE,130,66536,66
V-R9,V,LTE,392,66536,66
V-R10,V,LTE,106,52740,46
V-R10,V,LTE,106,53139,46
V-R9,V,LTE,35,2561,5
V-R9,V,LTE,238,2561,5
V-R10,V,LTE,495,925,2
V-R10,V,LTE,377,2561,5
V-R7,V,LTE,11,5230,13
V-R6,V,LTE,471,2561,5
V-R9,V,LTE,286,925,2
V-R9,V,LTE,484,925,2
V-R9,V,LTE,292,66536,66
V-R9,V,LTE,402,66536,66
V-R9,V,LTE,109,66536,66
V-R9,V,LTE,216,66536,66
V-R9,V,LTE,307,66536,66
V-R10,V,LTE,230,56140,48
V-R9,V,LTE,312,66536,66
V-R10,V,LTE,73,55744,48
V-R10,V,LTE,230,55942,48
V-R10,V,LTE,73,56140,48
V-R10,V,LTE,152,47291,46
V-R9,V,LTE,418,66536,66
V-R9,V,LTE,313,66536,66
V-R9,V,LTE,133,66536,66
V-R10,V,LTE,228,55340,48
V-R10,V,LTE,465,55340,48
V-R9,V,LTE,126,5230,13
V-R8,V,LTE,177,5230,13
V-R9,V,LTE,300,2050,4
V-R7,V,LTE,310,5230,13
V-R10,V,LTE,389,55744,48
V-R10,V,LTE,389,56140,48
V-R10,V,LTE,177,2561,5
V-R10,V,LTE,23,55744,48
V-R10,V,LTE,244,55942,48
V-R9,V,LTE,263,925,2
V-R9,V,LTE,203,66536,66
V-R10,V,LTE,297,55942,48
V-R9,V,LTE,178,66536,66
V-R9,V,LTE,42,925,2
V-R10,V,LTE,285,55744,48
V-R9,V,LTE,4,925,2
V-R9,V,LTE,276,66536,66
V-R10,V,LTE,235,2050,4
V-R10,V,LTE,14,2050,4
V-R9,V,LTE,303,925,2
V-R9,V,LTE,276,56140,48
V-R9,V,LTE,329,56140,48
V-R9,V,LTE,0,925,2
V-R11,V,LTE,109,925,2
V-R9,V,LTE,216,925,2
V-R9,V,LTE,101,66536,66
V-R9,V,LTE,487,925,2
V-R9,V,LTE,334,66536,66
V-R10,V,LTE,73,55942,48
V-R10,V,LTE,314,55942,48
V-R9,V,LTE,236,66536,66
V-R10,V,LTE,200,55340,48
V-R9,V,LTE,188,66536,66
V-R9,V,LTE,220,5230,13
V-R9,V,LTE,227,5230,13
V-R10,V,LTE,195,2050,4
V-R9,V,LTE,128,925,2
V-R11,V,LTE,420,5230,13
V-R9,V,LTE,151,2050,4
V-R10,V,LTE,293,2050,4
V-R11,V,LTE,81,2050,4
V-R9,V,LTE,32,925,2
V-R9,V,LTE,217,925,2
V-R11,V,LTE,30,925,2
V-R9,V,LTE,220,2050,4
V-R9,V,LTE,169,5230,13
V-R11,V,LTE,433,2050,4
V-R6,V,LTE,433,5230,13
V-R10,V,LTE,320,5230,13
V-R10,V,LTE,230,2050,4
V-R11,V,LTE,421,66536,66
V-R9,V,LTE,435,66536,66
V-R7,V,LTE,359,5230,13
V-R9,V,LTE,485,925,2
V-R11,V,LTE,270,925,2
V-R10,V,LTE,12,925,2
V-R9,V,LTE,352,66536,66
V-R11,V,LTE,494,66536,66
V-R9,V,LTE,315,925,2
V-R9,V,LTE,169,925,2
V-R10,V,LTE,229,56140,48
V-R11,V,LTE,35,925,2
V-R11,V,LTE,467,66536,66
V-R9,V,LTE,55,66536,66
V-R6,V,LTE,316,5230,13
V-R9,V,LTE,306,66536,66
V-R9,V,LTE,404,66536,66
V-R9,V,LTE,199,925,2
V-R9,V,LTE,287,66536,66
V-R9,V,LTE,110,925,2
V-R9,V,LTE,170,66536,66
V-R9,V,LTE,86,66536,66
V-R10,V,LTE,328,1000,2
V-R9,V,LTE,279,925,2
V-R10,V,LTE,351,55942,48
V-R10,V,LTE,247,55942,48
V-R10,V,LTE,327,55942,48
V-R10,V,LTE,207,55340,48
V-R10,V,LTE,209,56140,48
V-R10,V,LTE,135,56140,48
V-R9,V,LTE,362,66536,66
V-R10,V,LTE,333,2050,4
V-R9,V,LTE,29,925,2
V-R10,V,LTE,327,55340,48
V-R7,V,LTE,327,5230,13
V-R10,V,MW,372,2073333,n261
V-R10,V,MW,372,2074999,n261
V-R10,V,MW,372,2076665,n261
V-R10,V,MW,483,2073333,n261
V-R10,V,MW,483,2076665,n261
V-R10,V,MW,483,2074999,n261
V-R10,V,MW,344,2073333,n261
V-R10,V,MW,344,2074999,n261
V-R10,V,MW,344,2076665,n261
V-R10,V,MW,484,2076665,n261
V-R10,V,MW,484,2073333,n261
V-R10,V,MW,484,2074999,n261
V-R10,V,MW,489,2073333,n261
V-R10,V,MW,489,2074999,n261
V-R10,V,MW,489,2076665,n261
V-R10,V,Sub6,607,176930,n5
V-R10,V,Sub6,115,177020,n5
V-R10,V,Sub6,373,176930,n5
V-R11,V,LTE,4,55744,48
V-R11,V,LTE,42,56140,48
V-R11,V,LTE,4,55942,48
V-R11,V,LTE,6,55744,48
V-R11,V,LTE,134,56242,48
V-R9,V,LTE,21,56140,48
V-R9,V,LTE,413,66536,66
V-R11,V,LTE,477,56044,48
V-R11,V,LTE,175,56140,48
V-R11,V,LTE,104,55744,48
V-R9,V,LTE,434,55942,48
V-R9,V,LTE,286,66536,66
V-R11,V,LTE,4,56140,48
V-R11,V,LTE,434,56140,48
V-R9,V,LTE,104,56140,48
V-R9,V,LTE,434,55744,48
V-R11,V,LTE,175,55942,48
V-R9,V,LTE,386,5230,13
V-R7,V,LTE,286,5230,13
V-R11,V,LTE,104,55942,48
V-R11,V,LTE,434,47489,46
V-R11,V,LTE,434,47291,46
V-R11,V,LTE,434,47090,46
V-R11,V,LTE,432,47090,46
V-R11,V,LTE,432,47291,46
V-R6,V,LTE,439,2561,5
V-R11,V,LTE,103,47291,46
V-R11,V,LTE,103,47090,46
V-R9,V,LTE,313,5230,13
V-R9,V,LTE,286,2050,4
V-R8,V,LTE,439,5230,13
V-R11,V,LTE,177,2050,4
V-R9,V,LTE,240,5230,13
V-R11,V,LTE,42,53140,46
V-R11,V,LTE,42,53341,46
V-R11,V,LTE,42,53539,46
V-R11,V,LTE,175,47489,46
V-R11,V,LTE,175,47291,46
V-R11,V,LTE,175,47090,46
V-R11,V,LTE,42,55942,48
V-R11,V,LTE,42,55744,48
V-R11,V,LTE,175,55744,48
V-R11,V,LTE,176,53140,46
V-R11,V,LTE,176,53341,46
V-R9,V,LTE,109,2561,5
V-R9,V,LTE,106,66536,66
V-R9,V,LTE,86,56044,48
V-R9,V,LTE,86,56242,48
V-R9,V,LTE,86,56440,48
V-R11,V,LTE,109,56140,48
V-R11,V,LTE,111,55744,48
V-R9,V,LTE,356,66536,66
V-R9,V,LTE,238,56140,48
V-R11,V,LTE,428,5230,13
V-R7,V,LTE,156,5230,13
V-R11,V,LTE,110,53140,46
V-R11,V,LTE,110,53341,46
V-R9,V,LTE,239,2561,5
V-R9,V,LTE,285,66536,66
V-R9,V,LTE,285,2561,5
V-R11,V,LTE,134,53539,46
V-R11,V,LTE,134,53341,46
V-R11,V,LTE,134,53140,46
V-R11,V,LTE,24,47489,46
V-R11,V,LTE,24,47291,46
V-R11,V,LTE,24,47090,46
V-R11,V,LTE,133,47090,46
V-R11,V,LTE,133,47291,46
V-R9,V,LTE,388,2561,5
V-R9,V,LTE,21,47090,46
V-R9,V,LTE,21,47291,46
V-R9,V,LTE,21,47489,46
V-R9,V,LTE,390,5230,13
V-R11,V,LTE,6,56140,48
V-R11,V,LTE,178,5230,13
V-R11,V,LTE,37,53140,46
V-R11,V,LTE,37,53341,46
V-R9,V,LTE,21,55744,48
V-R9,V,LTE,21,55942,48
V-R11,V,LTE,477,47489,46
V-R11,V,LTE,477,47291,46
V-R11,V,LTE,477,47090,46
V-R11,V,LTE,388,925,2
V-R11,V,LTE,25,53140,46
V-R11,V,LTE,25,53341,46
V-R11,V,LTE,459,2561,5
V-R11,V,LTE,134,47489,46
V-R11,V,LTE,134,47291,46
V-R11,V,LTE,134,47090,46
V-R11,V,LTE,6,47489,46
V-R11,V,LTE,6,47291,46
V-R11,V,LTE,6,47090,46
V-R11,V,LTE,104,47489,46
V-R11,V,LTE,104,47090,46
V-R11,V,LTE,104,47291,46
V-R11,V,LTE,38,56140,48
V-R11,V,LTE,38,55942,48
V-R11,V,LTE,38,55744,48
V-R11,V,LTE,134,56044,48
V-R9,V,LTE,134,56440,48
V-R9,V,LTE,24,56140,48
V-R11,V,LTE,24,55744,48
V-R9,V,LTE,24,55942,48
V-R9,V,LTE,390,2050,4
V-R11,V,LTE,459,5230,13
V-R11,V,LTE,479,47291,46
V-R11,V,LTE,479,47090,46
V-R9,V,LTE,413,2561,5
V-R11,V,LTE,38,47489,46
V-R11,V,LTE,38,47291,46
V-R11,V,LTE,38,47090,46
V-R9,V,LTE,413,925,2
V-R9,V,LTE,240,925,2
V-R11,V,LTE,109,55744,48
V-R9,V,LTE,425,66536,66
V-R6,V,LTE,425,5230,13
V-R9,V,LTE,109,55942,48
V-R7,V,LTE,256,5230,13
V-R9,V,LTE,362,5230,13
V-R9,V,LTE,111,55942,48
V-R9,V,LTE,111,56140,48
V-R9,V,LTE,238,55942,48
V-R9,V,LTE,452,5230,13
V-R11,V,LTE,477,56242,48
V-R11,V,LTE,477,56440,48
V-R11,V,LTE,109,47090,46
V-R11,V,LTE,109,47489,46
V-R11,V,LTE,109,47291,46
V-R9,V,LTE,100,66536,66
V-R11,V,LTE,181,47489,46
V-R11,V,LTE,181,47090,46
V-R11,V,LTE,181,47291,46
V-R9,V,LTE,445,66536,66
V-R9,V,LTE,238,55744,48
V-R9,V,LTE,226,66536,66
V-R8,V,LTE,226,5230,13
V-R9,V,LTE,117,5230,13
V-R9,V,LTE,213,2561,5
V-R9,V,LTE,282,2561,5
V-R11,V,LTE,47,56140,48
V-R9,V,LTE,47,55942,48
V-R11,V,LTE,47,55744,48
V-R6,V,LTE,356,2561,5
V-R9,V,LTE,30,2561,5
V-R11,V,LTE,30,2050,4
V-R11,V,LTE,48,53140,46
V-R11,V,LTE,48,53341,46
V-R9,V,LTE,282,66536,66
V-R11,V,LTE,47,53539,46
V-R11,V,LTE,47,53341,46
V-R11,V,LTE,47,53140,46
V-R9,V,LTE,117,2050,4
V-R9,V,LTE,282,925,2
V-R9,V,LTE,238,47090,46
V-R9,V,LTE,238,47291,46
V-R9,V,LTE,238,47489,46
V-R11,V,LTE,148,47291,46
V-R11,V,LTE,148,47090,46
V-R9,V,LTE,445,2561,5
V-R9,V,LTE,29,56140,48
V-R11,V,LTE,29,55942,48
V-R9,V,LTE,29,55744,48
V-R9,V,LTE,30,66536,66
V-R11,V,LTE,29,47489,46
V-R11,V,LTE,29,47291,46
V-R11,V,LTE,29,47090,46
V-R9,V,LTE,220,66536,66
V-R11,V,LTE,352,47291,46
V-R11,V,LTE,352,47090,46
V-R11,V,LTE,352,47489,46
V-R9,V,LTE,210,66536,66
V-R9,V,LTE,364,66536,66
V-R11,V,LTE,346,47489,46
V-R11,V,LTE,346,47090,46
V-R11,V,LTE,346,47291,46
V-R11,V,LTE,354,47291,46
V-R11,V,LTE,354,47489,46
V-R11,V,LTE,354,47090,46
V-R9,V,LTE,108,66536,66
V-R11,V,LTE,360,47489,46
V-R11,V,LTE,360,47090,46
V-R11,V,LTE,360,47291,46
V-R9,V,LTE,153,66536,66
V-R9,V,LTE,153,925,2
V-R9,V,LTE,153,2561,5
V-R11,V,LTE,354,55744,48
V-R11,V,LTE,354,55942,48
V-R11,V,LTE,354,56140,48
V-R9,V,LTE,210,2561,5
V-R11,V,LTE,336,47489,46
V-R11,V,LTE,337,47291,46
V-R11,V,LTE,110,47090,46
V-R11,V,LTE,110,47291,46
V-R11,V,LTE,4,47489,46
V-R11,V,LTE,4,47090,46
V-R11,V,LTE,4,47291,46
V-R9,V,LTE,108,2561,5
V-R11,V,LTE,5,53341,46
V-R11,V,LTE,5,53140,46
V-R9,V,LTE,313,2561,5
V-R9,V,LTE,460,66536,66
V-R11,V,LTE,43,53539,46
V-R11,V,LTE,43,53341,46
V-R11,V,LTE,147,55942,48
V-R11,V,LTE,147,55744,48
V-R9,V,LTE,285,2050,4
V-R11,V,LTE,477,56140,48
V-R9,V,LTE,86,55744,48
V-R6,V,LTE,345,2561,5
V-R11,V,LTE,427,56140,48
V-R11,V,LTE,427,55942,48
V-R11,V,LTE,427,55744,48
V-R9,V,LTE,353,2561,5
V-R11,V,LTE,431,55744,48
V-R11,V,LTE,431,55942,48
V-R11,V,LTE,431,56140,48
V-R9,V,LTE,353,66536,66
V-R11,V,LTE,134,55942,48
V-R9,V,LTE,53,5230,13
V-R11,V,LTE,283,5230,13
V-R11,V,LTE,134,56140,48
V-R11,V,LTE,134,55744,48
V-R11,V,LTE,97,47489,46
V-R11,V,LTE,97,47090,46
V-R11,V,LTE,97,47291,46
V-R11,V,LTE,156,2050,4
V-R11,V,LTE,477,55744,48
V-R11,V,LTE,477,55942,48
V-R9,V,LTE,86,56140,48
V-R9,V,LTE,86,55942,48
V-R11,V,LTE,176,47090,46
V-R11,V,LTE,176,47291,46
V-R11,V,LTE,25,53539,46
V-R11,V,LTE,97,53140,46
V-R11,V,LTE,97,53539,46
V-R11,V,LTE,97,53341,46
V-R11,V,LTE,185,56140,48
V-R11,V,LTE,185,55942,48
V-R11,V,LTE,185,55744,48
V-R9,V,LTE,56,66536,66
V-R11,V,LTE,336,47090,46
V-R11,V,LTE,336,47291,46
V-R11,V,LTE,337,47489,46
V-R11,V,LTE,429,47090,46
V-R11,V,LTE,429,47291,46
V-R11,V,LTE,97,56140,48
V-R11,V,LTE,97,55744,48
V-R11,V,LTE,97,55942,48
V-R9,V,LTE,53,2050,4
V-R11,V,LTE,227,66536,66
V-R9,V,LTE,408,5230,13
V-R11,V,LTE,386,2050,4
V-R9,V,LTE,313,925,2
V-R9,V,LTE,353,925,2
V-R11,V,LTE,431,47090,46
V-R11,V,LTE,431,47291,46
V-R11,V,LTE,431,47489,46
V-R11,V,LTE,220,925,2
V-R9,V,LTE,153,2050,4
V-R9,V,LTE,228,5230,13
V-R9,V,LTE,228,2050,4
V-R9,V,LTE,153,5230,13
V-R9,V,LTE,285,5230,13
V-R9,V,LTE,21,56044,48
V-R11,V,LTE,112,53140,46
V-R11,V,LTE,112,53341,46
V-R9,V,LTE,446,2561,5
V-R11,V,LTE,239,47290,46
V-R11,V,LTE,239,47491,46
V-R9,V,LTE,238,56242,48
V-R11,V,LTE,23,53341,46
V-R11,V,LTE,23,53140,46
V-R9,V,LTE,21,56440,48
V-R11,V,LTE,6,56044,48
V-R11,V,LTE,6,56440,48
V-R11,V,LTE,6,56242,48
V-R9,V,LTE,38,56440,48
V-R11,V,LTE,38,56242,48
V-R11,V,LTE,38,56044,48
V-R9,V,LTE,24,53140,46
V-R11,V,LTE,24,53539,46
V-R9,V,LTE,24,53341,46
V-R11,V,LTE,7,47291,46
V-R11,V,LTE,7,47090,46
V-R9,V,LTE,220,2561,5
V-R11,V,LTE,24,56440,48
V-R11,V,LTE,24,56044,48
V-R11,V,LTE,24,56242,48
V-R9,V,LTE,218,925,2
V-R9,V,LTE,238,56440,48
V-R9,V,LTE,238,56044,48
V-R6,V,LTE,280,2561,5
V-R11,V,LTE,189,56044,48
V-R11,V,LTE,189,56242,48
V-R11,V,LTE,189,56440,48
V-R11,V,LTE,362,2050,4
V-R11,V,LTE,104,56440,48
V-R11,V,LTE,104,56242,48
V-R11,V,LTE,109,56044,48
V-R11,V,LTE,109,56440,48
V-R11,V,LTE,104,56044,48
V-R9,V,LTE,239,925,2
V-R11,V,LTE,109,56242,48
V-R9,V,LTE,256,2050,4
V-R8,V,LTE,239,5230,13
V-R11,V,LTE,425,2050,4
V-R9,V,LTE,21,56242,48
V-R11,V,LTE,4,56242,48
V-R11,V,LTE,4,56044,48
V-R11,V,LTE,4,56440,48
V-R8,V,LTE,388,5230,13
V-R9,V,LTE,446,5230,13
V-R11,V,LTE,111,56044,48
V-R11,V,LTE,111,56440,48
V-R11,V,LTE,111,56242,48
V-R9,V,LTE,63,56440,48
V-R9,V,LTE,63,56242,48
V-R9,V,LTE,56,2561,5
V-R11,V,LTE,434,56044,48
V-R11,V,LTE,364,47291,46
V-R11,V,LTE,364,47489,46
V-R11,V,LTE,364,47090,46
V-R11,V,LTE,147,56242,48
V-R11,V,LTE,147,56044,48
V-R11,V,LTE,37,47090,46
V-R11,V,LTE,37,47291,46
V-R11,V,LTE,215,56044,48
V-R11,V,LTE,215,56440,48
V-R11,V,LTE,215,56242,48
V-R11,V,LTE,23,47090,46
V-R11,V,LTE,23,47291,46
V-R9,V,LTE,445,925,2
V-R11,V,LTE,181,56044,48
V-R11,V,LTE,181,56242,48
V-R11,V,LTE,181,56440,48
V-R9,V,LTE,63,56044,48
V-R11,V,LTE,147,56440,48
V-R11,V,LTE,111,47489,46
V-R11,V,LTE,111,47090,46
V-R11,V,LTE,111,47291,46
V-R9,V,LTE,63,47489,46
V-R9,V,LTE,63,47291,46
V-R9,V,LTE,63,47090,46
V-R11,V,LTE,42,56242,48
V-R11,V,LTE,106,2561,5
V-R11,V,LTE,47,47090,46
V-R11,V,LTE,47,47291,46
V-R11,V,LTE,47,47489,46
V-R9,V,LTE,353,5230,13
V-R11,V,LTE,178,2050,4
V-R11,V,LTE,17,56140,48
V-R9,V,LTE,17,55744,48
V-R11,V,LTE,17,55942,48
V-R11,V,MW,4,2239999,n260
V-R11,V,MW,749,2239999,n260
V-R11,V,MW,112,2071667,n261
V-R11,V,MW,404,2071667,n261
V-R11,V,MW,182,2071667,n261
V-R11,V,MW,181,2071667,n261
V-R11,V,MW,148,2071667,n261
V-R11,V,MW,317,2071667,n261
V-R11,V,MW,88,2071667,n261
V-R11,V,MW,294,2239999,n260
V-R11,V,MW,296,2239999,n260
V-R11,V,MW,24,2071667,n261
V-R11,V,MW,37,2071667,n261
V-R11,V,MW,38,2071667,n261
V-R11,V,MW,36,2071667,n261
V-R11,V,MW,364,2071667,n261
V-R11,V,MW,360,2239999,n260
V-R11,V,MW,42,2239999,n260
V-R11,V,MW,43,2239999,n260
V-R11,V,MW,434,2239999,n260
V-R11,V,MW,107,2239999,n260
V-R11,V,MW,47,2071667,n261
V-R11,V,MW,479,2239999,n260
V-R11,V,MW,427,2239999,n260
V-R11,V,MW,103,2239999,n260
V-R11,V,MW,429,2239999,n260
V-R11,V,MW,5,2239999,n260
V-R11,V,MW,134,2071667,n261
V-R11,V,MW,357,2071667,n261
V-R11,V,MW,316,2071667,n261
V-R11,V,MW,315,2071667,n261
V-R11,V,MW,165,2239999,n260
V-R11,V,MW,109,2071667,n261
V-R11,V,MW,746,2239999,n260
V-R11,V,MW,352,2239999,n260
V-R11,V,MW,431,2239999,n260
V-R11,V,MW,111,2071667,n261
V-R11,V,MW,110,2071667,n261
V-R11,V,MW,6,2239999,n260
V-R9,V,MW,65,2071667,n261
V-R9,V,MW,64,2071667,n261
V-R11,V,MW,186,2071667,n261
V-R9,V,MW,21,2071667,n261
V-R11,V,MW,84,2239999,n260
V-R11,V,Sub6,219,176930,n5
V-R11,V,Sub6,220,176930,n5
V-R11,V,Sub6,388,176930,n5
V-R11,V,Sub6,18,176930,n5
V-R11,V,Sub6,413,176930,n5
V-R11,V,Sub6,108,176930,n5
V-R6,V,Sub6,439,176930,n5
V-R11,V,Sub6,353,176930,n5
V-R11,V,Sub6,314,176930,n5
V-R11,V,Sub6,229,176930,n5
V-R11,V,Sub6,345,176930,n5
V-R11,V,Sub6,107,176930,n5
V-R9,V,Sub6,356,176930,n5
V-R11,V,Sub6,282,176930,n5
V-R9,V,Sub6,145,176930,n5
V-R11,V,Sub6,446,176930,n5
V-R11,V,Sub6,218,176930,n5
V-R11,V,Sub6,239,176930,n5
V-R11,V,Sub6,56,176930,n5
V-R11,V,Sub6,417,176930,n5
V-R11,V,Sub6,30,176930,n5
V-R9,V,Sub6,298,176930,n5
V-R11,V,Sub6,5,176930,n5
V-R11,V,Sub6,397,176930,n5
V-R9,V,Sub6,105,176930,n5
V-R11,V,Sub6,210,176930,n5
V-R11,V,Sub6,280,176930,n5
V-R11,V,Sub6,100,176930,n5
V-R11,V,Sub6,408,176930,n5
V-R11,V,Sub6,409,176930,n5
V-R11,V,Sub6,111,176930,n5
V-R11,V,LTE,454,925,2
V-R11,V,LTE,56,925,2
V-R9,V,LTE,52,925,2
V-R9,V,LTE,33,66536,66
V-R9,V,LTE,111,2561,5
V-R11,V,LTE,56,5230,13
V-R9,V,LTE,111,5230,13
V-R11,V,LTE,178,925,2
V-R11,V,LTE,229,925,2
V-R9,V,LTE,450,5230,13
V-R9,V,LTE,240,2561,5
V-R6,V,LTE,33,5230,13
V-R9,V,LTE,450,66536,66
V-R11,V,LTE,183,56140,48
V-R9,V,LTE,272,2561,5
V-R9,V,LTE,284,2561,5
V-R9,V,LTE,482,66536,66
V-R11,V,LTE,458,55744,48
V-R11,V,LTE,246,66536,66
V-R9,V,LTE,113,2561,5
V-R9,V,LTE,164,2561,5
V-R9,V,LTE,113,925,2
V-R9,V,LTE,113,66536,66
V-R9,V,LTE,446,925,2
V-R9,V,LTE,491,66536,66
V-R9,V,LTE,105,66536,66
V-R9,V,LTE,159,2561,5
V-R9,V,LTE,149,2561,5
V-R9,V,LTE,315,66536,66
V-R11,V,LTE,181,55942,48
V-R9,V,LTE,31,56140,48
V-R8,V,LTE,417,5230,13
V-R9,V,LTE,100,5230,13
V-R11,V,LTE,438,66536,66
V-R9,V,LTE,215,56140,48
V-R11,V,LTE,215,55744,48
V-R11,V,LTE,458,56140,48
V-R9,V,LTE,31,55942,48
V-R11,V,LTE,363,66536,66
V-R11,V,LTE,100,925,2
V-R6,V,LTE,246,5230,13
V-R11,V,LTE,215,55942,48
V-R11,V,LTE,181,55744,48
V-R6,V,LTE,100,2561,5
V-R11,V,LTE,417,2561,5
V-R11,V,LTE,301,55744,48
V-R11,V,LTE,422,55744,48
V-R11,V,LTE,74,66536,66
V-R11,V,LTE,41,55942,48
V-R11,V,LTE,40,55942,48
V-R11,V,LTE,199,66536,66
V-R9,V,LTE,423,66536,66
V-R9,V,LTE,301,55942,48
V-R9,V,LTE,22,66536,66
V-R9,V,LTE,21,66536,66
V-R11,V,LTE,301,56140,48
V-R9,V,LTE,43,66536,66
V-R11,V,LTE,40,55744,48
V-R11,V,LTE,361,47489,46
V-R6,V,LTE,21,5230,13
V-R11,V,LTE,464,55744,48
V-R9,V,LTE,229,5230,13
V-R11,V,LTE,375,55942,48
V-R9,V,LTE,351,2561,5
V-R9,V,LTE,352,5230,13
V-R11,V,LTE,240,2050,4
V-R9,V,LTE,313,2050,4
V-R6,V,LTE,454,5230,13
V-R9,V,LTE,219,2050,4
V-R11,V,LTE,108,2050,4
V-R9,V,LTE,353,2050,4
V-R11,V,LTE,439,2050,4
V-R6,V,LTE,424,5230,13
V-R9,V,LTE,5,5230,13
V-R11,V,LTE,345,2050,4
V-R11,V,LTE,491,2050,4
V-R11,V,LTE,300,55744,48
V-R9,V,LTE,42,5230,13
V-R6,V,LTE,22,5230,13
V-R9,V,LTE,131,5230,13
V-R11,V,LTE,21,2050,4
V-R9,V,LTE,105,2050,4
V-R9,V,LTE,348,2561,5
V-R9,V,LTE,299,2561,5
V-R6,V,LTE,261,2561,5
V-R9,V,LTE,206,2561,5
V-R6,V,LTE,423,2561,5
V-R9,V,LTE,291,2561,5
V-R9,V,LTE,218,66536,66
V-R9,V,LTE,147,66536,66
V-R11,V,LTE,189,56140,48
V-R11,V,LTE,147,56140,48
V-R9,V,LTE,87,66536,66
V-R9,V,LTE,330,56140,48
V-R11,V,LTE,229,2561,5
V-R9,V,LTE,218,5230,13
V-R9,V,LTE,495,66536,66
V-R9,V,LTE,347,2561,5
V-R6,V,LTE,438,2561,5
V-R9,V,LTE,390,2561,5
V-R9,V,LTE,332,2561,5
V-R9,V,LTE,291,5230,13
V-R9,V,LTE,261,66536,66
V-R9,V,LTE,221,66536,66
V-R9,V,LTE,303,5230,13
V-R9,V,LTE,152,5230,13
V-R9,V,LTE,189,66536,66
V-R9,V,LTE,492,66536,66
V-R9,V,LTE,356,5230,13
V-R9,V,LTE,309,925,2
V-R11,V,LTE,363,925,2
V-R11,V,LTE,261,925,2
V-R9,V,LTE,299,925,2
V-R9,V,LTE,287,925,2
V-R9,V,LTE,206,925,2
V-R9,V,LTE,221,925,2
V-R11,V,LTE,492,925,2
V-R9,V,LTE,372,925,2
V-R9,V,LTE,291,925,2
V-R9,V,LTE,74,925,2
V-R9,V,LTE,62,925,2
V-R9,V,LTE,500,5230,13
