Region,Operator,Type,Cell,Freq,Band
A-R1,A,LTE,499,66936,66
A-R1,A,LTE,22,66936,66
A-R2,A,LTE,239,850,2
A-R1,A,LTE,18,66936,66
A-R1,A,LTE,127,66936,66
A-R2,A,LTE,470,66661,66
A-R1,A,LTE,372,66661,66
A-R1,A,LTE,247,66661,66
A-R2,A,LTE,205,66661,66
A-R3,A,LTE,222,9820,30
A-R1,A,LTE,100,66936,66
A-R2,A,LTE,109,66661,66
A-R2,A,LTE,235,66936,66
A-R1,A,LTE,147,66936,66
A-R1,A,LTE,205,66486,66
A-R2,A,LTE,168,66936,66
A-R2,A,LTE,274,66936,66
A-R2,A,LTE,271,850,2
A-R3,A,LTE,345,53139,46
A-R1,A,LTE,435,850,2
A-R2,A,LTE,436,850,2
A-R2,A,LTE,29,850,2
A-R1,A,LTE,300,52941,46
A-R1,A,LTE,127,52740,46
A-R1,A,LTE,127,53139,46
A-R1,A,LTE,111,52740,46
A-R2,A,LTE,465,850,2
A-R1,A,LTE,64,2000,4
A-R1,A,LTE,157,2000,4
A-R2,A,LTE,158,2000,4
A-R1,A,LTE,258,2175,4
A-R2,A,LTE,299,2175,4
A-R1,A,LTE,409,66486,66
A-R1,A,LTE,431,5110,12
A-R5,A,LTE,416,5110,12
A-R1,A,LTE,322,5110,12
A-R1,A,LTE,74,66486,66
A-R2,A,LTE,84,850,2
A-R3,A,LTE,163,5110,12
A-R3,A,LTE,452,5110,12
A-R1,A,LTE,25,66936,66
A-R1,A,LTE,10,850,2
A-R2,A,LTE,326,850,2
A-R2,A,LTE,503,850,2
A-R2,A,LTE,460,850,2
A-R1,A,LTE,498,66661,66
A-R5,A,LTE,11,52740,46
A-R2,A,LTE,453,52740,46
A-R3,A,LTE,347,52740,46
A-R1,A,LTE,399,52941,46
A-R1,A,LTE,127,52941,46
A-R1,A,LTE,252,2000,4
A-R3,A,LTE,389,9820,30
A-R1,A,LTE,82,850,2
A-R1,A,LTE,339,66661,66
A-R1,A,LTE,261,66661,66
A-R4,A,LTE,60,9820,30
A-R2,A,LTE,327,2000,4
A-R3,A,LTE,19,5110,12
A-R1,A,LTE,112,52941,46
A-R1,A,LTE,251,52941,46
A-R2,A,LTE,57,850,2
A-R2,A,LTE,487,850,2
A-R2,A,LTE,454,850,2
A-R2,A,LTE,139,850,2
A-R1,A,LTE,289,66661,66
A-R2,A,LTE,365,2000,4
A-R2,A,LTE,222,2000,4
A-R1,A,LTE,198,2000,4
A-R1,A,LTE,198,66486,66
A-R2,A,LTE,111,850,2
A-R1,A,LTE,363,66486,66
A-R1,A,LTE,126,66486,66
A-R3,A,LTE,406,5110,12
A-R1,A,LTE,215,66486,66
A-R2,A,LTE,278,850,2
A-R1,A,LTE,82,66936,66
A-R4,A,LTE,103,5110,12
A-R5,A,LTE,102,52941,46
A-R2,A,LTE,392,850,2
A-R2,A,LTE,273,2175,4
A-R1,A,LTE,342,850,2
A-R1,A,LTE,208,2000,4
A-R1,A,LTE,302,52941,46
A-R1,A,LTE,87,66661,66
A-R1,A,LTE,200,66486,66
A-R1,A,LTE,248,66661,66
A-R2,A,LTE,23,66486,66
A-R1,A,LTE,347,850,2
A-R2,A,LTE,443,850,2
A-R2,A,LTE,496,850,2
A-R1,A,LTE,416,52941,46
A-R1,A,LTE,126,52740,46
A-R2,A,LTE,265,850,2
A-R1,A,LTE,24,850,2
A-R3,A,LTE,54,5330,14
A-R2,A,LTE,322,66936,66
A-R1,A,LTE,280,66936,66
A-R1,A,LTE,195,66936,66
A-R1,A,LTE,219,66936,66
A-R1,A,LTE,236,52740,46
A-R2,A,LTE,128,850,2
A-R2,A,LTE,65,66486,66
A-R1,A,LTE,245,66936,66
A-R1,A,LTE,494,66486,66
A-R1,A,LTE,364,66486,66
A-R3,A,LTE,429,5110,12
A-R3,A,LTE,22,5110,12
A-R3,A,LTE,498,5110,12
A-R5,A,LTE,90,5110,12
A-R2,A,LTE,500,5110,12
A-R3,A,LTE,405,5110,12
A-R4,A,LTE,388,5110,12
A-R5,A,LTE,251,5110,12
A-R1,A,LTE,349,5110,12
A-R3,A,LTE,92,5110,12
A-R2,A,LTE,4,66936,66
A-R3,A,LTE,37,5330,14
A-R1,A,LTE,14,66936,66
A-R1,A,LTE,24,66936,66
A-R5,A,LTE,91,5330,14
A-R1,A,LTE,21,66936,66
A-R1,A,LTE,238,850,2
A-R3,A,LTE,2,5330,14
A-R1,A,LTE,444,53539,46
A-R1,A,LTE,446,53341,46
A-R1,A,LTE,5,53140,46
A-R1,A,LTE,342,53539,46
A-R1,A,LTE,5,53341,46
A-R4,A,LTE,440,5330,14
A-R2,A,LTE,295,66936,66
A-R3,A,LTE,172,5330,14
A-R3,A,LTE,20,5330,14
A-R1,A,LTE,428,66936,66
A-R3,A,LTE,197,5110,12
A-R1,A,LTE,316,2000,4
A-R1,A,LTE,422,2000,4
A-R1,A,LTE,101,2000,4
A-R1,A,LTE,385,2175,4
A-R1,A,LTE,305,2175,4
A-R3,A,LTE,68,5110,12
A-R2,A,LTE,96,850,2
A-R2,A,LTE,48,850,2
A-R2,A,LTE,236,850,2
A-R1,A,LTE,387,52740,46
A-R2,A,LTE,12,850,2
A-R1,A,LTE,447,52941,46
A-R5,A,LTE,360,52740,46
A-R1,A,LTE,15,850,2
A-R2,A,LTE,281,850,2
A-R1,A,LTE,335,53139,46
A-R1,A,LTE,334,52941,46
A-R2,A,LTE,177,850,2
A-R3,A,LTE,261,5330,14
A-R1,A,LTE,462,66936,66
A-R1,A,LTE,101,66936,66
A-R1,A,LTE,361,66486,66
A-R2,A,LTE,486,850,2
A-R2,A,LTE,434,850,2
A-R3,A,LTE,244,9820,30
A-R3,A,LTE,337,9820,30
A-R4,A,LTE,441,9820,30
A-R2,A,LTE,160,66486,66
A-R1,A,LTE,226,66661,66
A-R2,A,LTE,424,9820,30
A-R3,A,LTE,10,9820,30
A-R4,A,LTE,501,5110,12
A-R1,A,LTE,175,5110,12
A-R1,A,LTE,246,5110,12
A-R5,A,LTE,220,5110,12
A-R3,A,LTE,491,5110,12
A-R3,A,LTE,127,5110,12
A-R2,A,LTE,391,2175,4
A-R1,A,LTE,503,2175,4
A-R1,A,LTE,376,2175,4
A-R3,A,LTE,96,9820,30
A-R1,A,LTE,122,9820,30
A-R1,A,LTE,501,2175,4
A-R1,A,LTE,503,2000,4
A-R1,A,LTE,247,2000,4
A-R3,A,LTE,350,5110,12
A-R1,A,LTE,374,5110,12
A-R4,A,LTE,245,5110,12
A-R5,A,LTE,249,5110,12
A-R1,A,LTE,502,2000,4
A-R2,A,LTE,356,850,2
A-R1,A,LTE,408,2000,4
A-R2,A,LTE,73,2175,4
A-R2,A,LTE,254,66936,66
A-R3,A,LTE,168,5110,12
A-R3,A,LTE,27,5110,12
A-R3,A,LTE,423,5110,12
A-R5,A,LTE,444,5110,12
A-R3,A,LTE,420,5110,12
A-R1,A,LTE,42,66486,66
A-R1,A,LTE,58,66486,66
A-R1,A,LTE,442,66661,66
A-R1,A,LTE,478,66661,66
A-R1,A,LTE,286,66486,66
A-R1,A,LTE,259,66486,66
A-R1,A,LTE,473,66486,66
A-R2,A,LTE,236,66486,66
A-R2,A,LTE,397,66486,66
A-R1,A,LTE,154,66486,66
A-R1,A,LTE,296,66486,66
A-R1,A,LTE,402,66486,66
A-R2,A,LTE,240,66486,66
A-R1,A,LTE,465,66486,66
A-R3,A,LTE,209,9820,30
A-R2,A,LTE,181,9820,30
A-R5,A,LTE,19,9820,30
A-R3,A,LTE,503,9820,30
A-R4,A,LTE,141,9820,30
A-R3,A,LTE,384,9820,30
A-R1,A,LTE,387,9820,30
A-R2,A,LTE,233,850,2
A-R4,A,LTE,465,9820,30
A-R1,A,LTE,382,9820,30
A-R1,A,LTE,2,9820,30
A-R1,A,LTE,398,850,2
A-R2,A,LTE,221,9820,30
A-R1,A,LTE,84,66486,66
A-R3,A,LTE,433,9820,30
A-R2,A,LTE,113,850,2
A-R5,A,LTE,44,52740,46
A-R2,A,LTE,12,52941,46
A-R5,A,LTE,31,53139,46
A-R2,A,LTE,215,850,2
A-R2,A,LTE,36,850,2
A-R1,A,LTE,243,52740,46
A-R1,A,LTE,244,52941,46
A-R2,A,LTE,420,850,2
A-R2,A,LTE,180,850,2
A-R1,A,LTE,140,850,2
A-R1,A,LTE,387,52940,46
A-R1,A,LTE,59,52940,46
A-R1,A,LTE,322,850,2
A-R2,A,LTE,205,850,2
A-R2,A,LTE,455,2000,4
A-R1,A,LTE,151,66936,66
A-R1,A,LTE,325,66936,66
A-R4,A,LTE,6,9820,30
A-R2,A,LTE,26,66936,66
A-R2,A,LTE,147,66486,66
A-R2,A,LTE,371,66936,66
A-R3,A,LTE,198,53139,46
A-R2,A,LTE,269,2000,4
A-R1,A,LTE,236,2000,4
A-R1,A,LTE,397,2000,4
A-R1,A,LTE,296,2000,4
A-R2,A,LTE,252,2175,4
A-R1,A,LTE,183,2175,4
A-R1,A,LTE,420,2175,4
A-R3,A,LTE,218,5110,12
A-R2,A,LTE,76,2000,4
A-R1,A,LTE,427,2175,4
A-R1,A,LTE,204,2175,4
A-R1,A,LTE,333,2000,4
A-R3,A,LTE,71,5110,12
A-R2,A,LTE,310,5110,12
A-R3,A,LTE,418,5110,12
A-R1,A,LTE,241,2175,4
A-R4,A,LTE,459,5110,12
A-R1,A,LTE,501,850,2
A-R1,A,LTE,0,5110,12
A-R2,A,LTE,373,850,2
A-R5,A,LTE,48,5110,12
A-R5,A,LTE,261,5110,12
A-R1,A,LTE,110,2000,4
A-R1,A,LTE,246,2000,4
A-R1,A,LTE,128,53139,46
A-R2,A,LTE,457,52941,46
A-R1,A,LTE,442,9820,30
A-R1,A,LTE,419,9820,30
A-R1,A,LTE,98,850,2
A-R2,A,LTE,207,850,2
A-R2,A,LTE,353,850,2
A-R1,A,LTE,421,850,2
A-R1,A,LTE,268,66486,66
A-R1,A,LTE,23,9820,30
A-R1,A,LTE,130,66936,66
A-R5,A,LTE,265,5110,12
A-R2,A,LTE,416,2000,4
A-R1,A,LTE,491,2175,4
A-R3,A,LTE,52,5110,12
A-R3,A,LTE,134,9820,30
A-R2,A,LTE,239,9820,30
A-R2,A,LTE,220,66936,66
A-R2,A,LTE,329,5110,12
A-R1,A,LTE,355,66936,66
A-R1,A,LTE,379,66936,66
A-R2,A,LTE,138,9820,30
A-R3,A,LTE,192,9820,30
A-R2,A,LTE,123,9820,30
A-R1,A,LTE,483,66936,66
A-R2,A,LTE,481,850,2
A-R1,A,LTE,114,850,2
A-R1,A,LTE,162,2175,4
A-R2,A,LTE,253,850,2
A-R2,A,LTE,448,850,2
A-R1,A,LTE,326,52740,46
A-R1,A,LTE,338,52740,46
A-R1,A,LTE,478,2175,4
A-R1,A,LTE,467,5110,12
A-R2,A,LTE,32,850,2
A-R2,A,LTE,98,9820,30
A-R1,A,LTE,482,9820,30
A-R2,A,LTE,361,9820,30
A-R4,A,LTE,316,5110,12
A-R5,A,LTE,365,5110,12
A-R1,A,LTE,174,9820,30
A-R1,A,LTE,121,850,2
A-R2,A,LTE,118,9820,30
A-R1,A,LTE,46,9820,30
A-R4,A,LTE,310,9820,30
A-R3,A,LTE,477,9820,30
A-R1,A,LTE,153,9820,30
A-R2,A,LTE,109,9820,30
A-R2,A,LTE,294,850,2
A-R3,A,LTE,347,5110,12
A-R1,A,LTE,53,9820,30
A-R1,A,LTE,208,9820,30
A-R2,A,LTE,235,9820,30
A-R4,A,LTE,367,9820,30
A-R2,A,LTE,49,9820,30
A-R3,A,LTE,357,5110,12
A-R2,A,LTE,322,9820,30
A-R1,A,LTE,185,850,2
A-R2,A,LTE,413,9820,30
A-R3,A,LTE,298,9820,30
A-R3,A,LTE,142,9820,30
A-R4,A,LTE,171,9820,30
A-R1,A,LTE,391,9820,30
A-R5,A,LTE,455,5110,12
A-R1,A,LTE,68,9820,30
A-R4,A,LTE,304,9820,30
A-R5,A,LTE,308,9820,30
A-R2,A,LTE,396,850,2
A-R3,A,LTE,271,5110,12
A-R2,A,LTE,81,850,2
A-R1,A,LTE,135,52941,46
A-R1,A,LTE,106,2000,4
A-R1,A,LTE,498,2175,4
A-R1,A,LTE,501,2000,4
A-R1,A,LTE,28,9820,30
A-R1,A,LTE,17,9820,30
A-R1,A,LTE,32,2000,4
A-R2,A,LTE,119,850,2
A-R1,A,LTE,94,52740,46
A-R2,A,LTE,46,850,2
A-R1,A,LTE,92,850,2
A-R2,A,LTE,316,850,2
A-R1,A,LTE,234,850,2
A-R2,A,LTE,129,850,2
A-R1,A,LTE,249,52941,46
A-R1,A,LTE,166,850,2
A-R2,A,LTE,235,850,2
A-R1,A,LTE,273,850,2
A-R1,A,LTE,406,9820,30
A-R1,A,LTE,51,5330,14
A-R4,A,LTE,230,9820,30
A-R3,A,LTE,65,5330,14
A-R1,A,LTE,130,9820,30
A-R3,A,LTE,225,5110,12
A-R1,A,LTE,457,66936,66
A-R1,A,LTE,64,66936,66
A-R1,A,LTE,286,9820,30
A-R2,A,LTE,167,66661,66
A-R1,A,LTE,50,66486,66
A-R1,A,LTE,341,850,2
A-R3,A,LTE,318,9820,30
A-R5,A,LTE,1,9820,30
A-R1,A,LTE,234,9820,30
A-R1,A,LTE,159,53139,46
A-R1,A,LTE,252,66936,66
A-R3,A,LTE,203,9820,30
A-R3,A,LTE,374,9820,30
A-R3,A,LTE,362,9820,30
A-R5,A,LTE,32,5110,12
A-R2,A,LTE,355,850,2
A-R2,A,LTE,271,2000,4
A-R2,A,LTE,312,2000,4
A-R1,A,LTE,443,2000,4
A-R5,A,LTE,190,5110,12
A-R2,A,LTE,329,9820,30
A-R1,A,LTE,260,66661,66
A-R1,A,LTE,59,5110,12
A-R5,A,LTE,298,5110,12
A-R2,A,LTE,394,850,2
A-R5,A,LTE,375,5110,12
A-R3,A,LTE,156,9820,30
A-R1,A,LTE,320,9820,30
A-R2,A,LTE,73,66936,66
A-R1,A,LTE,313,9820,30
A-R5,A,LTE,399,9820,30
A-R3,A,LTE,456,9820,30
A-R2,A,LTE,285,66936,66
A-R2,A,LTE,117,850,2
A-R1,A,LTE,241,2000,4
A-R1,A,LTE,301,2000,4
A-R1,A,LTE,370,2175,4
A-R1,A,LTE,260,2175,4
A-R1,A,LTE,200,66936,66
A-R1,A,LTE,169,2175,4
A-R1,A,LTE,236,66936,66
A-R2,A,LTE,21,850,2
A-R1,A,LTE,358,66936,66
A-R1,A,LTE,462,2000,4
A-R2,A,LTE,28,850,2
A-R3,A,LTE,357,9820,30
A-R1,A,LTE,324,66936,66
A-R5,A,LTE,195,5330,14
A-R3,A,LTE,151,9820,30
A-R1,A,LTE,421,9820,30
A-R2,A,LTE,144,66936,66
A-R1,A,LTE,254,53139,46
A-R4,A,LTE,253,9820,30
A-R1,A,LTE,303,2175,4
A-R1,A,LTE,261,66936,66
A-R1,A,LTE,447,66486,66
A-R1,A,LTE,349,2000,4
A-R2,A,LTE,452,2000,4
A-R1,A,LTE,354,2175,4
A-R1,A,LTE,299,2425,5
A-R1,A,LTE,271,66936,66
A-R1,A,LTE,297,66661,66
A-R1,A,LTE,408,66936,66
A-R2,A,LTE,200,850,2
A-R1,A,LTE,60,53139,46
A-R1,A,LTE,367,66936,66
A-R3,A,LTE,37,5110,12
A-R1,A,LTE,279,2175,4
A-R2,A,LTE,349,66486,66
A-R1,A,LTE,166,66936,66
A-R1,A,LTE,165,66936,66
A-R1,A,LTE,75,66936,66
A-R1,A,LTE,249,66936,66
A-R1,A,LTE,468,66486,66
A-R2,A,LTE,76,66936,66
A-R1,A,LTE,309,66936,66
A-R2,A,LTE,452,66486,66
A-R1,A,LTE,281,66486,66
A-R4,A,LTE,198,9820,30
A-R3,A,LTE,465,53139,46
A-R5,A,LTE,424,5110,12
A-R2,A,LTE,248,850,2
A-R1,A,LTE,24,66486,66
A-R2,A,LTE,168,66486,66
A-R2,A,LTE,141,850,2
A-R1,A,LTE,149,66936,66
A-R2,A,LTE,372,850,2
A-R2,A,LTE,409,850,2
A-R2,A,LTE,314,850,2
A-R1,A,LTE,31,850,2
A-R5,A,LTE,333,52740,46
A-R1,A,LTE,453,9820,30
A-R2,A,LTE,325,66486,66
A-R4,A,LTE,58,9820,30
A-R2,A,LTE,309,9820,30
A-R2,A,LTE,434,66661,66
A-R2,A,LTE,197,66936,66
A-R1,A,LTE,377,66936,66
A-R1,A,LTE,278,66486,66
A-R3,A,LTE,155,52740,46
A-R5,A,LTE,345,9820,30
A-R1,A,LTE,59,9820,30
A-R1,A,LTE,102,9820,30
A-R3,A,LTE,273,9820,30
A-R2,A,LTE,274,9820,30
A-R1,A,LTE,279,66661,66
A-R4,A,LTE,436,9820,30
A-R1,A,LTE,230,52740,46
A-R3,A,LTE,228,53139,46
A-R1,A,LTE,126,52941,46
A-R1,A,LTE,124,52740,46
A-R2,A,LTE,108,850,2
A-R2,A,LTE,299,66936,66
A-R1,A,LTE,15,66936,66
A-R1,A,LTE,204,66936,66
A-R5,A,LTE,495,5330,14
A-R3,A,LTE,366,9820,30
A-R1,A,LTE,78,66936,66
A-R1,A,LTE,332,66936,66
A-R1,A,LTE,206,53139,46
A-R1,A,LTE,205,52941,46
A-R1,A,LTE,485,52740,46
A-R2,A,LTE,352,2000,4
A-R2,A,LTE,148,2175,4
A-R3,A,LTE,282,5330,14
A-R2,A,LTE,368,2000,4
A-R3,A,LTE,261,52941,46
A-R1,A,LTE,491,850,2
A-R5,A,LTE,14,5110,12
A-R1,A,LTE,358,66486,66
A-R4,A,LTE,150,9820,30
A-R2,A,LTE,116,9820,30
A-R1,A,LTE,192,53139,46
A-R1,A,LTE,229,52941,46
A-R2,A,LTE,175,2175,4
A-R2,A,LTE,134,850,2
A-R1,A,LTE,464,52941,46
A-R1,A,LTE,464,2000,4
A-R1,A,LTE,97,2175,4
A-R2,A,LTE,104,850,2
A-R2,A,LTE,371,2175,4
A-R5,A,LTE,198,5110,12
A-R3,A,LTE,46,5110,12
A-R4,A,LTE,402,9820,30
A-R2,A,LTE,65,9820,30
A-R4,A,LTE,248,5110,12
A-R2,A,LTE,377,850,2
A-R2,A,LTE,423,850,2
A-R5,A,LTE,327,9820,30
A-R3,A,LTE,207,5110,12
A-R2,A,LTE,14,850,2
A-R2,A,LTE,39,9820,30
A-R3,A,LTE,203,5330,14
A-R5,A,LTE,345,5330,14
A-R1,A,LTE,83,2000,4
A-R2,A,LTE,10,66486,66
A-R2,A,LTE,55,9820,30
A-R1,A,LTE,40,66936,66
A-R2,A,LTE,69,850,2
A-R5,A,LTE,212,5110,12
A-R1,A,LTE,398,66486,66
A-R1,A,LTE,123,850,2
A-R2,A,LTE,386,850,2
A-R2,A,LTE,480,850,2
A-R3,A,LTE,499,5330,14
A-R2,A,LTE,492,850,2
A-R1,A,LTE,456,850,2
A-R2,A,LTE,109,850,2
A-R1,A,LTE,436,66936,66
A-R5,A,LTE,4,9820,30
A-R1,A,LTE,118,66936,66
A-R2,A,LTE,40,9820,30
A-R1,A,LTE,256,66936,66
A-R1,A,LTE,86,66486,66
A-R1,A,LTE,368,66936,66
A-R3,A,LTE,106,9820,30
A-R1,A,LTE,53,66936,66
A-R3,A,LTE,296,9820,30
A-R3,A,LTE,226,9820,30
A-R4,A,LTE,8,9820,30
A-R1,A,LTE,492,66486,66
A-R1,A,LTE,447,9820,30
A-R1,A,LTE,82,66486,66
A-R2,A,LTE,427,850,2
A-R5,A,LTE,481,5330,14
A-R1,A,LTE,114,66936,66
A-R1,A,LTE,444,66486,66
A-R2,A,LTE,197,66486,66
A-R1,A,LTE,4,66661,66
A-R2,A,LTE,392,5330,14
A-R1,A,LTE,450,5110,12
A-R1,A,LTE,289,2175,4
A-R1,A,LTE,483,53139,46
A-R1,A,LTE,173,52740,46
A-R1,A,LTE,378,53139,46
A-R3,A,LTE,380,52740,46
A-R1,A,LTE,171,53139,46
A-R1,A,LTE,259,850,2
A-R2,A,LTE,74,850,2
A-R1,A,LTE,184,850,2
A-R3,A,LTE,380,52941,46
A-R1,A,LTE,336,53339,46
A-R4,A,LTE,320,5330,14
A-R1,A,LTE,50,2175,4
A-R1,A,LTE,191,2000,4
A-R3,A,LTE,264,9820,30
A-R2,A,LTE,470,9820,30
A-R2,A,LTE,301,850,2
A-R5,A,LTE,307,52941,46
A-R5,A,LTE,263,5330,14
A-R2,A,LTE,432,850,2
A-R2,A,LTE,284,66486,66
A-R2,A,LTE,3,850,2
A-R3,A,LTE,155,53139,46
A-R2,A,LTE,150,66936,66
A-R1,A,LTE,177,2175,4
A-R1,A,LTE,261,850,2
A-R1,A,LTE,458,66486,66
A-R3,A,LTE,153,52740,46
A-R1,A,LTE,454,66486,66
A-R2,A,LTE,331,5110,12
A-R1,A,LTE,56,66936,66
A-R2,A,LTE,148,66486,66
A-R2,A,LTE,470,5330,14
A-R1,A,LTE,104,9820,30
A-R2,A,LTE,62,9820,30
A-R3,A,LTE,348,9820,30
A-R2,A,LTE,44,66486,66
A-R4,A,LTE,500,9820,30
A-R2,A,LTE,263,66486,66
A-R1,A,LTE,482,66486,66
A-R1,A,LTE,128,66486,66
A-R2,A,LTE,245,66486,66
A-R2,A,LTE,148,9820,30
A-R3,A,LTE,259,9820,30
A-R4,A,LTE,403,9820,30
A-R3,A,LTE,9,9820,30
A-R1,A,LTE,502,9820,30
A-R2,A,LTE,54,9820,30
A-R1,A,LTE,220,9820,30
A-R1,A,LTE,385,66661,66
A-R2,A,LTE,149,9820,30
A-R2,A,LTE,405,9820,30
A-R5,A,LTE,173,5330,14
A-R1,A,LTE,489,66486,66
A-R2,A,LTE,410,66486,66
A-R2,A,LTE,430,850,2
A-R2,A,LTE,244,2000,4
A-R1,A,LTE,338,52940,46
A-R1,A,LTE,326,52940,46
A-R3,A,LTE,465,52740,46
A-R3,A,LTE,350,52740,46
A-R1,A,LTE,233,2175,4
A-R1,A,LTE,275,52740,46
A-R1,A,LTE,135,66486,66
A-R1,A,LTE,337,52941,46
A-R1,A,LTE,135,5110,12
A-R1,A,LTE,388,52740,46
A-R1,A,LTE,319,52740,46
A-R2,A,LTE,162,850,2
A-R1,A,LTE,154,850,2
A-R5,A,LTE,319,5110,12
A-R5,A,LTE,167,5110,12
A-R5,A,LTE,414,5110,12
A-R3,A,LTE,283,5330,14
A-R2,A,LTE,470,850,2
A-R3,A,LTE,85,5110,12
A-R1,A,LTE,225,53139,46
A-R1,A,LTE,226,52941,46
A-R1,A,LTE,227,52740,46
A-R2,A,LTE,19,850,2
A-R1,A,LTE,22,850,2
A-R1,A,LTE,43,66936,66
A-R2,A,LTE,187,850,2
A-R1,A,LTE,214,66661,66
A-R1,A,LTE,321,5110,12
A-R2,A,LTE,359,850,2
A-R1,A,LTE,135,850,2
A-R2,A,LTE,251,850,2
A-R3,A,LTE,270,53139,46
A-R2,A,LTE,204,66661,66
A-R1,A,LTE,293,66486,66
A-R1,A,LTE,81,66661,66
A-R1,A,LTE,158,66936,66
A-R4,A,LTE,438,5330,14
A-R3,A,LTE,57,5330,14
A-R1,A,LTE,36,5330,14
A-R1,A,LTE,359,66936,66
A-R3,A,LTE,18,5330,14
A-R1,A,LTE,109,5330,14
A-R1,A,LTE,136,66936,66
A-R1,A,LTE,127,5330,14
A-R1,A,LTE,77,66936,66
A-R3,A,LTE,58,5330,14
A-R1,A,LTE,47,66936,66
A-R1,A,LTE,182,66486,66
A-R1,A,LTE,61,850,2
A-R4,A,LTE,152,5110,12
A-R2,A,LTE,221,66936,66
A-R2,A,LTE,253,66936,66
A-R2,A,LTE,243,66936,66
A-R1,A,LTE,354,66661,66
A-R2,A,LTE,216,9820,30
A-R1,A,LTE,443,66936,66
A-R1,A,LTE,263,66936,66
A-R2,A,LTE,224,66936,66
A-R1,A,LTE,30,66936,66
A-R2,A,LTE,381,66936,66
A-R2,A,LTE,278,66936,66
A-R2,A,LTE,151,66486,66
A-R2,A,LTE,73,66486,66
A-R1,A,LTE,74,5110,12
A-R5,A,LTE,104,5110,12
A-R2,A,LTE,351,2000,4
A-R1,A,LTE,415,66486,66
A-R1,A,LTE,3,66661,66
A-R5,A,LTE,82,5110,12
A-R3,A,LTE,281,5110,12
A-R1,A,LTE,375,66486,66
A-R1,A,LTE,156,66486,66
A-R1,A,LTE,188,66486,66
A-R1,A,LTE,186,66486,66
A-R3,A,LTE,351,5110,12
A-R2,A,LTE,191,850,2
A-R1,A,LTE,216,66661,66
A-R1,A,LTE,129,66661,66
A-R1,A,LTE,39,66661,66
A-R1,A,LTE,270,66486,66
A-R5,A,LTE,201,5110,12
A-R3,A,LTE,325,5110,12
A-R2,A,LTE,426,5110,12
A-R2,A,LTE,370,66936,66
A-R2,A,LTE,321,66486,66
A-R2,A,LTE,54,66936,66
A-R1,A,LTE,152,66486,66
A-R1,A,LTE,298,66661,66
A-R2,A,LTE,447,66661,66
A-R1,A,LTE,90,5330,14
A-R3,A,LTE,193,5110,12
A-R2,A,LTE,262,9820,30
A-R1,A,LTE,259,66936,66
A-R1,A,LTE,279,66936,66
A-R3,A,LTE,417,5110,12
A-R1,A,LTE,161,66486,66
A-R1,A,LTE,367,66661,66
A-R5,A,LTE,62,52941,46
A-R1,A,LTE,62,53139,46
A-R2,A,LTE,276,850,2
A-R2,A,LTE,62,52740,46
A-R3,A,LTE,407,52740,46
A-R1,A,LTE,61,66936,66
A-R2,A,LTE,251,66486,66
A-R5,A,LTE,229,9820,30
A-R2,A,LTE,499,850,2
A-R1,A,LTE,46,66936,66
A-R1,A,LTE,359,9820,30
A-R1,A,LTE,317,2000,4
A-R1,A,LTE,404,2000,4
A-R2,A,LTE,316,66486,66
A-R4,A,LTE,210,5110,12
A-R1,A,LTE,135,9820,30
A-R2,A,LTE,218,9820,30
A-R1,A,LTE,299,66486,66
A-R3,A,LTE,370,5110,12
A-R1,A,LTE,308,5110,12
A-R5,A,LTE,219,5110,12
A-R3,A,LTE,482,5110,12
A-R2,A,LTE,390,52941,46
A-R1,A,LTE,284,66936,66
A-R1,A,LTE,486,66661,66
A-R1,A,LTE,207,2000,4
A-R1,A,LTE,463,2000,4
A-R1,A,LTE,356,2000,4
A-R2,A,LTE,338,850,2
A-R1,A,LTE,229,850,2
A-R2,A,LTE,115,850,2
A-R1,A,LTE,309,66661,66
A-R1,A,LTE,33,850,2
A-R2,A,LTE,476,850,2
A-R2,A,LTE,394,66486,66
A-R1,A,LTE,302,66936,66
A-R1,A,LTE,233,66486,66
A-R1,A,LTE,347,9820,30
A-R3,A,LTE,128,9820,30
A-R1,A,LTE,206,2000,4
A-R1,A,LTE,255,66661,66
A-R1,A,LTE,413,66936,66
A-R1,A,LTE,203,66661,66
A-R1,A,LTE,227,66936,66
A-R1,A,LTE,290,66936,66
A-R2,A,LTE,264,66936,66
A-R1,A,LTE,51,66661,66
A-R1,A,LTE,444,66936,66
A-R1,A,LTE,274,66661,66
A-R1,A,LTE,441,2000,4
A-R1,A,LTE,495,66936,66
A-R1,A,LTE,88,850,2
A-R1,A,LTE,219,850,2
A-R3,A,LTE,254,5330,14
A-R1,A,LTE,465,66661,66
A-R1,A,LTE,490,66661,66
A-R1,A,LTE,347,66661,66
A-R1,A,LTE,353,66486,66
A-R1,A,LTE,15,66661,66
A-R1,A,LTE,441,66486,66
A-R5,A,LTE,444,9820,30
A-R2,A,LTE,330,66661,66
A-R2,A,LTE,247,5110,12
A-R4,A,LTE,16,9820,30
A-R3,A,LTE,307,9820,30
A-R2,A,LTE,418,66936,66
A-R2,A,LTE,181,66486,66
A-R2,A,LTE,328,66936,66
A-R2,A,LTE,455,53139,46
A-R2,A,LTE,454,52941,46
A-R1,A,LTE,346,9820,30
A-R1,A,LTE,35,66936,66
A-R1,A,LTE,454,66936,66
A-R2,A,LTE,464,66936,66
