Region,Operator,Type,Cell,Freq,Band
A-R5,A,LTE,109,5110,12
A-R1,A,LTE,376,66661,66
A-R1,A,LTE,240,850,2
A-R1,A,LTE,239,66936,66
A-R2,A,LTE,171,850,2
A-R2,A,LTE,241,66486,66
A-R3,A,LTE,203,5110,12
A-R2,A,LTE,440,850,2
A-R2,A,LTE,447,850,2
A-R2,A,LTE,190,850,2
A-R1,A,LTE,189,66486,66
A-R2,A,LTE,479,850,2
A-R2,A,LTE,221,850,2
A-R2,A,LTE,52,850,2
A-R2,A,LTE,226,66486,66
A-R3,A,LTE,14,9820,30
A-R2,A,LTE,500,850,2
A-R2,A,LTE,315,850,2
A-R2,A,LTE,287,850,2
A-R2,A,LTE,269,66486,66
A-R2,A,LTE,58,850,2
A-R2,A,LTE,336,850,2
A-R5,A,LTE,59,52740,46
A-R2,A,LTE,352,850,2
A-R2,A,LTE,292,850,2
A-R2,A,LTE,156,850,2
A-R1,A,LTE,85,53140,46
A-R1,A,LTE,93,53341,46
A-R1,A,LTE,274,53539,46
A-R1,A,LTE,28,53140,46
A-R1,A,LTE,398,53539,46
A-R1,A,LTE,224,53341,46
A-R1,A,LTE,413,53341,46
A-R1,A,LTE,396,53140,46
A-R1,A,LTE,359,53539,46
A-R5,A,LTE,106,5110,12
A-R1,A,LTE,250,850,2
A-R3,A,LTE,110,5110,12
A-R2,A,LTE,205,66936,66
A-R5,A,LTE,262,5110,12
A-R2,A,LTE,34,850,2
A-R4,A,LTE,404,9820,30
A-R2,A,LTE,371,66661,66
A-R2,A,LTE,45,850,2
A-R5,A,LTE,376,5110,12
A-R1,A,LTE,399,53140,46
A-R1,A,LTE,472,53341,46
A-R1,A,LTE,393,53539,46
A-R5,A,LTE,105,5110,12
A-R2,A,LTE,209,850,2
A-R2,A,LTE,502,66486,66
A-R2,A,LTE,230,850,2
A-R2,A,LTE,426,9820,30
A-R2,A,LTE,310,850,2
A-R2,A,LTE,425,850,2
A-R2,A,LTE,170,850,2
A-R2,A,LTE,451,850,2
A-R2,A,LTE,2,66486,66
A-R5,A,LTE,165,9820,30
A-R2,A,LTE,384,850,2
A-R1,A,LTE,178,53140,46
A-R1,A,LTE,396,53341,46
A-R1,A,LTE,397,53539,46
A-R2,A,LTE,242,850,2
A-R2,A,LTE,404,850,2
A-R2,A,LTE,462,66486,66
A-R2,A,LTE,78,850,2
A-R2,A,LTE,449,53139,46
A-R2,A,LTE,447,52740,46
A-R2,A,LTE,448,52941,46
A-R3,A,LTE,53,5110,12
A-R3,A,LTE,121,9820,30
A-R5,A,LTE,263,5110,12
A-R2,A,LTE,193,850,2
A-R2,A,LTE,231,66661,66
A-R2,A,LTE,213,66486,66
A-R1,A,LTE,368,66661,66
A-R2,A,LTE,321,850,2
A-R1,A,LTE,356,53140,46
A-R1,A,LTE,175,53341,46
A-R1,A,LTE,355,53539,46
A-R2,A,LTE,41,850,2
A-R2,A,LTE,147,850,2
A-R1,A,LTE,87,53140,46
A-R1,A,LTE,351,53341,46
A-R1,A,LTE,240,53539,46
A-R1,A,LTE,393,52940,46
A-R1,A,LTE,394,53141,46
A-R1,A,LTE,395,53339,46
A-R2,A,LTE,80,850,2
A-R2,A,LTE,65,66661,66
A-R1,A,LTE,178,5110,12
A-R1,A,LTE,107,5110,12
A-R1,A,LTE,398,53140,46
A-R1,A,LTE,413,53539,46
A-R2,A,LTE,95,850,2
A-R3,A,LTE,143,5110,12
A-R2,A,LTE,459,850,2
A-R2,A,LTE,388,850,2
A-R3,A,LTE,189,5330,14
A-R1,A,LTE,271,66486,66
A-R3,A,LTE,463,9820,30
A-R2,A,LTE,375,850,2
A-R1,A,LTE,360,850,2
A-R1,A,LTE,331,52940,46
A-R1,A,LTE,275,53141,46
A-R1,A,LTE,316,53339,46
A-R2,A,LTE,348,850,2
A-R1,A,LTE,120,9820,30
A-R2,A,LTE,197,9820,30
A-R2,A,LTE,356,5330,14
A-R1,A,LTE,178,66486,66
A-R1,A,LTE,305,66661,66
A-R1,A,LTE,290,5110,12
A-R1,A,LTE,99,850,2
A-R1,A,LTE,75,66486,66
A-R1,A,LTE,286,66661,66
A-R4,A,LTE,131,9820,30
A-R2,A,LTE,327,66936,66
A-R2,A,LTE,333,66486,66
A-R2,A,LTE,418,66486,66
A-R2,A,LTE,260,850,2
A-R2,A,LTE,455,9820,30
A-R2,A,LTE,389,66661,66
A-R2,A,LTE,431,850,2
A-R1,A,LTE,52,52941,46
A-R5,A,LTE,53,53139,46
A-R1,A,LTE,51,52740,46
A-R1,A,MW,288,2259995,n260
A-R1,A,MW,288,2261661,n260
A-R1,A,MW,288,2263327,n260
A-R1,A,MW,288,2264993,n260
A-R1,A,MW,593,2259995,n260
A-R1,A,MW,593,2261661,n260
A-R1,A,MW,593,2263327,n260
A-R1,A,MW,593,2264993,n260
A-R1,A,MW,6,2259999,n260
A-R2,A,MW,818,2259995,n260
A-R2,A,MW,818,2261661,n260
A-R2,A,MW,818,2263327,n260
A-R2,A,MW,818,2264993,n260
A-R2,A,MW,944,2259995,n260
A-R2,A,MW,944,2261661,n260
A-R2,A,MW,944,2263327,n260
A-R2,A,MW,944,2264993,n260
A-R1,A,MW,0,2259995,n260
A-R1,A,MW,986,2259995,n260
A-R1,A,MW,986,2261661,n260
A-R1,A,MW,986,2263327,n260
A-R1,A,MW,986,2264993,n260
A-R1,A,MW,524,2259995,n260
A-R1,A,MW,524,2261661,n260
A-R1,A,MW,524,2263327,n260
A-R1,A,MW,524,2264993,n260
A-R1,A,MW,131,2259995,n260
A-R1,A,MW,131,2261661,n260
A-R1,A,MW,131,2263327,n260
A-R1,A,MW,131,2264993,n260
A-R1,A,MW,609,2259995,n260
A-R1,A,MW,609,2261661,n260
A-R1,A,MW,609,2263327,n260
A-R1,A,MW,609,2264993,n260
A-R1,A,MW,447,2259995,n260
A-R1,A,MW,447,2261661,n260
A-R1,A,MW,447,2263327,n260
A-R1,A,MW,447,2264993,n260
A-R1,A,MW,189,2259995,n260
A-R1,A,MW,189,2261661,n260
A-R1,A,MW,189,2263327,n260
A-R1,A,MW,189,2264993,n260
A-R1,A,MW,671,2259995,n260
A-R1,A,MW,438,2259995,n260
A-R1,A,MW,104,2259995,n260
A-R1,A,MW,104,2261661,n260
A-R1,A,MW,104,2263327,n260
A-R1,A,MW,104,2264993,n260
A-R1,A,MW,587,2259995,n260
A-R1,A,MW,587,2261661,n260
A-R1,A,MW,587,2263327,n260
A-R1,A,MW,587,2264993,n260
A-R1,A,MW,916,2259995,n260
A-R1,A,MW,597,2259995,n260
A-R1,A,MW,597,2261661,n260
A-R1,A,MW,597,2263327,n260
A-R1,A,MW,597,2264993,n260
A-R1,A,MW,915,2259995,n260
A-R1,A,MW,915,2261661,n260
A-R1,A,MW,915,2263327,n260
A-R1,A,MW,915,2264993,n260
A-R1,A,MW,298,2259995,n260
A-R1,A,MW,298,2261661,n260
A-R1,A,MW,298,2263327,n260
A-R1,A,MW,298,2264993,n260
A-R1,A,MW,41,2259995,n260
A-R1,A,MW,41,2261661,n260
A-R1,A,MW,41,2263327,n260
A-R1,A,MW,41,2264993,n260
A-R2,A,MW,284,2259995,n260
A-R2,A,MW,284,2261661,n260
A-R2,A,MW,284,2263327,n260
A-R2,A,MW,284,2264993,n260
A-R2,A,MW,807,2259995,n260
A-R2,A,MW,807,2261661,n260
A-R2,A,MW,807,2263327,n260
A-R2,A,MW,807,2264993,n260
A-R1,A,MW,317,2259995,n260
A-R1,A,MW,317,2261661,n260
A-R2,A,MW,317,2263327,n260
A-R1,A,MW,317,2264993,n260
A-R1,A,MW,626,2259995,n260
A-R1,A,MW,626,2261661,n260
A-R1,A,MW,626,2263327,n260
A-R1,A,MW,626,2264993,n260
A-R1,A,MW,896,2259995,n260
A-R1,A,MW,190,2259995,n260
A-R1,A,MW,190,2261661,n260
A-R1,A,MW,190,2263327,n260
A-R1,A,MW,190,2264993,n260
A-R1,A,MW,23,2259995,n260
A-R1,A,MW,23,2261661,n260
A-R1,A,MW,23,2263327,n260
A-R1,A,MW,23,2264993,n260
A-R1,A,MW,185,2259995,n260
A-R1,A,MW,992,2259995,n260
A-R1,A,MW,992,2261661,n260
A-R1,A,MW,992,2263327,n260
A-R1,A,MW,992,2264993,n260
A-R1,A,MW,977,2259995,n260
A-R1,A,MW,977,2261661,n260
A-R1,A,MW,977,2263327,n260
A-R1,A,MW,977,2264993,n260
A-R1,A,MW,373,2259999,n260
A-R1,A,MW,374,2259999,n260
A-R1,A,MW,181,2259995,n260
A-R1,A,MW,181,2261661,n260
A-R1,A,MW,181,2263327,n260
A-R1,A,MW,181,2264993,n260
A-R1,A,MW,183,2259995,n260
A-R1,A,MW,183,2261661,n260
A-R1,A,MW,183,2263327,n260
A-R1,A,MW,183,2264993,n260
A-R1,A,MW,180,2259995,n260
A-R1,A,MW,180,2261661,n260
A-R1,A,MW,180,2263327,n260
A-R1,A,MW,180,2264993,n260
A-R1,A,MW,167,2259995,n260
A-R1,A,MW,167,2261661,n260
A-R1,A,MW,167,2263327,n260
A-R1,A,MW,167,2264993,n260
A-R1,A,MW,1,2259999,n260
A-R1,A,MW,373,2261665,n260
A-R1,A,MW,2,2259999,n260
A-R1,A,MW,671,2261661,n260
A-R1,A,MW,671,2263327,n260
A-R1,A,MW,671,2264993,n260
A-R1,A,MW,808,2259995,n260
A-R1,A,MW,808,2261661,n260
A-R1,A,MW,808,2263327,n260
A-R1,A,MW,808,2264993,n260
A-R1,A,MW,779,2259995,n260
A-R1,A,MW,779,2261661,n260
A-R1,A,MW,779,2263327,n260
A-R1,A,MW,779,2264993,n260
A-R1,A,MW,580,2259995,n260
A-R1,A,MW,580,2261661,n260
A-R1,A,MW,580,2263327,n260
A-R1,A,MW,580,2264993,n260
A-R2,A,MW,818,2271657,n260
A-R2,A,MW,818,2266659,n260
A-R2,A,MW,818,2268325,n260
A-R2,A,MW,818,2269991,n260
A-R1,A,MW,455,2269991,n260
A-R1,A,MW,455,2268325,n260
A-R1,A,MW,288,2269991,n260
A-R1,A,MW,942,2259995,n260
A-R1,A,MW,942,2261661,n260
A-R1,A,MW,942,2263327,n260
A-R1,A,MW,942,2264993,n260
A-R1,A,MW,35,2268325,n260
A-R1,A,MW,35,2263327,n260
A-R1,A,MW,35,2264993,n260
A-R1,A,MW,35,2266659,n260
A-R1,A,MW,455,2261661,n260
A-R1,A,MW,455,2259995,n260
A-R1,A,MW,455,2263327,n260
A-R1,A,MW,455,2264993,n260
A-R1,A,MW,288,2268325,n260
A-R1,A,MW,288,2266659,n260
A-R1,A,MW,593,2269991,n260
A-R1,A,MW,593,2266659,n260
A-R1,A,MW,593,2268325,n260
A-R1,A,MW,618,2259995,n260
A-R1,A,MW,618,2261661,n260
A-R1,A,MW,618,2263327,n260
A-R1,A,MW,618,2264993,n260
A-R1,A,MW,590,2266659,n260
A-R1,A,MW,590,2261661,n260
A-R1,A,MW,590,2263327,n260
A-R1,A,MW,590,2264993,n260
A-R1,A,MW,590,2259995,n260
A-R1,A,MW,590,2268325,n260
A-R1,A,MW,167,2269991,n260
A-R1,A,MW,167,2266659,n260
A-R1,A,MW,167,2268325,n260
A-R1,A,MW,30,2268325,n260
A-R1,A,MW,30,2263327,n260
A-R1,A,MW,30,2264993,n260
A-R1,A,MW,30,2266659,n260
A-R1,A,MW,30,2259995,n260
A-R1,A,MW,30,2261661,n260
A-R1,A,MW,360,2268325,n260
A-R1,A,MW,360,2263327,n260
A-R1,A,MW,360,2264993,n260
A-R1,A,MW,360,2266659,n260
A-R1,A,MW,30,2271657,n260
A-R1,A,MW,30,2269991,n260
A-R1,A,MW,360,2259995,n260
A-R1,A,MW,360,2261661,n260
A-R1,A,MW,590,2269991,n260
A-R1,A,MW,360,2269991,n260
A-R1,A,MW,360,2271657,n260
A-R1,A,MW,896,2269991,n260
A-R1,A,MW,896,2264993,n260
A-R1,A,MW,896,2261661,n260
A-R1,A,MW,113,2259995,n260
A-R1,A,MW,113,2261661,n260
A-R1,A,MW,113,2263327,n260
A-R1,A,MW,113,2264993,n260
A-R1,A,MW,438,2261661,n260
A-R1,A,MW,438,2263327,n260
A-R1,A,MW,438,2264993,n260
A-R1,A,MW,916,2263327,n260
A-R1,A,MW,916,2261661,n260
A-R1,A,MW,916,2264993,n260
A-R1,A,MW,916,2268325,n260
A-R1,A,MW,916,2266659,n260
A-R2,A,MW,43,2263327,n260
A-R2,A,MW,43,2259995,n260
A-R2,A,MW,43,2261661,n260
A-R2,A,MW,43,2264993,n260
A-R1,A,MW,43,2268325,n260
A-R2,A,MW,43,2266659,n260
A-R2,A,MW,442,2269991,n260
A-R2,A,MW,442,2264993,n260
A-R2,A,MW,442,2266659,n260
A-R2,A,MW,442,2268325,n260
A-R1,A,MW,43,2271657,n260
A-R1,A,MW,43,2269991,n260
A-R1,A,MW,185,2261661,n260
A-R1,A,MW,185,2263327,n260
A-R1,A,MW,185,2264993,n260
A-R1,A,MW,915,2269991,n260
A-R1,A,MW,915,2266659,n260
A-R1,A,MW,915,2268325,n260
A-R1,A,MW,626,2266659,n260
A-R1,A,MW,896,2271657,n260
A-R1,A,MW,896,2266659,n260
A-R1,A,MW,896,2268325,n260
A-R1,A,MW,896,2263327,n260
A-R1,A,MW,104,2268325,n260
A-R1,A,MW,104,2266659,n260
A-R1,A,MW,597,2266659,n260
A-R1,A,MW,597,2271657,n260
A-R1,A,MW,597,2268325,n260
A-R1,A,MW,597,2269991,n260
A-R1,A,MW,915,2271657,n260
A-R1,A,MW,626,2269991,n260
A-R1,A,MW,626,2268325,n260
A-R1,A,MW,5,2259999,n260
A-R2,A,MW,944,2268325,n260
A-R2,A,MW,944,2266659,n260
A-R1,A,MW,455,2266659,n260
A-R1,A,MW,13,2259999,n260
A-R1,A,MW,977,2266659,n260
A-R1,A,MW,977,2269991,n260
A-R1,A,MW,942,2269991,n260
A-R2,A,MW,284,2268325,n260
A-R2,A,MW,284,2266659,n260
A-R1,A,MW,916,2271657,n260
A-R1,A,MW,916,2269991,n260
A-R1,A,MW,104,2271657,n260
A-R1,A,MW,104,2269991,n260
A-R1,A,MW,298,2266659,n260
A-R2,A,MW,284,2269991,n260
A-R1,A,MW,180,2266659,n260
A-R1,A,MW,447,2266659,n260
A-R2,A,MW,231,2271657,n260
A-R2,A,MW,231,2266659,n260
A-R2,A,MW,231,2268325,n260
A-R2,A,MW,231,2269991,n260
A-R2,A,MW,231,2261661,n260
A-R2,A,MW,231,2263327,n260
A-R2,A,MW,231,2264993,n260
A-R2,A,MW,442,2259995,n260
A-R2,A,MW,442,2261661,n260
A-R2,A,MW,442,2263327,n260
A-R2,A,MW,231,2259995,n260
A-R2,A,MW,8,2259999,n260
A-R2,A,MW,944,2271657,n260
A-R2,A,MW,944,2269991,n260
A-R1,A,MW,779,2269991,n260
A-R1,A,MW,779,2266659,n260
A-R1,A,MW,779,2268325,n260
A-R1,A,MW,180,2269991,n260
A-R1,A,MW,180,2268325,n260
A-R1,A,MW,447,2271657,n260
A-R1,A,MW,447,2268325,n260
A-R1,A,MW,447,2269991,n260
A-R2,A,MW,22,2259995,n260
A-R2,A,MW,22,2261661,n260
A-R2,A,MW,22,2263327,n260
A-R2,A,MW,22,2264993,n260
A-R1,A,MW,131,2269991,n260
A-R1,A,MW,131,2266659,n260
A-R1,A,MW,131,2268325,n260
A-R1,A,MW,167,2271657,n260
A-R1,A,MW,12,2259999,n260
A-R1,A,MW,524,2266659,n260
A-R1,A,MW,35,2269991,n260
A-R1,A,MW,298,2271657,n260
A-R1,A,MW,298,2268325,n260
A-R1,A,MW,298,2269991,n260
A-R1,A,MW,162,2259995,n260
A-R1,A,MW,162,2261661,n260
A-R1,A,MW,162,2263327,n260
A-R1,A,MW,162,2264993,n260
A-R1,A,MW,189,2269991,n260
A-R1,A,MW,35,2261661,n260
A-R1,A,MW,35,2259995,n260
A-R1,A,MW,455,2271657,n260
A-R2,A,MW,442,2271657,n260
A-R1,A,MW,626,2271657,n260
A-R1,A,MW,609,2266659,n260
A-R2,A,MW,690,2271657,n260
A-R2,A,MW,690,2266659,n260
A-R2,A,MW,690,2268325,n260
A-R2,A,MW,690,2269991,n260
A-R2,A,MW,690,2259995,n260
A-R2,A,MW,284,2271657,n260
A-R2,A,MW,807,2271657,n260
A-R2,A,MW,807,2266659,n260
A-R2,A,MW,807,2268325,n260
A-R2,A,MW,807,2269991,n260
A-R1,A,MW,527,2259995,n260
A-R1,A,MW,527,2261661,n260
A-R1,A,MW,527,2263327,n260
A-R2,A,MW,527,2264993,n260
A-R2,A,MW,527,2269991,n260
A-R2,A,MW,527,2266659,n260
A-R2,A,MW,527,2268325,n260
A-R1,A,MW,288,2271657,n260
A-R1,A,MW,593,2271657,n260
A-R1,A,MW,35,2271657,n260
A-R2,A,MW,527,2271657,n260
A-R1,A,MW,183,2269991,n260
A-R1,A,MW,183,2266659,n260
A-R1,A,MW,183,2268325,n260
A-R1,A,MW,671,2271657,n260
A-R1,A,MW,438,2271657,n260
A-R1,A,MW,438,2268325,n260
A-R1,A,MW,992,2269991,n260
A-R1,A,MW,587,2269991,n260
A-R1,A,MW,587,2266659,n260
A-R1,A,MW,587,2268325,n260
A-R1,A,MW,992,2268325,n260
A-R1,A,MW,992,2266659,n260
A-R1,A,MW,977,2268325,n260
A-R1,A,MW,190,2266659,n260
A-R1,A,MW,992,2271657,n260
A-R1,A,MW,977,2271657,n260
A-R1,A,MW,181,2268325,n260
A-R1,A,MW,438,2269991,n260
A-R1,A,MW,671,2266659,n260
A-R1,A,MW,131,2271657,n260
A-R1,A,MW,317,2268325,n260
A-R1,A,MW,317,2266659,n260
A-R2,A,MW,690,2263327,n260
A-R1,A,MW,181,2269991,n260
A-R1,A,MW,587,2271657,n260
A-R1,A,MW,609,2268325,n260
A-R1,A,MW,189,2271657,n260
A-R1,A,MW,580,2271657,n260
A-R1,A,MW,580,2266659,n260
A-R1,A,MW,580,2268325,n260
A-R1,A,MW,580,2269991,n260
A-R1,A,MW,942,2271657,n260
A-R1,A,MW,942,2266659,n260
A-R1,A,MW,942,2268325,n260
A-R1,A,MW,181,2266659,n260
A-R1,A,MW,671,2269991,n260
A-R1,A,MW,3,2259999,n260
A-R2,A,MW,577,2261661,n260
A-R2,A,MW,577,2259995,n260
A-R2,A,MW,577,2263327,n260
A-R2,A,MW,577,2264993,n260
A-R2,A,MW,690,2261661,n260
A-R2,A,MW,690,2264993,n260
A-R2,A,MW,334,2268325,n260
A-R2,A,MW,334,2263327,n260
A-R2,A,MW,334,2264993,n260
A-R2,A,MW,334,2266659,n260
A-R1,A,MW,590,2271657,n260
A-R1,A,MW,26,2259999,n260
A-R1,A,MW,524,2268325,n260
A-R1,A,MW,524,2269991,n260
A-R1,A,MW,609,2269991,n260
A-R1,A,MW,618,2269991,n260
A-R1,A,MW,618,2266659,n260
A-R1,A,MW,618,2268325,n260
A-R1,A,Sub6,634,174300,n5
A-R2,A,Sub6,787,174270,n5
A-R1,A,Sub6,561,174270,n5
A-R1,A,Sub6,704,174270,n5
A-R1,A,Sub6,602,174270,n5
A-R2,A,Sub6,642,174270,n5
A-R2,A,Sub6,741,174270,n5
A-R1,A,Sub6,634,174270,n5
A-R1,A,Sub6,453,174270,n5
A-R2,A,Sub6,667,174270,n5
A-R2,A,Sub6,642,174300,n5
A-R2,A,Sub6,741,174300,n5
A-R2,A,Sub6,285,174300,n5
A-R2,A,Sub6,561,174300,n5
A-R1,A,Sub6,76,174300,n5
A-R1,A,Sub6,453,174300,n5
A-R1,A,Sub6,784,174300,n5
A-R1,A,Sub6,380,174300,n5
A-R1,A,Sub6,613,174300,n5
A-R1,A,Sub6,22,174300,n5
A-R1,A,Sub6,275,174300,n5
A-R1,A,Sub6,381,174300,n5
A-R2,A,Sub6,583,174300,n5
A-R1,A,Sub6,228,174270,n5
A-R2,A,Sub6,805,174270,n5
A-R1,A,Sub6,285,174270,n5
A-R4,A,Sub6,560,174270,n5
A-R1,A,Sub6,613,174270,n5
A-R5,A,Sub6,33,174270,n5
A-R1,A,Sub6,88,174270,n5
A-R2,A,Sub6,759,174270,n5
A-R2,A,Sub6,269,174300,n5
A-R1,A,Sub6,526,174300,n5
A-R1,A,Sub6,26,174300,n5
A-R2,A,Sub6,337,174300,n5
A-R1,A,Sub6,985,174300,n5
A-R2,A,Sub6,805,174300,n5
A-R2,A,Sub6,395,174300,n5
A-R2,A,Sub6,898,174300,n5
A-R1,A,Sub6,689,174300,n5
A-R1,A,Sub6,52,174300,n5
A-R2,A,Sub6,28,423150,n66
A-R1,A,Sub6,626,174300,n5
A-R2,A,Sub6,119,174300,n5
A-R1,A,Sub6,353,174300,n5
A-R2,A,Sub6,518,174300,n5
A-R2,A,Sub6,661,174300,n5
A-R1,A,Sub6,199,174270,n5
A-R1,A,Sub6,452,174300,n5
A-R2,A,Sub6,667,174300,n5
A-R1,A,Sub6,309,174300,n5
A-R1,A,Sub6,782,174300,n5
A-R1,A,Sub6,296,174300,n5
A-R1,A,Sub6,22,174270,n5
A-R2,A,Sub6,337,174270,n5
A-R2,A,Sub6,583,174270,n5
A-R2,A,Sub6,220,174270,n5
A-R2,A,Sub6,269,174270,n5
A-R2,A,Sub6,661,174270,n5
A-R1,A,Sub6,381,174270,n5
A-R1,A,Sub6,784,174270,n5
A-R1,A,Sub6,275,174270,n5
A-R1,A,LTE,276,66936,66
A-R3,A,LTE,437,9820,30
A-R1,A,LTE,404,66661,66
A-R2,A,LTE,385,850,2
A-R2,A,LTE,345,66661,66
A-R2,A,LTE,274,850,2
A-R1,A,LTE,200,66661,66
A-R2,A,LTE,152,52941,46
A-R2,A,LTE,414,850,2
A-R2,A,LTE,42,850,2
A-R2,A,LTE,270,52941,46
A-R2,A,LTE,102,850,2
A-R2,A,LTE,445,850,2
A-R2,A,LTE,340,850,2
A-R1,A,LTE,300,66936,66
A-R1,A,LTE,87,66936,66
A-R2,A,LTE,86,850,2
A-R1,A,LTE,110,66936,66
A-R3,A,LTE,321,9820,30
A-R1,A,LTE,347,66936,66
A-R2,A,LTE,35,850,2
A-R2,A,LTE,362,2000,4
A-R1,A,LTE,294,2000,4
A-R2,A,LTE,418,2000,4
A-R1,A,LTE,31,2175,4
A-R2,A,LTE,389,2175,4
A-R1,A,LTE,167,2175,4
A-R3,A,LTE,209,5110,12
A-R1,A,LTE,387,2000,4
A-R1,A,LTE,424,2175,4
A-R2,A,LTE,93,850,2
A-R3,A,LTE,285,53139,46
A-R2,A,LTE,307,850,2
A-R1,A,LTE,324,53139,46
A-R2,A,LTE,26,850,2
A-R1,A,LTE,172,850,2
A-R1,A,LTE,196,2000,4
A-R1,A,LTE,466,2175,4
A-R2,A,LTE,171,2175,4
A-R1,A,LTE,49,2000,4
A-R2,A,LTE,365,850,2
A-R1,A,LTE,132,850,2
A-R2,A,LTE,71,850,2
A-R2,A,LTE,452,2175,4
A-R2,A,LTE,103,850,2
A-R1,A,LTE,336,53139,46
A-R1,A,LTE,347,2000,4
A-R2,A,LTE,482,850,2
A-R1,A,LTE,467,2175,4
A-R2,A,LTE,473,850,2
A-R2,A,LTE,18,850,2
A-R2,A,LTE,478,850,2
A-R1,A,LTE,63,850,2
A-R3,A,LTE,340,5110,12
A-R2,A,LTE,364,850,2
A-R2,A,LTE,288,5110,12
A-R3,A,LTE,118,5110,12
A-R2,A,LTE,467,850,2
A-R1,A,LTE,456,66486,66
A-R1,A,LTE,297,66936,66
A-R1,A,LTE,379,66486,66
A-R3,A,LTE,191,5110,12
A-R3,A,LTE,489,5110,12
A-R2,A,LTE,331,850,2
A-R4,A,LTE,166,5110,12
A-R2,A,LTE,364,66936,66
A-R1,A,LTE,338,66486,66
A-R2,A,LTE,43,850,2
A-R3,A,LTE,454,5110,12
A-R1,A,LTE,221,5110,12
A-R1,A,LTE,209,66486,66
A-R3,A,LTE,54,5110,12
A-R1,A,LTE,80,66936,66
A-R1,A,LTE,106,2175,4
A-R2,A,LTE,125,850,2
A-R2,A,LTE,197,850,2
A-R2,A,LTE,279,850,2
A-R1,A,LTE,425,52941,46
A-R1,A,LTE,261,2000,4
A-R2,A,LTE,301,2175,4
A-R1,A,LTE,338,2000,4
A-R1,A,LTE,237,9820,30
A-R2,A,LTE,425,2000,4
A-R5,A,LTE,457,5330,14
A-R3,A,LTE,164,5330,14
A-R1,A,LTE,373,5110,12
A-R1,A,LTE,89,2175,4
A-R1,A,LTE,105,2000,4
A-R1,A,LTE,388,2000,4
A-R2,A,LTE,323,2000,4
A-R2,A,LTE,159,2000,4
A-R1,A,LTE,249,2175,4
A-R1,A,LTE,105,66486,66
A-R3,A,LTE,502,5110,12
A-R1,A,LTE,394,5110,12
A-R2,A,LTE,213,2175,4
A-R2,A,LTE,471,850,2
A-R1,A,LTE,67,66936,66
A-R1,A,LTE,292,66936,66
A-R1,A,LTE,11,66936,66
A-R2,A,LTE,472,850,2
A-R3,A,LTE,202,5110,12
A-R1,A,LTE,260,5110,12
A-R2,A,LTE,32,66486,66
A-R1,A,LTE,12,66486,66
A-R2,A,LTE,406,66486,66
A-R1,A,LTE,109,66936,66
A-R2,A,LTE,455,850,2
A-R2,A,LTE,243,850,2
A-R2,A,LTE,389,66486,66
A-R2,A,LTE,335,66486,66
A-R2,A,LTE,153,850,2
A-R2,A,LTE,110,850,2
A-R1,A,LTE,293,66936,66
A-R2,A,LTE,376,850,2
A-R1,A,LTE,126,850,2
A-R1,A,LTE,157,850,2
A-R3,A,LTE,503,5110,12
A-R2,A,LTE,138,850,2
A-R1,A,LTE,338,5110,12
A-R2,A,LTE,419,66486,66
A-R2,A,LTE,408,5110,12
A-R1,A,LTE,407,66486,66
A-R1,A,LTE,291,5110,12
A-R1,A,LTE,73,5110,12
A-R5,A,LTE,24,5110,12
A-R5,A,LTE,195,5110,12
A-R2,A,LTE,130,850,2
A-R2,A,LTE,317,850,2
A-R2,A,LTE,210,850,2
A-R2,A,LTE,350,2175,4
A-R1,A,LTE,266,2175,4
A-R1,A,LTE,345,2175,4
A-R2,A,LTE,470,2175,4
A-R1,A,LTE,279,2000,4
A-R2,A,LTE,6,2175,4
A-R1,A,LTE,37,850,2
A-R2,A,LTE,13,850,2
A-R2,A,LTE,378,850,2
A-R1,A,LTE,131,850,2
A-R2,A,LTE,146,850,2
A-R1,A,LTE,476,66486,66
A-R1,A,LTE,315,66486,66
A-R1,A,LTE,141,66936,66
A-R5,A,LTE,80,5110,12
A-R3,A,LTE,111,5110,12
A-R1,A,LTE,316,66936,66
A-R4,A,LTE,438,5110,12
A-R3,A,LTE,276,5110,12
A-R1,A,LTE,177,66936,66
A-R2,A,LTE,126,66936,66
A-R1,A,LTE,329,66936,66
A-R1,A,LTE,133,9820,30
A-R1,A,LTE,392,2175,4
A-R2,A,LTE,484,850,2
A-R2,A,LTE,374,850,2
A-R1,A,LTE,5,2000,4
A-R1,A,LTE,203,66936,66
A-R2,A,LTE,212,850,2
A-R2,A,LTE,300,850,2
A-R2,A,LTE,23,850,2
A-R1,A,LTE,60,52740,46
A-R2,A,LTE,226,850,2
A-R1,A,LTE,120,850,2
A-R3,A,LTE,391,52941,46
A-R1,A,LTE,124,850,2
A-R2,A,LTE,249,850,2
A-R2,A,LTE,203,850,2
A-R1,A,LTE,16,850,2
A-R2,A,LTE,75,850,2
A-R2,A,LTE,72,850,2
A-R2,A,LTE,494,850,2
A-R2,A,LTE,412,850,2
A-R2,A,LTE,197,5330,14
A-R2,A,LTE,194,850,2
A-R1,A,LTE,303,66936,66
A-R1,A,LTE,162,66661,66
A-R1,A,LTE,206,66936,66
A-R1,A,LTE,306,66936,66
A-R2,A,LTE,303,66661,66
A-R1,A,LTE,305,66936,66
A-R1,A,LTE,98,66936,66
A-R2,A,LTE,272,66936,66
