Region,Operator,Type,Freq,Band
V-R11,V,MW,2239999,
V-R11,V,MW,2071667,
V-R11,V,Sub6,176930,
V-R11,V,LTE,66536,
V-R11,V,LTE,55744,
V-R11,V,LTE,56140,
V-R11,V,LTE,55942,
V-R11,V,LTE,56242,
V-R11,V,LTE,56044,
V-R11,V,LTE,5230,
V-R11,V,LTE,47489,
V-R11,V,LTE,47291,
V-R11,V,LTE,47090,
V-R11,V,LTE,2561,
V-R11,V,LTE,2050,
V-R11,V,LTE,53140,
V-R11,V,LTE,53341,
V-R11,V,LTE,53539,
V-R11,V,LTE,56440,
V-R11,V,LTE,925,
V-R11,V,LTE,47290,
V-R11,V,LTE,47491,
