Region,Operator,Type,Freq,Band
A-R4,A,Sub6,174270,
A-R4,A,LTE,675,
A-R4,A,LTE,1025,
A-R4,A,LTE,9840,
A-R4,A,LTE,67086,
A-R4,A,LTE,66686,
A-R4,A,LTE,5330,
A-R4,A,LTE,9820,
A-R4,A,LTE,52941,
A-R4,A,LTE,52740,
A-R4,A,LTE,53139,
A-R4,A,LTE,5110,
A-R4,A,LTE,53339,
A-R4,A,LTE,53141,
A-R4,A,LTE,52940,
