pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nrscell1_cid,nrscell1_freq,nrscell2_cid,nrscell2_freq,nrscell3_cid,nrscell3_freq,instance_number,duration_sample_number
176,850,None,None,170,52740,None,None,None,None,None,None,None,None,None,None,12,3666
39,850,453,174270,357,53341,None,None,None,None,None,None,None,None,None,None,2,47
182,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,47,4583
182,850,602,174270,202,66936,64,66486,None,None,None,None,None,None,None,None,51,22725
261,66486,None,None,383,850,369,5110,360,66936,None,None,None,None,None,None,10,2013
372,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,61
230,5110,593,2259995,159,66486,None,None,None,None,593,2261661,593,2263327,593,2264993,1,26
108,5110,None,None,498,850,None,None,None,None,None,None,None,None,None,None,1,6
174,850,561,174270,397,53139,None,None,None,None,None,None,None,None,None,None,1,287
383,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,19,630
474,850,None,None,277,53139,None,None,None,None,None,None,None,None,None,None,4,148
91,5110,593,2259995,388,66486,None,None,None,None,593,2261661,593,2263327,593,2264993,1,54
89,66661,None,None,291,850,91,5110,388,66486,None,None,None,None,None,None,1,16
249,66661,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,209
301,66661,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2,1335
360,66936,None,None,383,850,369,5110,261,66486,None,None,None,None,None,None,5,1815
91,5110,593,2259995,89,66661,None,None,None,None,593,2261661,593,2263327,593,2264993,1,219
301,66661,None,None,298,850,230,5110,159,66486,None,None,None,None,None,None,1,15
275,9820,None,None,291,850,388,66486,89,66936,None,None,None,None,None,None,1,3
275,9820,593,2259995,291,850,None,None,None,None,593,2261661,593,2263327,593,2264993,1,411
446,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8,2045
462,850,741,174270,301,52941,302,53139,None,None,None,None,None,None,None,None,4,472
176,850,634,174270,None,None,271,52941,272,53139,None,None,None,None,None,None,1,549
176,850,741,174270,None,None,271,52941,272,53139,None,None,None,None,None,None,2,112
176,850,None,None,271,52941,272,53139,None,None,None,None,None,None,None,None,1,4
330,850,None,None,39,53341,None,None,None,None,None,None,None,None,None,None,2,11
330,850,131,2259995,None,None,None,None,None,None,131,2261661,131,2263327,131,2264993,35,11087
441,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,30,5173
441,850,131,2259995,None,None,None,None,None,None,131,2261661,131,2263327,131,2264993,21,2301
176,850,634,174270,170,52740,None,None,None,None,None,None,None,None,None,None,1,88
446,850,None,None,66,52941,None,None,None,None,None,None,None,None,None,None,13,6168
406,850,0,2259995,None,None,None,None,None,None,None,None,None,None,None,None,1,161
406,850,None,None,282,52740,283,52941,284,53139,None,None,None,None,None,None,15,478
441,850,453,174270,None,None,None,None,None,None,None,None,None,None,None,None,1,265
39,850,453,174270,359,53140,None,None,None,None,None,None,None,None,None,None,1,68
176,850,453,174270,170,52740,271,52941,272,53139,None,None,None,None,None,None,7,159
176,850,None,None,170,52740,272,53139,None,None,None,None,None,None,None,None,3,1003
176,850,634,174270,None,None,None,None,None,None,None,None,None,None,None,None,3,152
462,850,453,174270,302,53139,None,None,None,None,None,None,None,None,None,None,1,24
176,850,986,2259995,None,None,None,None,None,None,986,2261661,986,2263327,986,2264993,1,7
462,850,741,174270,300,52740,301,52941,302,53139,None,None,None,None,None,None,7,1508
462,850,634,174270,300,52740,None,None,None,None,None,None,None,None,None,None,1,142
441,850,634,174270,79,52740,80,52941,81,53139,None,None,None,None,None,None,1,56
441,850,741,174270,79,52740,None,None,81,53139,None,None,None,None,None,None,1,30
462,850,741,174270,None,None,None,None,None,None,None,None,None,None,None,None,4,590
462,850,741,174270,301,52941,None,None,None,None,None,None,None,None,None,None,3,417
446,850,609,2259995,None,None,None,None,None,None,609,2261661,609,2263327,609,2264993,1,11
104,66936,704,174270,284,850,None,None,None,None,None,None,None,None,None,None,43,19350
284,850,None,None,23,5110,104,66936,None,None,None,None,None,None,None,None,26,139
330,850,741,174270,19,52740,39,52941,162,53139,None,None,None,None,None,None,9,2038
330,850,634,174270,19,52740,39,52941,162,53139,None,None,None,None,None,None,2,177
330,850,None,None,19,52740,None,None,None,None,None,None,None,None,None,None,4,17
330,850,None,None,39,52941,None,None,None,None,None,None,None,None,None,None,2,10
330,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,34,1188
441,850,131,2259995,80,52941,None,None,None,None,None,None,None,None,None,None,1,127
411,850,667,174270,426,52740,218,52941,273,53139,None,None,None,None,None,None,12,1615
21,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,41,2103
202,66936,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,3
202,66936,642,174300,258,66661,454,9820,None,None,None,None,None,None,None,None,1,4
196,66936,None,None,389,850,255,5330,365,66486,None,None,None,None,None,None,29,1618
196,66936,642,174300,273,66661,57,9820,None,None,None,None,None,None,None,None,4,3830
196,66936,741,174300,389,850,273,66661,None,None,None,None,None,None,None,None,1,238
321,66936,None,None,49,850,256,5330,222,66486,None,None,None,None,None,None,26,1743
321,66936,741,174300,301,66661,222,66486,None,None,None,None,None,None,None,None,8,2347
196,66936,285,174300,273,66661,57,9820,None,None,None,None,None,None,None,None,4,881
196,66936,741,174300,273,66661,389,850,None,None,None,None,None,None,None,None,1,328
196,66936,642,174300,273,66661,365,66486,None,None,None,None,None,None,None,None,2,102
402,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,15,669
402,850,634,174300,158,52941,None,None,None,None,None,None,None,None,None,None,12,584
402,850,None,None,412,52740,None,None,None,None,None,None,None,None,None,None,91,6105
402,850,741,174300,158,52941,None,None,None,None,None,None,None,None,None,None,16,1510
311,850,None,None,265,5330,64,66486,202,66936,None,None,None,None,None,None,666,40839
311,850,285,174300,258,66661,202,66936,None,None,None,None,None,None,None,None,92,11695
464,850,None,None,475,52740,462,52941,445,53139,None,None,None,None,None,None,236,40745
464,850,285,174300,475,52740,462,52941,445,53139,None,None,None,None,None,None,95,30234
56,850,None,None,389,52740,338,52941,447,53139,None,None,None,None,None,None,218,28072
56,850,285,174300,389,52740,338,52941,447,53139,None,None,None,None,None,None,79,31045
437,850,None,None,178,52740,396,52941,397,53139,None,None,None,None,None,None,211,15994
437,850,561,174300,178,52740,396,52941,397,53139,None,None,None,None,None,None,30,4046
437,850,285,174300,178,52740,396,52941,397,53139,None,None,None,None,None,None,49,6581
56,850,285,174300,447,53139,338,52941,389,52740,None,None,None,None,None,None,18,7983
463,850,None,None,472,52740,393,52941,399,53139,None,None,None,None,None,None,130,13810
402,850,642,174300,158,52941,None,None,None,None,None,None,None,None,None,None,25,3824
402,850,741,174300,337,53139,None,None,None,None,None,None,None,None,None,None,8,1075
163,850,None,None,318,52740,319,52941,320,53139,None,None,None,None,None,None,233,32281
163,850,741,174300,318,52740,319,52941,320,53139,None,None,None,None,None,None,37,5618
163,850,285,174300,318,52740,319,52941,320,53139,None,None,None,None,None,None,53,8531
389,850,None,None,255,5330,365,66486,196,66936,None,None,None,None,None,None,179,11460
389,850,76,174300,273,66661,196,66936,None,None,None,None,None,None,None,None,6,21
389,850,741,174300,273,66661,196,66936,None,None,None,None,None,None,None,None,53,8767
389,850,642,174300,273,66661,196,66936,None,None,None,None,None,None,None,None,47,36281
389,850,285,174300,273,66661,196,66936,None,None,None,None,None,None,None,None,45,13329
49,850,None,None,256,5330,222,66486,321,66936,None,None,None,None,None,None,208,27819
49,850,741,174300,301,66661,321,66936,None,None,None,None,None,None,None,None,46,21014
415,850,None,None,274,53139,None,None,None,None,None,None,None,None,None,None,34,851
415,850,741,174300,28,52740,None,None,None,None,None,None,None,None,None,None,6,1129
415,850,642,174300,93,52941,None,None,None,None,None,None,None,None,None,None,10,1622
488,850,None,None,348,52740,349,52941,350,53139,None,None,None,None,None,None,135,7431
488,850,642,174300,348,52740,349,52941,350,53139,None,None,None,None,None,None,24,7744
488,850,741,174300,348,52740,349,52941,350,53139,None,None,None,None,None,None,35,13201
5,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26,1296
206,850,634,174300,71,52740,73,52941,85,53139,None,None,None,None,None,None,38,3121
175,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3,382
175,850,634,174300,299,66661,5,66936,None,None,None,None,None,None,None,None,18,2871
175,850,None,None,266,5330,158,66486,5,66936,None,None,None,None,None,None,20,846
175,850,285,174300,299,66661,5,66936,None,None,None,None,None,None,None,None,3,512
267,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,43,3051
312,850,None,None,285,52740,286,52941,287,53139,None,None,None,None,None,None,110,27176
267,850,None,None,304,52941,None,None,None,None,None,None,None,None,None,None,44,5514
178,850,None,None,414,52941,None,None,None,None,None,None,None,None,None,None,18,992
178,850,285,174300,355,53139,414,52941,448,52740,None,None,None,None,None,None,4,241
391,850,634,174300,370,66661,304,66936,None,None,None,None,None,None,None,None,18,5970
327,850,None,None,172,52740,177,52941,245,53139,None,None,None,None,None,None,16,75
327,850,634,174300,172,52740,177,52941,245,53139,None,None,None,None,None,None,17,1736
333,850,None,None,264,5330,252,66486,3,66936,None,None,None,None,None,None,319,26573
333,850,634,174300,31,66661,3,66936,None,None,None,None,None,None,None,None,74,10119
327,850,634,174300,245,53139,177,52941,172,52740,None,None,None,None,None,None,1,91
333,850,453,174300,31,66661,252,66486,None,None,None,None,None,None,None,None,18,1617
333,850,634,174300,31,66661,252,66486,None,None,None,None,None,None,None,None,38,12961
333,850,634,174300,252,66486,3,66936,None,None,None,None,None,None,None,None,6,605
344,850,None,None,261,52740,262,52941,263,53139,None,None,None,None,None,None,97,14419
50,850,None,None,259,52941,None,None,None,None,None,None,None,None,None,None,19,1382
288,850,None,None,331,52740,275,52941,316,53139,None,None,None,None,None,None,48,6003
288,850,634,174300,316,53139,275,52941,331,52740,None,None,None,None,None,None,2,6
453,850,None,None,291,52740,336,52941,293,53139,None,None,None,None,None,None,77,15266
163,850,634,174300,318,52740,319,52941,320,53139,None,None,None,None,None,None,18,613
163,850,642,174300,318,52740,319,52941,320,53139,None,None,None,None,None,None,13,371
389,850,285,174300,273,66661,365,66486,None,None,None,None,None,None,None,None,11,1946
389,850,642,174300,273,66661,365,66486,None,None,None,None,None,None,None,None,13,2149
49,850,285,174300,301,66661,222,66486,None,None,None,None,None,None,None,None,14,2835
49,850,741,174300,301,66661,222,66486,None,None,None,None,None,None,None,None,15,7554
49,850,642,174300,301,66661,222,66486,None,None,None,None,None,None,None,None,18,3849
49,850,285,174300,301,66661,321,66936,None,None,None,None,None,None,None,None,29,2979
489,850,None,None,337,52740,406,52941,407,53139,None,None,None,None,None,None,101,7142
489,850,285,174300,407,53139,406,52941,337,52740,None,None,None,None,None,None,11,1333
8,850,None,None,398,52740,None,None,None,None,None,None,None,None,None,None,16,4806
20,850,None,None,193,52740,None,None,None,None,None,None,None,None,None,None,15,2712
8,850,None,None,18,52941,None,None,None,None,None,None,None,None,None,None,13,2239
489,850,285,174300,337,52740,406,52941,407,53139,None,None,None,None,None,None,12,1133
49,850,561,174300,301,66661,321,66936,None,None,None,None,None,None,None,None,4,458
49,850,642,174300,301,66661,321,66936,None,None,None,None,None,None,None,None,33,6964
196,66936,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12,4351
196,66936,741,174300,273,66661,365,66486,None,None,None,None,None,None,None,None,2,12
23,5110,None,None,413,850,23,66936,None,None,None,None,None,None,None,None,22,1335
430,5110,None,None,311,850,64,66486,202,66936,None,None,None,None,None,None,137,31516
477,5110,None,None,333,850,252,66486,3,66936,None,None,None,None,None,None,37,31139
196,5110,None,None,391,850,317,66486,304,66936,None,None,None,None,None,None,18,1755
437,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26,1628
56,850,561,174300,389,52740,338,52941,447,53139,None,None,None,None,None,None,3,42
463,850,285,174300,472,52740,393,52941,399,53139,None,None,None,None,None,None,4,125
91,5110,None,None,495,850,None,None,None,None,None,None,None,None,None,None,5,837
499,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3,195
21,5110,None,None,389,850,365,66486,196,66936,None,None,None,None,None,None,19,6405
415,850,None,None,93,52941,None,None,None,None,None,None,None,None,None,None,37,2046
415,850,741,174300,93,52941,None,None,None,None,None,None,None,None,None,None,12,1698
415,850,None,None,28,52740,None,None,None,None,None,None,None,None,None,None,54,2548
415,850,741,174300,274,53139,None,None,None,None,None,None,None,None,None,None,9,919
488,850,285,174300,348,52740,349,52941,350,53139,None,None,None,None,None,None,3,170
389,850,741,174300,273,66661,365,66486,None,None,None,None,None,None,None,None,16,2885
56,850,634,174300,389,52740,338,52941,447,53139,None,None,None,None,None,None,15,2528
327,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3,273
327,850,453,174300,172,52740,177,52941,245,53139,None,None,None,None,None,None,1,40
167,850,None,None,240,52740,241,52941,157,53139,None,None,None,None,None,None,46,875
167,850,634,174300,240,52740,241,52941,157,53139,None,None,None,None,None,None,22,1444
167,850,453,174300,240,52740,241,52941,157,53139,None,None,None,None,None,None,23,5353
333,850,634,174300,3,66936,None,None,None,None,None,None,None,None,None,None,4,1517
343,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,99,6786
402,850,634,174300,337,53139,None,None,None,None,None,None,None,None,None,None,1,11
488,850,741,174300,350,53139,349,52941,348,52740,None,None,None,None,None,None,8,4256
410,850,None,None,393,52740,394,52941,395,53139,None,None,None,None,None,None,52,1665
410,850,642,174300,393,52740,394,52941,395,53139,None,None,None,None,None,None,6,1390
410,850,741,174300,393,52740,394,52941,395,53139,None,None,None,None,None,None,12,1986
161,850,None,None,410,53139,None,None,None,None,None,None,None,None,None,None,11,225
161,850,642,174300,370,52740,362,52941,410,53139,None,None,None,None,None,None,4,310
161,850,741,174300,410,53139,362,52941,370,52740,None,None,None,None,None,None,4,306
161,850,None,None,370,52740,362,52941,410,53139,None,None,None,None,None,None,19,227
161,850,285,174300,410,53139,362,52941,370,52740,None,None,None,None,None,None,4,241
17,850,None,None,417,52740,None,None,None,None,None,None,None,None,None,None,14,1063
469,850,None,None,258,52941,None,None,None,None,None,None,None,None,None,None,31,5261
201,850,None,None,29,52740,None,None,None,None,None,None,None,None,None,None,15,2546
159,850,None,None,420,52740,None,None,None,None,None,None,None,None,None,None,8,1411
65,850,None,None,412,52941,None,None,None,None,None,None,None,None,None,None,15,1411
65,850,741,174300,411,52740,None,None,None,None,None,None,None,None,None,None,5,674
65,850,642,174300,411,52740,None,None,None,None,None,None,None,None,None,None,4,1062
483,850,None,None,413,52941,None,None,None,None,None,None,None,None,None,None,10,1047
483,850,741,174300,396,52740,None,None,None,None,None,None,None,None,None,None,5,729
483,850,642,174300,396,52740,None,None,None,None,None,None,None,None,None,None,1,786
204,850,None,None,89,52941,None,None,None,None,None,None,None,None,None,None,10,108
204,850,642,174300,143,52740,89,52941,96,53139,None,None,None,None,None,None,5,377
204,850,741,174300,143,52740,89,52941,96,53139,None,None,None,None,None,None,3,490
497,850,None,None,351,52740,240,52941,87,53139,None,None,None,None,None,None,121,13147
497,850,741,174300,87,53139,240,52941,351,52740,None,None,None,None,None,None,1,659
73,850,None,None,324,52740,None,None,None,None,None,None,None,None,None,None,46,2227
73,850,741,174300,325,52941,None,None,None,None,None,None,None,None,None,None,15,3091
149,850,None,None,37,52740,171,52941,163,53139,None,None,None,None,None,None,119,1677
149,850,784,174300,37,52740,171,52941,163,53139,None,None,None,None,None,None,2,19
149,850,741,174300,37,52740,171,52941,163,53139,None,None,None,None,None,None,20,3514
383,850,None,None,269,52740,162,52941,94,53139,None,None,None,None,None,None,103,19974
320,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,70,10019
333,850,380,174300,31,66661,252,66486,None,None,None,None,None,None,None,None,1,8
181,850,None,None,276,52740,321,52941,495,53139,None,None,None,None,None,None,74,16734
227,850,None,None,458,52740,295,52941,457,53139,None,None,None,None,None,None,139,69068
410,850,741,174300,394,52941,395,53139,393,52740,None,None,None,None,None,None,1,142
161,850,None,None,370,52740,None,None,None,None,None,None,None,None,None,None,17,76
161,850,741,174300,370,52740,362,52941,410,53139,None,None,None,None,None,None,4,124
161,850,285,174300,362,52941,410,53139,370,52740,None,None,None,None,None,None,3,110
469,850,None,None,432,52740,None,None,None,None,None,None,None,None,None,None,42,7480
201,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7,1324
65,850,None,None,411,52740,None,None,None,None,None,None,None,None,None,None,18,1422
483,850,None,None,396,52740,None,None,None,None,None,None,None,None,None,None,15,2636
483,850,642,174300,398,53139,None,None,None,None,None,None,None,None,None,None,3,439
204,850,None,None,96,53139,None,None,None,None,None,None,None,None,None,None,13,62
204,850,741,174300,96,53139,89,52941,143,52740,None,None,None,None,None,None,8,1111
497,850,741,174300,351,52740,240,52941,87,53139,None,None,None,None,None,None,24,5752
70,850,None,None,300,52740,None,None,None,None,None,None,None,None,None,None,21,316
70,850,741,174300,302,53139,301,52941,300,52740,None,None,None,None,None,None,9,1964
149,850,613,174300,37,52740,171,52941,163,53139,None,None,None,None,None,None,6,1812
149,850,634,174300,163,53139,171,52941,37,52740,None,None,None,None,None,None,5,280
402,850,642,174300,337,53139,None,None,None,None,None,None,None,None,None,None,5,867
415,850,642,174300,28,52740,None,None,None,None,None,None,None,None,None,None,4,417
206,850,634,174300,73,52941,85,53139,71,52740,None,None,None,None,None,None,9,984
267,850,None,None,305,53139,None,None,None,None,None,None,None,None,None,None,42,4020
267,850,447,2259995,None,None,None,None,None,None,447,2261661,447,2263327,447,2264993,71,7463
178,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9,505
83,850,None,None,5,52740,None,None,None,None,None,None,None,None,None,None,18,2646
83,850,189,2259995,None,None,None,None,None,None,189,2261661,189,2263327,189,2264993,25,3777
199,850,None,None,361,52740,None,None,None,None,None,None,None,None,None,None,30,2476
199,850,189,2259995,None,None,None,None,None,None,189,2261661,189,2263327,189,2264993,78,30847
83,850,None,None,342,53139,None,None,None,None,None,None,None,None,None,None,17,939
461,850,561,174300,None,None,None,None,None,None,None,None,None,None,None,None,11,2023
295,850,None,None,366,52740,367,52941,368,53139,None,None,None,None,None,None,63,3897
295,850,285,174300,367,52941,368,53139,366,52740,None,None,None,None,None,None,1,414
325,850,None,None,365,53139,None,None,None,None,None,None,None,None,None,None,15,69
325,850,285,174300,365,53139,364,52941,478,52740,None,None,None,None,None,None,4,181
179,850,None,None,339,52740,340,52941,341,53139,None,None,None,None,None,None,63,3522
267,850,None,None,303,52740,None,None,None,None,None,None,None,None,None,None,43,4076
413,850,None,None,439,5330,23,66936,None,None,None,None,None,None,None,None,117,40061
237,850,None,None,92,5330,157,66486,244,66936,None,None,None,None,None,None,3,1078
199,850,None,None,361,53140,None,None,None,None,None,None,None,None,None,None,2,565
175,850,None,None,266,5330,299,66661,5,66936,None,None,None,None,None,None,3,11
413,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,4,7342
175,850,561,174300,299,66661,158,66486,None,None,None,None,None,None,None,None,1,99
175,850,561,174300,299,66661,5,66936,None,None,None,None,None,None,None,None,1,61
147,9820,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6,125
147,9820,634,174300,31,66661,252,66486,None,None,None,None,None,None,None,None,57,2813
147,9820,453,174300,252,66486,3,66936,None,None,None,None,None,None,None,None,1,19
147,9820,634,174300,252,66486,3,66936,None,None,None,None,None,None,None,None,1,129
147,9820,453,174300,3,66936,None,None,None,None,None,None,None,None,None,None,2,51
147,9820,634,174300,3,66936,None,None,None,None,None,None,None,None,None,None,5,941
147,9820,453,174300,333,850,None,None,None,None,None,None,None,None,None,None,3,849
400,9820,None,None,185,5330,None,None,None,None,None,None,None,None,None,None,12,1134
400,9820,453,174300,419,850,None,None,None,None,None,None,None,None,None,None,2,136
