pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nrscell1_cid,nrscell1_freq,nrscell2_cid,nrscell2_freq,nrscell3_cid,nrscell3_freq,instance_number,duration_sample_number
406,67086,34,174270,406,1025,406,66686,406,675,None,None,None,None,None,None,2,4438
376,67086,34,174270,376,9820,376,66686,None,None,None,None,None,None,None,None,2,15
18,675,None,None,18,5330,None,None,None,None,None,None,None,None,None,None,12,1653
18,675,34,174270,None,None,None,None,None,None,None,None,None,None,None,None,5,1298
376,675,34,174270,376,9820,376,1025,None,None,None,None,None,None,None,None,4,94
6,1025,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,9
376,1025,None,None,376,675,376,5330,376,66686,None,None,None,None,None,None,1,38
376,675,None,None,376,5330,376,66686,376,67086,None,None,None,None,None,None,60,5989
376,675,174,174270,376,9820,376,1025,None,None,None,None,None,None,None,None,21,4228
350,675,174,174270,350,9820,None,None,None,None,None,None,None,None,None,None,1,8
350,9820,None,None,350,675,350,5330,None,None,None,None,None,None,None,None,1,28
350,9820,302,174270,350,67086,None,None,None,None,None,None,None,None,None,None,1,231
350,9820,224,174270,350,675,None,None,None,None,None,None,None,None,None,None,1,34
265,9840,None,None,None,None,None,None,None,None,None,None,None,None,None,None,5,1876
201,9840,None,None,201,5330,201,66686,201,67086,None,None,None,None,None,None,19,3097
265,67086,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3,317
265,67086,933,174270,265,1025,265,66686,265,675,None,None,None,None,None,None,6,285
201,67086,933,174270,201,1025,201,66686,201,675,None,None,None,None,None,None,40,24375
201,675,None,None,201,5330,201,66686,201,67086,None,None,None,None,None,None,286,29548
201,675,933,174270,201,1025,201,9840,None,None,None,None,None,None,None,None,100,31406
238,675,None,None,None,None,None,None,None,None,None,None,None,None,None,None,17,2730
201,675,None,None,None,None,None,None,None,None,None,None,None,None,None,None,30,2905
406,675,None,None,406,5330,406,66686,406,67086,None,None,None,None,None,None,69,24678
406,675,39,174270,406,9840,406,1025,None,None,None,None,None,None,None,None,8,1095
18,675,39,174270,None,None,None,None,None,None,None,None,None,None,None,None,2,16
406,1025,None,None,406,675,406,5330,406,66686,None,None,None,None,None,None,6,5059
406,1025,34,174270,406,67086,406,66686,406,675,None,None,None,None,None,None,1,58
406,9840,None,None,406,5330,406,66686,406,67086,None,None,None,None,None,None,27,561
406,9840,34,174270,406,1025,406,675,None,None,None,None,None,None,None,None,3,350
406,9840,None,None,406,5110,406,66686,406,67086,None,None,None,None,None,None,2,108
406,9840,174,174270,406,67086,None,None,None,None,None,None,None,None,None,None,1,41
376,675,174,174270,376,1025,376,9820,None,None,None,None,None,None,None,None,18,5646
406,9840,174,174270,406,675,406,1025,None,None,None,None,None,None,None,None,1,26
406,9840,34,174270,406,1025,None,None,None,None,None,None,None,None,None,None,2,120
406,9840,None,None,406,1025,406,5110,None,None,None,None,None,None,None,None,1,24
350,67086,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2,46
350,67086,302,174270,350,9820,None,None,None,None,None,None,None,None,None,None,1,238
350,67086,224,174270,350,9820,None,None,None,None,None,None,None,None,None,None,1,82
201,67086,None,None,201,675,201,5330,201,66686,None,None,None,None,None,None,168,16244
201,67086,851,174270,201,1025,201,66686,201,675,None,None,None,None,None,None,7,548
201,67086,34,174270,201,9840,201,66686,None,None,None,None,None,None,None,None,1,5
172,67086,34,174270,172,675,172,66686,None,None,None,None,None,None,None,None,1,4
406,675,None,None,None,None,None,None,None,None,None,None,None,None,None,None,5,373
406,675,39,174270,406,1025,406,9840,None,None,None,None,None,None,None,None,15,2796
406,675,34,174270,406,1025,406,9840,None,None,None,None,None,None,None,None,1,21
406,9840,None,None,406,66686,406,67086,None,None,None,None,None,None,None,None,1,130
350,675,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12,910
350,675,302,174270,350,9820,None,None,None,None,None,None,None,None,None,None,4,938
350,675,224,174270,350,9820,None,None,None,None,None,None,None,None,None,None,7,270
350,675,None,None,350,5330,350,67086,None,None,None,None,None,None,None,None,8,595
279,675,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6,359
279,675,302,174270,279,52941,279,53139,279,52740,None,None,None,None,None,None,9,160
279,675,846,174270,279,53139,279,52941,279,52740,None,None,None,None,None,None,4,93
279,675,224,174270,279,53139,279,52941,None,None,None,None,None,None,None,None,2,27
402,675,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11,2908
402,675,224,174270,402,53140,402,53341,402,53539,None,None,None,None,None,None,16,3415
265,675,None,None,None,None,None,None,None,None,None,None,None,None,None,None,16,1640
201,675,224,174270,201,1025,201,9840,None,None,None,None,None,None,None,None,15,2436
201,675,39,174270,201,1025,201,9840,None,None,None,None,None,None,None,None,19,688
