Region,Operator,Type,Cell,Freq,Band
T-R12,T,LTE,463,677,2
T-R12,T,LTE,401,677,2
T-R12,T,LTE,134,677,2
T-R12,T,LTE,396,66736,66
T-R12,T,LTE,175,66736,66
T-R12,T,LTE,441,66736,66
T-R12,T,LTE,302,66736,66
T-R12,T,LTE,363,677,2
T-R12,T,LTE,364,677,2
T-R12,T,LTE,328,677,2
T-R12,T,LTE,143,677,2
T-R12,T,LTE,240,677,2
T-R12,T,LTE,31,677,2
T-R12,T,LTE,107,67011,66
T-R12,T,LTE,26,67011,66
T-R12,T,LTE,145,677,2
T-R12,T,LTE,483,677,2
T-R12,T,LTE,340,67011,66
T-R12,T,LTE,154,677,2
T-R12,T,LTE,350,677,2
T-R12,T,LTE,481,5035,12
T-R12,T,LTE,311,67011,66
T-R12,T,LTE,393,67011,66
T-R12,T,LTE,194,67011,66
T-R12,T,LTE,253,67011,66
T-R12,T,LTE,220,40072,41
T-R12,T,LTE,220,39874,41
T-R12,T,LTE,91,39874,41
T-R12,T,LTE,329,66736,66
T-R12,T,LTE,348,66736,66
T-R12,T,LTE,482,5035,12
T-R12,T,LTE,17,67011,66
T-R12,T,LTE,101,40072,41
T-R12,T,LTE,365,68911,71
T-R12,T,LTE,76,677,2
T-R12,T,LTE,475,5035,12
T-R12,T,LTE,59,5035,12
T-R12,T,LTE,55,67011,66
T-R12,T,LTE,375,67011,66
T-R12,T,LTE,275,67011,66
T-R12,T,LTE,195,5035,12
T-R12,T,LTE,492,5035,12
T-R12,T,LTE,360,66736,66
T-R12,T,LTE,271,66736,66
T-R12,T,LTE,309,66736,66
T-R12,T,LTE,121,66736,66
T-R12,T,LTE,467,677,2
T-R12,T,LTE,312,677,2
T-R12,T,LTE,426,66736,66
T-R12,T,LTE,426,677,2
T-R12,T,LTE,132,66736,66
T-R12,T,LTE,282,677,2
T-R12,T,LTE,215,677,2
T-R12,T,LTE,157,66736,66
T-R12,T,LTE,244,66736,66
T-R12,T,LTE,67,66736,66
T-R12,T,LTE,23,677,2
T-R12,T,LTE,425,66736,66
T-R12,T,LTE,94,66736,66
T-R12,T,LTE,391,677,2
T-R12,T,LTE,154,66736,66
T-R12,T,LTE,490,677,2
T-R12,T,LTE,200,677,2
T-R12,T,LTE,190,677,2
T-R12,T,LTE,53,677,2
T-R12,T,LTE,130,677,2
T-R12,T,LTE,248,66736,66
T-R12,T,LTE,311,677,2
T-R12,T,LTE,392,677,2
T-R12,T,LTE,487,66736,66
T-R12,T,LTE,217,66736,66
T-R12,T,LTE,170,66736,66
T-R12,T,LTE,128,677,2
T-R12,T,LTE,61,66736,66
T-R12,T,LTE,460,66736,66
T-R12,T,LTE,88,66736,66
T-R12,T,LTE,38,677,2
T-R12,T,LTE,191,677,2
T-R12,T,LTE,147,677,2
T-R12,T,LTE,155,66736,66
T-R12,T,LTE,92,66736,66
T-R12,T,LTE,147,66736,66
T-R12,T,LTE,407,66736,66
T-R12,T,LTE,239,66736,66
T-R12,T,LTE,228,66736,66
T-R12,T,LTE,54,66736,66
T-R12,T,LTE,284,677,2
T-R12,T,LTE,113,677,2
T-R12,T,LTE,434,66736,66
T-R12,T,LTE,470,66736,66
T-R12,T,LTE,333,66736,66
T-R12,T,LTE,112,677,2
T-R12,T,LTE,131,677,2
T-R12,T,LTE,261,677,2
T-R12,T,LTE,458,67011,66
T-R12,T,LTE,144,67011,66
T-R12,T,LTE,197,677,2
T-R12,T,LTE,46,67011,66
T-R12,T,LTE,126,67011,66
T-R12,T,LTE,12,677,2
T-R12,T,LTE,354,67011,66
T-R12,T,LTE,199,67011,66
T-R12,T,LTE,212,67011,66
T-R12,T,LTE,398,67011,66
T-R12,T,LTE,416,67011,66
T-R12,T,LTE,284,67011,66
T-R12,T,LTE,332,67011,66
T-R12,T,LTE,7,67011,66
T-R12,T,LTE,138,67011,66
T-R12,T,LTE,51,67011,66
T-R12,T,LTE,58,68911,71
T-R12,T,LTE,179,677,2
T-R12,T,LTE,109,67011,66
T-R12,T,LTE,18,66736,66
T-R12,T,LTE,434,68911,71
T-R12,T,LTE,111,677,2
T-R12,T,LTE,283,66736,66
T-R12,T,LTE,328,66736,66
T-R12,T,LTE,458,66736,66
T-R12,T,LTE,310,677,2
T-R12,T,LTE,176,677,2
T-R12,T,LTE,458,677,2
T-R12,T,LTE,456,677,2
T-R12,T,LTE,195,66736,66
T-R12,T,LTE,143,66736,66
T-R12,T,LTE,299,677,2
T-R12,T,LTE,140,677,2
T-R12,T,LTE,36,66736,66
T-R12,T,LTE,219,66736,66
T-R12,T,LTE,214,66736,66
T-R13,T,LTE,49,40072,41
T-R12,T,LTE,246,677,2
T-R12,T,LTE,173,40072,41
T-R12,T,LTE,318,66736,66
T-R12,T,LTE,161,677,2
T-R12,T,LTE,417,66736,66
T-R12,T,LTE,377,66736,66
T-R12,T,LTE,419,8640,25
T-R12,T,LTE,12,8640,25
T-R12,T,LTE,383,66736,66
T-R12,T,LTE,474,66736,66
T-R12,T,LTE,485,677,2
T-R12,T,LTE,412,66736,66
T-R12,T,LTE,41,66736,66
T-R12,T,LTE,91,677,2
T-R12,T,LTE,156,66736,66
T-R12,T,LTE,58,67011,66
T-R12,T,LTE,338,67011,66
T-R12,T,LTE,363,67011,66
T-R12,T,LTE,337,67011,66
T-R12,T,LTE,218,39874,41
T-R12,T,LTE,149,39874,41
T-R12,T,LTE,502,67011,66
T-R12,T,LTE,133,66736,66
T-R12,T,LTE,271,677,2
T-R12,T,LTE,46,5035,12
T-R12,T,LTE,110,67011,66
T-R12,T,LTE,113,5035,12
T-R12,T,LTE,71,677,2
T-R12,T,LTE,407,677,2
T-R12,T,LTE,204,5035,12
T-R12,T,LTE,201,66736,66
T-R12,T,LTE,81,1001,2
T-R12,T,LTE,47,1001,2
T-R12,T,LTE,171,66736,66
T-R12,T,LTE,263,66736,66
T-R12,T,LTE,365,66736,66
T-R12,T,LTE,231,66736,66
T-R12,T,LTE,482,66736,66
T-R12,T,LTE,387,68911,71
T-R12,T,LTE,320,66736,66
T-R12,T,LTE,46,1001,2
T-R12,T,LTE,365,1001,2
T-R12,T,LTE,97,66736,66
T-R12,T,LTE,463,66736,66
T-R12,T,LTE,163,66736,66
T-R12,T,LTE,321,66736,66
T-R12,T,LTE,101,66736,66
T-R12,T,LTE,198,8640,25
T-R12,T,LTE,365,8640,25
T-R12,T,LTE,480,68911,71
T-R12,T,LTE,111,66736,66
T-R12,T,LTE,90,5035,12
T-R12,T,LTE,409,66736,66
T-R12,T,LTE,65,66736,66
T-R12,T,LTE,3,66736,66
T-R12,T,LTE,180,66736,66
T-R12,T,LTE,440,66736,66
T-R12,T,LTE,459,66736,66
T-R12,T,LTE,146,66736,66
T-R12,T,LTE,410,66736,66
T-R12,T,LTE,6,66736,66
T-R12,T,LTE,193,66736,66
T-R12,T,LTE,97,1001,2
T-R12,T,LTE,45,1001,2
T-R12,T,LTE,247,66736,66
T-R12,T,LTE,246,66736,66
T-R12,T,LTE,313,66736,66
T-R12,T,LTE,64,66736,66
T-R12,T,LTE,183,66736,66
T-R12,T,LTE,241,66736,66
T-R12,T,LTE,418,66736,66
T-R12,T,LTE,139,66736,66
T-R12,T,LTE,362,66736,66
T-R12,T,LTE,464,66736,66
T-R12,T,LTE,245,66736,66
T-R12,T,LTE,406,66736,66
T-R12,T,LTE,382,66736,66
T-R12,T,LTE,419,66736,66
T-R12,T,LTE,85,1001,2
T-R12,T,LTE,86,1001,2
T-R12,T,LTE,469,66736,66
T-R12,T,LTE,168,66736,66
T-R12,T,LTE,76,66736,66
T-R12,T,LTE,222,66736,66
T-R12,T,LTE,233,66736,66
T-R12,T,LTE,102,66736,66
T-R12,T,LTE,107,66736,66
T-R12,T,LTE,184,66736,66
T-R12,T,LTE,238,66736,66
T-R12,T,LTE,467,66736,66
T-R12,T,LTE,384,66736,66
T-R12,T,LTE,295,66736,66
T-R12,T,LTE,290,66736,66
T-R12,T,LTE,316,66736,66
T-R12,T,LTE,99,66736,66
T-R12,T,LTE,98,1001,2
T-R12,T,LTE,96,1001,2
T-R12,T,LTE,160,66736,66
T-R12,T,LTE,203,66736,66
T-R12,T,LTE,169,66736,66
T-R12,T,LTE,287,66736,66
T-R12,T,LTE,30,66736,66
T-R12,T,LTE,448,66736,66
T-R12,T,LTE,104,66736,66
T-R12,T,LTE,481,66736,66
T-R12,T,LTE,289,677,2
T-R12,T,LTE,342,677,2
T-R12,T,LTE,138,677,2
T-R12,T,LTE,359,677,2
T-R12,T,LTE,264,677,2
T-R12,T,LTE,259,677,2
T-R12,T,LTE,257,66736,66
T-R12,T,LTE,216,66736,66
T-R12,T,LTE,1200,473,1
T-R12,T,LTE,213,677,2
T-R12,T,LTE,285,66736,66
T-R12,T,LTE,144,66736,66
T-R12,T,LTE,315,66736,66
T-R12,T,LTE,78,677,2
T-R12,T,LTE,108,677,2
T-R12,T,LTE,123,677,2
T-R12,T,LTE,254,677,2
T-R12,T,LTE,142,677,2
T-R12,T,LTE,223,677,2
T-R12,T,LTE,487,677,2
T-R12,T,LTE,49,677,2
T-R12,T,LTE,283,677,2
T-R12,T,LTE,57,677,2
T-R12,T,LTE,5,677,2
T-R12,T,LTE,432,677,2
T-R12,T,LTE,308,677,2
T-R12,T,LTE,321,677,2
T-R12,T,LTE,175,677,2
T-R12,T,LTE,408,677,2
T-R12,T,LTE,7,66736,66
T-R12,T,LTE,307,66736,66
T-R12,T,LTE,125,66736,66
T-R12,T,LTE,429,66736,66
T-R12,T,LTE,31,67011,66
T-R12,T,LTE,152,2250,4
T-R12,T,LTE,149,40072,41
T-R12,T,LTE,228,40072,41
T-R12,T,LTE,355,2250,4
T-R12,T,LTE,436,67011,66
T-R12,T,LTE,131,67011,66
T-R12,T,LTE,125,67011,66
T-R12,T,LTE,459,67011,66
T-R12,T,LTE,5,67011,66
T-R12,T,LTE,37,67011,66
T-R12,T,LTE,347,67011,66
T-R12,T,LTE,341,67011,66
T-R12,T,LTE,223,67011,66
T-R12,T,LTE,36,67011,66
T-R12,T,LTE,41,67011,66
T-R12,T,LTE,463,67011,66
T-R12,T,LTE,220,40270,41
T-R12,T,LTE,225,40270,41
T-R12,T,LTE,1,67011,66
T-R12,T,LTE,24,67011,66
T-R12,T,LTE,415,67011,66
T-R12,T,LTE,2,67011,66
T-R12,T,LTE,113,67011,66
T-R12,T,LTE,105,67011,66
T-R12,T,LTE,80,66736,66
T-R12,T,LTE,386,66736,66
T-R12,T,LTE,358,66736,66
T-R12,T,LTE,495,67011,66
T-R12,T,LTE,498,67011,66
T-R12,T,LTE,238,67011,66
T-R12,T,LTE,56,67011,66
T-R12,T,LTE,116,67011,66
T-R12,T,LTE,390,66736,66
T-R12,T,LTE,108,66736,66
T-R12,T,LTE,236,66736,66
T-R12,T,LTE,488,66736,66
T-R12,T,LTE,93,66736,66
T-R12,T,LTE,317,66736,66
T-R12,T,LTE,83,66736,66
T-R12,T,LTE,6,677,2
T-R12,T,LTE,9,677,2
T-R12,T,LTE,181,67011,66
T-R12,T,LTE,14,677,2
T-R12,T,LTE,196,67011,66
T-R12,T,LTE,280,67011,66
T-R12,T,LTE,186,67011,66
T-R12,T,LTE,8,677,2
T-R12,T,LTE,189,677,2
T-R12,T,LTE,354,677,2
T-R12,T,LTE,242,677,2
T-R12,T,LTE,101,677,2
T-R12,T,LTE,100,677,2
T-R12,T,LTE,125,5035,12
T-R12,T,LTE,232,66736,66
T-R12,T,LTE,211,67011,66
T-R12,T,LTE,54,67011,66
T-R12,T,LTE,433,67011,66
T-R12,T,LTE,480,66736,66
T-R12,T,LTE,252,677,2
T-R12,T,LTE,16,66736,66
T-R12,T,LTE,215,66736,66
T-R12,T,LTE,306,66736,66
T-R12,T,LTE,476,677,2
T-R12,T,LTE,405,66736,66
T-R12,T,LTE,323,66736,66
T-R12,T,LTE,94,67011,66
T-R12,T,LTE,434,677,2
T-R12,T,LTE,173,677,2
T-R12,T,LTE,0,677,2
T-R12,T,LTE,230,8640,25
T-R12,T,LTE,109,8640,25
T-R12,T,LTE,428,66736,66
T-R12,T,LTE,500,66736,66
T-R12,T,LTE,277,66736,66
T-R12,T,LTE,477,677,2
T-R12,T,LTE,272,677,2
T-R12,T,LTE,91,66736,66
T-R12,T,LTE,367,677,2
T-R12,T,LTE,158,66736,66
T-R12,T,LTE,43,677,2
T-R12,T,LTE,313,677,2
T-R12,T,LTE,177,66736,66
T-R12,T,LTE,207,66736,66
T-R12,T,LTE,110,8640,25
T-R12,T,LTE,232,677,2
T-R12,T,LTE,284,66736,66
T-R12,T,LTE,58,677,2
T-R12,T,LTE,20,66736,66
T-R12,T,LTE,44,66736,66
T-R12,T,LTE,56,66736,66
T-R12,T,LTE,296,66736,66
T-R12,T,LTE,27,66736,66
T-R12,T,LTE,108,8640,25
T-R12,T,LTE,334,66736,66
T-R12,T,LTE,367,66736,66
T-R12,T,LTE,95,67011,66
T-R12,T,LTE,325,677,2
T-R12,T,LTE,88,677,2
T-R12,T,LTE,227,40072,41
T-R12,T,LTE,171,40072,41
T-R12,T,LTE,278,66736,66
T-R12,T,LTE,289,66736,66
T-R12,T,LTE,438,8640,25
T-R12,T,LTE,398,66736,66
T-R12,T,LTE,456,66736,66
T-R12,T,LTE,359,66736,66
T-R12,T,LTE,115,66736,66
T-R12,T,LTE,237,66736,66
T-R12,T,LTE,351,677,2
T-R12,T,LTE,80,677,2
T-R12,T,LTE,473,677,2
T-R12,T,LTE,148,8640,25
T-R12,T,LTE,273,677,2
T-R12,T,LTE,250,677,2
T-R12,T,LTE,13,677,2
T-R12,T,LTE,89,66736,66
T-R12,T,LTE,329,677,2
T-R12,T,LTE,69,677,2
T-R12,T,LTE,356,677,2
T-R12,T,LTE,319,66736,66
T-R12,T,LTE,147,8640,25
T-R12,T,LTE,218,66736,66
T-R12,T,LTE,194,66736,66
T-R12,T,LTE,171,39874,41
T-R12,T,LTE,227,39874,41
T-R12,T,LTE,48,39874,41
T-R12,T,LTE,50,40072,41
T-R12,T,LTE,56,39874,41
T-R12,T,LTE,83,39874,41
T-R12,T,LTE,52,677,2
T-R12,T,LTE,412,677,2
T-R12,T,LTE,327,66736,66
T-R12,T,LTE,408,66736,66
T-R12,T,LTE,172,66736,66
T-R12,T,LTE,225,66736,66
T-R12,T,LTE,273,66736,66
T-R12,T,LTE,432,66736,66
T-R12,T,LTE,297,66736,66
T-R12,T,LTE,16,5035,12
T-R12,T,LTE,13,8640,25
T-R12,T,LTE,4,8640,25
T-R12,T,LTE,21,677,2
T-R12,T,LTE,425,677,2
T-R12,T,LTE,89,677,2
T-R12,T,LTE,268,66736,66
T-R12,T,LTE,465,677,2
T-R12,T,LTE,374,677,2
T-R12,T,LTE,502,677,2
T-R12,T,LTE,262,677,2
T-R12,T,LTE,222,677,2
T-R12,T,LTE,256,677,2
T-R12,T,LTE,455,66736,66
T-R12,T,LTE,35,677,2
T-R12,T,LTE,280,66736,66
T-R12,T,LTE,248,677,2
T-R12,T,LTE,292,677,2
T-R12,T,LTE,357,67011,66
T-R12,T,LTE,57,67011,66
T-R12,T,LTE,122,66736,66
T-R12,T,LTE,380,67011,66
T-R12,T,LTE,327,67011,66
T-R12,T,LTE,200,67011,66
T-R12,T,LTE,452,67011,66
T-R12,T,LTE,207,67011,66
T-R12,T,LTE,492,67011,66
T-R12,T,LTE,457,67011,66
T-R12,T,LTE,208,67011,66
T-R12,T,LTE,29,67011,66
T-R12,T,LTE,266,67011,66
T-R12,T,LTE,278,67011,66
T-R12,T,LTE,367,67011,66
T-R12,T,LTE,415,66736,66
T-R12,T,LTE,227,66736,66
T-R12,T,LTE,167,66736,66
T-R12,T,LTE,265,677,2
T-R12,T,LTE,274,677,2
T-R12,T,LTE,297,677,2
T-R12,T,LTE,63,677,2
T-R12,T,LTE,483,66736,66
T-R12,T,LTE,466,66736,66
T-R12,T,LTE,206,66736,66
T-R12,T,LTE,489,677,2
T-R12,T,LTE,77,66736,66
T-R12,T,LTE,429,677,2
T-R12,T,LTE,457,66736,66
T-R12,T,LTE,370,66736,66
T-R12,T,LTE,223,66736,66
T-R12,T,LTE,376,677,2
T-R12,T,LTE,350,66736,66
T-R12,T,LTE,397,677,2
T-R12,T,LTE,415,677,2
T-R12,T,LTE,169,677,2
T-R12,T,LTE,450,66736,66
T-R12,T,LTE,149,66736,66
T-R12,T,LTE,33,66736,66
T-R12,T,LTE,447,67011,66
T-R12,T,LTE,96,67011,66
T-R12,T,LTE,331,5035,12
T-R12,T,LTE,437,5035,12
T-R12,T,LTE,496,66736,66
T-R12,T,LTE,427,67011,66
T-R12,T,LTE,435,67011,66
T-R12,T,LTE,50,677,2
T-R12,T,LTE,234,66736,66
T-R12,T,LTE,174,677,2
T-R12,T,LTE,1200,151,1
T-R12,T,LTE,241,677,2
T-R12,T,LTE,401,66736,66
T-R12,T,LTE,256,66736,66
T-R12,T,LTE,93,67011,66
T-R12,T,LTE,73,66736,66
T-R12,T,LTE,485,66736,66
T-R12,T,LTE,301,677,2
T-R12,T,LTE,303,677,2
T-R12,T,LTE,35,66736,66
T-R12,T,LTE,398,677,2
T-R12,T,LTE,317,677,2
T-R12,T,LTE,357,66736,66
T-R12,T,LTE,294,677,2
T-R12,T,LTE,340,677,2
T-R12,T,LTE,35,67011,66
T-R12,T,LTE,390,677,2
T-R12,T,LTE,104,67011,66
T-R12,T,LTE,66,677,2
T-R12,T,LTE,87,677,2
T-R12,T,LTE,149,8640,25
T-R12,T,LTE,226,66736,66
T-R12,T,LTE,414,677,2
T-R12,T,LTE,98,68911,71
T-R12,T,LTE,22,66736,66
T-R12,T,LTE,455,67011,66
T-R12,T,LTE,205,677,2
T-R12,T,LTE,353,677,2
T-R12,T,LTE,337,66736,66
T-R12,T,LTE,281,66736,66
T-R12,T,LTE,75,677,2
T-R12,T,LTE,387,67011,66
T-R12,T,LTE,219,677,2
T-R12,T,LTE,326,677,2
T-R12,T,LTE,204,66736,66
T-R12,T,LTE,265,66736,66
T-R12,T,LTE,74,66736,66
T-R12,T,LTE,227,1001,2
T-R12,T,LTE,9,66736,66
T-R12,T,LTE,197,66736,66
T-R12,T,LTE,462,66736,66
T-R12,T,LTE,297,67011,66
T-R12,T,LTE,82,1001,2
T-R12,T,LTE,83,1001,2
T-R12,T,LTE,293,67011,66
