pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nrscell1_cid,nrscell1_freq,nrscell2_cid,nrscell2_freq,nrscell3_cid,nrscell3_freq,instance_number,duration_sample_number
76,66536,76,176930,326,55744,None,None,None,None,None,None,None,None,None,None,13,1832
328,66536,None,None,None,None,None,None,None,None,None,None,None,None,None,None,24,2203
328,66536,328,176930,328,55746,None,None,None,None,None,None,None,None,None,None,11,1448
328,66536,None,None,328,56340,328,55944,None,None,None,None,None,None,None,None,3,18
328,66536,608,2071667,328,925,328,55944,None,None,None,None,None,None,None,None,1,205
328,66536,None,None,328,55944,328,925,None,None,None,None,None,None,None,None,5,24
328,66536,328,176930,328,55944,None,None,None,None,None,None,None,None,None,None,19,3134
328,66536,269,176930,None,None,None,None,None,None,None,None,None,None,None,None,13,1543
328,66536,76,176930,None,None,None,None,None,None,None,None,None,None,None,None,19,747
328,66536,382,176930,None,None,None,None,None,None,None,None,None,None,None,None,32,851
328,66536,None,None,328,925,None,None,None,None,None,None,None,None,None,None,143,1523
328,66536,135,176930,None,None,None,None,None,None,None,None,None,None,None,None,21,748
85,66536,135,176930,85,925,None,None,None,None,None,None,None,None,None,None,4,53
85,66536,76,176930,85,925,None,None,None,None,None,None,None,None,None,None,3,56
76,66536,76,176930,326,55942,None,None,None,None,None,None,None,None,None,None,18,2763
76,66536,None,None,326,56140,326,55744,326,55942,None,None,None,None,None,None,21,1550
76,66536,76,176930,None,None,None,None,None,None,None,None,None,None,None,None,6,1066
76,66536,None,None,326,47489,326,47291,326,47090,None,None,None,None,None,None,2,22
328,66536,None,None,328,55746,328,55944,328,56340,None,None,None,None,None,None,16,1248
328,66536,328,176930,328,56340,None,None,None,None,None,None,None,None,None,None,17,1979
328,66536,None,None,328,55746,328,55944,328,925,None,None,None,None,None,None,6,31
328,66536,76,176930,328,55746,328,55944,328,925,None,None,None,None,None,None,1,1
328,66536,608,2071667,328,55746,328,55944,328,925,None,None,None,None,None,None,1,228
328,66536,269,176930,328,925,None,None,None,None,None,None,None,None,None,None,20,1059
328,66536,76,176930,328,925,None,None,None,None,None,None,None,None,None,None,8,262
328,66536,382,176930,328,925,None,None,None,None,None,None,None,None,None,None,4,59
328,925,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8,235
382,925,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8,680
76,925,None,None,326,56140,326,55744,326,55942,None,None,None,None,None,None,2,28
76,925,76,176930,325,47090,325,47291,326,47489,None,None,None,None,None,None,3,771
135,925,76,176930,135,66536,None,None,None,None,None,None,None,None,None,None,4,77
135,925,None,None,135,2561,135,2050,None,None,None,None,None,None,None,None,14,416
135,925,328,176930,135,66536,None,None,None,None,None,None,None,None,None,None,2,74
328,925,76,176930,328,66536,None,None,None,None,None,None,None,None,None,None,6,48
328,925,328,176930,328,66536,None,None,None,None,None,None,None,None,None,None,17,3610
328,925,None,None,328,55746,328,56142,328,55944,None,None,None,None,None,None,7,49
328,925,269,176930,328,66536,None,None,None,None,None,None,None,None,None,None,6,236
328,925,None,None,328,56142,328,55944,328,56340,None,None,None,None,None,None,3,17
328,925,None,None,328,2050,None,None,None,None,None,None,None,None,None,None,19,204
