x,y
0,0.0017135023989033587
0,0.027522935779816515
0,0.12494412159141707
0,0.15315315315315314
0,0.1672272945699183
0,0.1774891774891775
0,0.21040723981900453
0,0.30900243309002434
0,0.3535135135135135
0,0.3766519823788546
0,0.4231856738925542
0,0.4254703328509407
0,0.4374429223744292
0,0.4383432695324757
0,0.4562697576396206
0,0.4562770562770563
0,0.4739829706717124
0,0.4853458382180539
0,0.5208503679476697
0,0.5258302583025829
0,0.5352112676056338
0,0.5401459854014599
0,0.9282503146916022
0,0.9305534723263836
0,0.936599423631124
0,0.9382940108892922
0,0.9443181818181818
0,0.9528985507246376
0,0.9597701149425288
0,0.9626639757820384
0,0.9710144927536232
0,0.9737560595085528
0,0.978370697821282
0,0.9937106918238994
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
