x,y
0,0.18430034129692832
0,0.2128060263653484
0,0.24113475177304966
0,0.3101851851851852
0,0.34405719392314565
0,0.3925672789406237
0,0.4010572938991284
0,0.4343163538873995
0,0.4417924987822697
0,0.456140350877193
0,0.4776119402985074
0,0.4815533980582524
0,0.5006548788474132
0,0.5007979572294925
0,0.5012919896640827
0,0.5056526207605344
0,0.5058584409373506
0,0.5080291970802919
0,0.5082285144345321
0,0.5176470588235295
0,0.5348260374069853
0,0.5392857142857143
0,0.5410991075622358
0,0.5444264943457189
