x,y
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0013445378151260507
0,0.0014503263234227704
0,0.003992015968063872
0,0.008171466845277963
0,0.013039485766758492
0,0.013217097862767152
0,0.014382740711146626
0,0.015044663845792196
0,0.015267175572519085
0,0.015703069236259814
0,0.015957446808510637
0,0.01610017889087657
0,0.016240497581202492
0,0.017103762827822118
0,0.017921146953405017
0,0.021897810218978103
0,0.02351175587793897
0,0.02390532544378698
0,0.02448525319977741
0,0.02559181062060141
0,0.026584867075664625
0,0.027761711972238288
0,0.027939747327502432
0,0.02844873859366613
0,0.03273809523809524
0,0.03333333333333333
0,0.034083802376485305
0,0.03571428571428571
0,0.038799414348462666
0,0.04010166619598984
0,0.041038961038961035
0,0.04259520451339915
0,0.0428849902534113
0,0.04394313241687228
0,0.04493597206053551
0,0.04908151549942594
0,0.0499001996007984
0,0.0501161632923996
0,0.05096232041203578
0,0.05241545893719807
0,0.05534351145038168
0,0.05629477993858751
0,0.059620596205962065
0,0.05990016638935109
0,0.06140350877192983
0,0.8695652173913043
0,0.8701973001038421
0,0.8705035971223022
0,0.8753738783649053
0,0.8790322580645161
0,0.8815653964984552
0,0.8817460317460317
0,0.885286783042394
0,0.889795918367347
0,0.8928571428571429
0,0.8934108527131782
0,0.8958579881656805
0,0.8961646398503273
0,0.8986862614117124
0,0.9009216589861752
0,0.9052631578947368
0,0.9058693244739756
0,0.908193484698914
0,0.9085433861253625
0,0.9116379310344828
0,0.9121756487025948
0,0.9129329520177948
0,0.9164193867457964
0,0.9192357794181502
0,0.9260869565217392
0,0.9266401590457256
0,0.9311436485951722
0,0.9325099250110278
0,0.9329131022062134
0,0.9335980586807852
0,0.9416413373860182
0,0.9432387312186978
0,0.9469273743016758
0,0.9471718249733192
0,0.951196398957593
0,0.9544787077826726
0,0.9574534161490684
0,0.9730807577268196
0,0.9738797568115288
0,0.9746794351566304
0,0.982884138785626
0,0.9864384888601871
0,0.9868648461804356
0,0.9892711801701812
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
