x,y
0,0.0
0,0.0
0,0.032786885245901634
0,0.03858520900321544
0,0.05385496807988214
0,0.06550802139037433
0,0.08098591549295775
0,0.08523695874531198
0,0.08814400993171942
0,0.09570765661252902
0,0.10126582278481013
0,0.10266370699223086
0,0.11031042128603104
0,0.11910433539780847
0,0.12893772893772895
0,0.1361607142857143
0,0.1700404858299595
0,0.17006802721088435
0,0.18498817966903072
0,0.187611978500128
0,0.2137254901960784
0,0.21584699453551912
0,0.22941176470588234
0,0.25283630470016205
0,0.2528576376861794
0,0.9561712846347606
0,0.9656699889258028
0,0.9666221628838452
0,0.9679075738125802
0,0.968429360694554
0,0.9730392156862746
0,0.9746646795827124
0,0.9768477292965272
0,0.982367758186398
0,0.9844961240310076
0,0.9914215686274508
0,0.9922680412371134
0,0.9927862939585212
0,0.9960317460317459
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
