x,y
0,0.0
0,0.0
0,0.006570302233902759
0,0.013349514563106795
0,0.021367521367521368
0,0.025806451612903226
0,0.026370004120313144
0,0.04518752824220515
0,0.07534246575342468
0,0.08187134502923976
0,0.08884401817264008
0,0.095837366892546
0,0.0982396365701306
0,0.10509554140127388
0,0.10705379408621304
0,0.10894941634241244
0,0.11064147190452513
0,0.12151898734177215
0,0.12204724409448818
0,0.12532299741602068
0,0.12736660929432014
0,0.12773722627737227
0,0.9047619047619048
0,0.9048006509357202
0,0.9074074074074074
0,0.92026825633383
0,0.920854271356784
0,0.9212598425196852
0,0.931297709923664
0,0.9318181818181818
0,0.9347826086956522
0,0.9391304347826088
0,0.946788990825688
0,0.9659574468085106
0,0.9774725274725274
0,0.9806094182825484
0,0.9850062473969179
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
