x,y
0,0.0
0,0.0
0,0.038130381303813035
0,0.03933272115090297
0,0.04487534626038781
0,0.07252865329512892
0,0.07862768655720198
0,0.09980430528375732
0,0.101114712625504
0,0.10891836786064893
0,0.11094674556213018
0,0.12176771827780235
0,0.12575595873354678
0,0.1301501732768579
0,0.13658070678127984
0,0.13750429700928155
0,0.15027027027027026
0,0.16952789699570814
0,0.17160686427457095
0,0.17506693050867184
0,0.18417694598043385
0,0.19035532994923854
0,0.1919026870007262
0,0.20408426040379068
0,0.21333333333333332
0,0.21451104100946367
0,0.21509433962264152
0,0.2224055188962208
0,0.7252396166134185
0,0.7307878202029966
0,0.7373022481265612
0,0.7403628117913832
0,0.7421414538310412
0,0.7537634408602151
0,0.7647058823529411
0,0.7648401826484018
0,0.7705882352941176
0,0.7953758582242827
0,0.8108462715941395
0,0.823512123438648
0,0.8318152244632401
0,0.8365384615384616
0,0.8435948361469712
0,0.85
0,0.8514530629312147
0,0.8518955349620894
0,0.8545454545454545
0,0.8611111111111112
0,0.8691099476439791
0,0.877961901811987
0,0.8951219512195122
0,0.9019963702359348
0,0.9025408980160112
0,0.9170731707317074
0,0.9516728624535316
0,1.0
