x,y
0,0.0
0,0.09696969696969696
0,0.12062256809338523
0,0.1300287356321839
0,0.16279069767441862
0,0.17640167364016734
0,0.24855156431054465
0,0.28125
0,0.2972972972972973
0,0.3547224224945926
0,0.3627118644067797
0,0.36428487896152495
0,0.36746605760690265
0,0.3843283582089552
0,0.3861427967891846
0,0.4090476190476191
0,0.4239583333333333
0,0.4277652370203161
0,0.4296875
0,0.4313725490196079
0,0.43659711075441415
0,0.43722084367245656
0,0.4445100354191263
0,0.4463484945547726
0,0.44640605296343
0,0.4539473684210527
0,0.4616438356164384
0,0.467306981898781
