x,y
0,0.0
0,0.0
0,0.0117096018735363
0,0.01819184123484013
0,0.028668363019508057
0,0.03561474140600805
0,0.03862227986741605
0,0.043149129447388336
0,0.04411764705882353
0,0.04674243636945734
0,0.05015936923335011
0,0.06772908366533864
0,0.07414104882459313
0,0.07560137457044674
0,0.0783334633689631
0,0.08282476024411509
0,0.08870967741935484
0,0.09651076466221233
0,0.09688385269121813
0,0.0999015748031496
0,0.10250391236306727
0,0.1052387575336115
0,0.10775022718421394
0,0.10804020100502512
0,0.11698841698841697
0,0.11700680272108845
0,0.12465373961218836
0,0.6861489191353083
0,0.688028042423153
0,0.6967654986522911
0,0.7091788579518641
0,0.7206896551724138
0,0.7281639928698752
0,0.7311725452812202
0,0.7352717597871532
0,0.7404773194246879
0,0.7422680412371134
0,0.7525252525252525
0,0.7531901649548709
0,0.7559369856571833
0,0.7579787234042553
0,0.7706890266131972
0,0.7747551686615887
0,0.7756410256410257
0,0.7760506620610248
0,0.7812135355892649
0,0.8460431654676259
0,0.905027932960894
0,0.92831541218638
0,0.9310344827586208
0,1.0
0,1.0
0,1.0
0,1.0
