x,y
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0012618296529968455
0,0.0038167938931297713
0,0.013757523645743766
0,0.01564537157757497
0,0.01727447216890595
0,0.02141057934508816
0,0.6349960411718131
0,0.6375435264324153
0,0.6380345086271568
0,0.6427015250544662
0,0.6440677966101696
0,0.6441885964912281
0,0.6454039908406934
0,0.6619802572539635
0,0.6659003831417625
0,0.6737327188940092
0,0.7049082599191892
0,0.7802101576182137
0,0.7873329459616502
0,0.8191031514646675
0,0.833743842364532
0,0.8953974895397491
0,0.9690576652601968
