grid_lat,grid_lon,cell_num,nr_cell_num,lte_cell_num
39.7745,-86.1865,7,1,6
39.7745,-86.186,8,1,7
39.7745,-86.1845,12,3,9
39.7745,-86.184,44,6,38
39.7745,-86.1835,58,5,53
39.7745,-86.183,58,6,52
39.7745,-86.1825,45,3,42
39.7745,-86.182,48,3,45
39.7745,-86.1815,56,4,52
39.7745,-86.181,54,4,50
39.7745,-86.1805,42,4,38
39.7745,-86.18,52,4,48
39.7745,-86.1795,53,3,50
39.7745,-86.179,55,3,52
39.7745,-86.1785,59,4,55
39.7745,-86.178,58,6,52
39.7745,-86.1775,43,3,40
39.7745,-86.177,40,3,37
39.7745,-86.1765,36,2,34
39.7745,-86.176,34,2,32
39.7745,-86.1755,44,3,41
39.7745,-86.175,29,2,27
39.7745,-86.1745,25,2,23
39.775,-86.188,15,2,13
39.775,-86.1875,15,2,13
39.775,-86.187,14,2,12
39.775,-86.1865,8,2,6
39.775,-86.1855,41,5,36
39.775,-86.185,39,5,34
39.775,-86.1845,47,7,40
39.775,-86.184,39,6,33
39.775,-86.1835,50,4,46
39.775,-86.1815,25,1,24
39.775,-86.181,49,3,46
39.775,-86.1785,9,2,7
39.7755,-86.187,35,0,35
39.7755,-86.1865,35,2,33
39.7755,-86.186,45,3,42
39.7755,-86.1855,91,7,84
39.7755,-86.185,10,2,8
39.7755,-86.1835,34,3,31
39.7755,-86.183,63,1,62
39.7755,-86.1825,45,1,44
39.7755,-86.181,43,2,41
39.7755,-86.1785,7,1,6
39.776,-86.1875,35,3,32
39.776,-86.187,31,1,30
39.776,-86.1855,67,5,62
39.776,-86.183,17,1,16
39.776,-86.1825,52,1,51
39.776,-86.181,61,3,58
39.7765,-86.188,34,2,32
39.7765,-86.1875,40,4,36
39.7765,-86.1855,70,4,66
39.7765,-86.1825,61,4,57
39.7765,-86.181,43,3,40
39.777,-86.188,39,2,37
39.777,-86.1855,53,4,49
39.777,-86.1825,51,4,47
39.777,-86.181,52,3,49
39.7775,-86.188,43,2,41
39.7775,-86.1855,67,3,64
39.7775,-86.1825,43,4,39
39.7775,-86.181,47,3,44
39.778,-86.1855,67,3,64
39.778,-86.1825,46,3,43
39.778,-86.181,45,3,42
39.7785,-86.188,31,1,30
39.7785,-86.1855,80,2,78
39.7785,-86.1825,43,3,40
39.7785,-86.181,42,3,39
39.779,-86.188,61,1,60
39.779,-86.1855,54,3,51
39.779,-86.185,59,3,56
39.779,-86.1825,42,5,37
39.779,-86.181,37,4,33
39.7795,-86.188,38,2,36
39.7795,-86.1875,44,3,41
39.7795,-86.187,43,2,41
39.7795,-86.1865,38,2,36
39.7795,-86.186,32,2,30
39.7795,-86.1855,33,4,29
39.7795,-86.185,64,6,58
39.7795,-86.1845,34,3,31
39.7795,-86.184,30,3,27
39.7795,-86.1835,29,3,26
39.7795,-86.183,30,3,27
39.7795,-86.1825,52,6,46
39.7795,-86.182,31,4,27
39.7795,-86.1815,33,5,28
39.7795,-86.181,48,4,44
39.7795,-86.1805,18,3,15
39.7795,-86.18,18,2,16
39.7795,-86.1795,16,1,15
39.7795,-86.179,13,1,12
39.78,-86.183,2,1,1
39.78,-86.182,5,1,4
39.78,-86.1815,19,2,17
39.78,-86.181,21,1,20
39.78,-86.1805,19,1,18
39.78,-86.18,19,1,18
39.78,-86.1795,25,1,24
39.78,-86.179,19,1,18
39.78,-86.1785,20,1,19
39.78,-86.178,22,1,21
39.78,-86.1775,26,2,24
39.78,-86.177,23,1,22
39.78,-86.1745,16,1,15
