pcell_channel,total_sample,mw,sub6,lte
66836,1016203,0.16500443316935692,0.33100079413266836,0.5039947726979748
66586,1255944,0.1249132126910117,0.3549776104667087,0.5201091768422796
5230,364147,0.10185996314675118,4.39382996427267e-05,0.8980960985536061
1100,290047,0.054632525073522564,0.5577751192048185,0.3875923557216589
67086,152270,0.18171012018125698,0.49313062323504303,0.3251592565837
2561,74983,0.1454329648053559,8.001813744448742e-05,0.8544870170571996
66536,2397465,0.12426166805354823,0.42439910488787114,0.45133922705858065
925,113096,0.08941076607483907,0.4583362806818986,0.45225295324326237
2050,13,0.0,0.0,1.0
