grid_lat,grid_lon,total_sample,mw_sample,mw_ratio,sub6_sample,sub6_ratio,5g_sample,5g_ratio,lte_sample,lte_ratio,total_cs_sample,mw_cs_sample,mw_cs_ratio,sub6_cs_sample,sub6_cs_ratio,5g_cs_sample,5g_cs_sample,lte_cs_sample,lte_cs_ratio
-86.167,39.7655,2379,0,0,2221,0.93358554,2221,0.93358554,158,0.06641446,36,0,0,31,0.861111111,31,0.861111111,5,0.138888889
-86.167,39.766,6742,0,0,6156,0.913082171,6156,0.913082171,586,0.086917829,70,0,0,59,0.842857143,59,0.842857143,11,0.157142857
-86.167,39.7665,1349,0,0,1192,0.883617494,1192,0.883617494,157,0.116382506,30,0,0,25,0.833333333,25,0.833333333,5,0.166666667
-86.167,39.767,2076,92,0.044315992,1635,0.787572254,1727,0.831888247,349,0.168111753,49,3,0.06122449,35,0.714285714,38,0.775510204,11,0.224489796
-86.167,39.7675,1058,182,0.172022684,326,0.308128544,508,0.480151229,550,0.519848771,22,5,0.227272727,9,0.409090909,14,0.636363636,8,0.363636364
-86.167,39.768,518,130,0.250965251,198,0.382239382,328,0.633204633,190,0.366795367,17,2,0.117647059,11,0.647058824,13,0.764705882,4,0.235294118
-86.167,39.7685,642,81,0.126168224,394,0.613707165,475,0.739875389,167,0.260124611,18,1,0.055555556,14,0.777777778,15,0.833333333,3,0.166666667
-86.167,39.769,400,73,0.1825,252,0.63,325,0.8125,75,0.1875,12,1,0.083333333,10,0.833333333,11,0.916666667,1,0.083333333
-86.167,39.7695,815,112,0.137423313,372,0.456441718,484,0.593865031,331,0.406134969,21,2,0.095238095,14,0.666666667,16,0.761904762,5,0.238095238
-86.167,39.77,617,0,0,334,0.541329011,334,0.541329011,283,0.458670989,13,0,0,7,0.538461538,7,0.538461538,6,0.461538462
-86.167,39.7705,508,0,0,301,0.592519685,301,0.592519685,207,0.407480315,14,0,0,9,0.642857143,9,0.642857143,5,0.357142857
-86.167,39.771,675,0,0,532,0.788148148,532,0.788148148,143,0.211851852,11,0,0,9,0.818181818,9,0.818181818,2,0.181818182
-86.167,39.7715,1539,0,0,1039,0.67511371,1039,0.67511371,500,0.32488629,15,0,0,12,0.8,12,0.8,3,0.2
-86.167,39.772,176,0,0,176,1,176,1,0,0,5,0,0,5,1,5,1,0,0
-86.167,39.7735,78,0,0,78,1,78,1,0,0,1,0,0,1,1,1,1,0,0
-86.167,39.774,3104,0,0,3064,0.987113402,3064,0.987113402,40,0.012886598,9,0,0,6,0.666666667,6,0.666666667,3,0.333333333
-86.167,39.776,61,0,0,0,0,0,0,61,1,3,0,0,0,0,0,0,3,1
-86.167,39.7765,337,0,0,0,0,0,0,337,1,9,0,0,0,0,0,0,9,1
-86.167,39.777,927,0,0,426,0.459546926,426,0.459546926,501,0.540453074,33,0,0,18,0.545454545,18,0.545454545,15,0.454545455
-86.167,39.7775,3023,186,0.061528283,1528,0.505458154,1714,0.566986437,1309,0.433013563,44,3,0.068181818,21,0.477272727,24,0.545454545,20,0.454545455
-86.1665,39.7655,537,0,0,491,0.91433892,491,0.91433892,46,0.08566108,12,0,0,11,0.916666667,11,0.916666667,1,0.083333333
-86.1665,39.7665,343,0,0,299,0.871720117,299,0.871720117,44,0.128279883,10,0,0,9,0.9,9,0.9,1,0.1
-86.1665,39.767,5418,0,0,5044,0.930970838,5044,0.930970838,374,0.069029162,105,0,0,84,0.8,84,0.8,21,0.2
-86.1665,39.7675,1042,0,0,919,0.881957774,919,0.881957774,123,0.118042226,22,0,0,17,0.772727273,17,0.772727273,5,0.227272727
-86.1665,39.768,964,0,0,873,0.90560166,873,0.90560166,91,0.09439834,27,0,0,22,0.814814815,22,0.814814815,5,0.185185185
-86.1665,39.7685,1046,0,0,898,0.858508604,898,0.858508604,148,0.141491396,37,0,0,28,0.756756757,28,0.756756757,9,0.243243243
-86.1665,39.769,1159,0,0,865,0.746333046,865,0.746333046,294,0.253666954,29,0,0,23,0.793103448,23,0.793103448,6,0.206896552
-86.1665,39.7695,1532,0,0,1014,0.661879896,1014,0.661879896,518,0.338120104,41,0,0,31,0.756097561,31,0.756097561,10,0.243902439
-86.1665,39.77,2564,762,0.297191888,956,0.372854914,1718,0.670046802,846,0.329953198,38,2,0.052631579,23,0.605263158,25,0.657894737,13,0.342105263
-86.1665,39.7705,509,95,0.186640472,318,0.62475442,413,0.811394892,96,0.188605108,10,2,0.2,6,0.6,8,0.8,2,0.2
-86.1665,39.771,1765,485,0.274787535,1020,0.577903683,1505,0.852691218,260,0.147308782,40,4,0.1,29,0.725,33,0.825,7,0.175
-86.1665,39.7715,12341,39,0.003160198,11303,0.915890122,11342,0.91905032,999,0.08094968,74,1,0.013513514,64,0.864864865,65,0.878378378,9,0.121621622
-86.1665,39.772,4124,0,0,3592,0.87099903,3592,0.87099903,532,0.12900097,56,0,0,48,0.857142857,48,0.857142857,8,0.142857143
-86.1665,39.7725,2740,10,0.003649635,2118,0.772992701,2128,0.776642336,612,0.223357664,48,1,0.020833333,39,0.8125,40,0.833333333,8,0.166666667
-86.1665,39.773,5391,384,0.071229827,4612,0.855499907,4996,0.926729735,395,0.073270265,51,4,0.078431373,39,0.764705882,43,0.843137255,8,0.156862745
-86.1665,39.7735,3446,177,0.0513639,3123,0.906268137,3300,0.957632037,146,0.042367963,54,4,0.074074074,44,0.814814815,48,0.888888889,6,0.111111111
-86.1665,39.774,6601,212,0.032116346,6220,0.942281473,6432,0.974397819,169,0.025602181,75,5,0.066666667,58,0.773333333,63,0.84,12,0.16
-86.1665,39.7745,4374,71,0.016232282,4107,0.938957476,4178,0.955189758,196,0.044810242,38,3,0.078947368,28,0.736842105,31,0.815789474,7,0.184210526
-86.1665,39.775,4423,24,0.005426181,3930,0.888537192,3954,0.893963373,469,0.106036627,36,3,0.083333333,23,0.638888889,26,0.722222222,10,0.277777778
