grid_lat,grid_lon,coverage_type,total_rss_num,mw_rss_num,sub6_rss_num,lte_rss_num
39.7665,-86.1665,T001,15,0,0,15
39.7665,-86.161,T001,34,0,0,34
39.767,-86.152,T001,10,0,0,10
39.767,-86.1515,T001,4,0,0,4
39.7675,-86.162,T001,3,0,0,3
39.7675,-86.1575,T001,117,0,0,117
39.768,-86.161,T001,75,0,0,75
39.768,-86.1575,T001,260,0,0,260
39.768,-86.155,T001,247,0,0,247
39.7685,-86.161,T001,8,0,0,8
39.7685,-86.1575,T001,71,0,0,71
39.7685,-86.157,T001,60,0,0,60
39.769,-86.1575,T001,11,0,0,11
39.7725,-86.155,T001,104,0,0,104
39.7725,-86.1545,T001,100,0,0,100
39.773,-86.1555,T001,128,0,0,128
39.773,-86.1525,T001,17,0,0,17
39.7735,-86.1535,T001,154,0,0,154
39.7735,-86.153,T001,248,0,0,248
39.7745,-86.166,T001,2,0,0,2
39.7765,-86.1535,T001,22,0,0,22
39.777,-86.1535,T001,301,0,0,301
