grid_lat,grid_lon,total_sample,mw_sample,mw_ratio,sub6_sample,sub6_ratio,5g_sample,5g_ratio,lte_sample,lte_ratio,total_cs_sample,mw_cs_sample,mw_cs_ratio,sub6_cs_sample,sub6_cs_ratio,5g_cs_sample,5g_cs_sample,lte_cs_sample,lte_cs_ratio
-86.163,39.7745,3939,0,0,1594,0.404671236,1594,0.404671236,2345,0.595328764,96,0,0,35,0.364583333,35,0.364583333,61,0.635416667
-86.163,39.775,5322,0,0,1286,0.241638482,1286,0.241638482,4036,0.758361518,76,0,0,29,0.381578947,29,0.381578947,47,0.618421053
-86.163,39.7755,12533,0,0,5504,0.439160616,5504,0.439160616,7029,0.560839384,101,0,0,44,0.435643564,44,0.435643564,57,0.564356436
-86.163,39.776,3362,0,0,1276,0.37953599,1276,0.37953599,2086,0.62046401,57,0,0,24,0.421052632,24,0.421052632,33,0.578947368
-86.163,39.777,3197,0,0,1078,0.337191117,1078,0.337191117,2119,0.662808883,68,0,0,29,0.426470588,29,0.426470588,39,0.573529412
-86.163,39.7785,709,0,0,279,0.393511989,279,0.393511989,430,0.606488011,18,0,0,8,0.444444444,8,0.444444444,10,0.555555556
-86.1625,39.761,552,13,0.023550725,0,0,13,0.023550725,539,0.976449275,23,1,0.043478261,0,0,1,0.043478261,22,0.956521739
-86.1625,39.7615,1466,77,0.052523874,0,0,77,0.052523874,1389,0.947476126,49,5,0.102040816,0,0,5,0.102040816,44,0.897959184
-86.1625,39.7655,1135,0,0,102,0.089867841,102,0.089867841,1033,0.910132159,17,0,0,4,0.235294118,4,0.235294118,13,0.764705882
-86.1625,39.767,2691,193,0.07172055,159,0.059085842,352,0.130806392,2339,0.869193608,76,12,0.157894737,4,0.052631579,16,0.210526316,60,0.789473684
-86.1625,39.7675,310,0,0,300,0.967741935,300,0.967741935,10,0.032258065,3,0,0,1,0.333333333,1,0.333333333,2,0.666666667
-86.1625,39.7695,2935,458,0.1560477,11,0.003747871,469,0.159795571,2466,0.840204429,89,26,0.292134831,3,0.033707865,29,0.325842697,60,0.674157303
-86.1625,39.77,2667,477,0.178852643,1002,0.375703037,1479,0.554555681,1188,0.445444319,106,35,0.330188679,9,0.08490566,44,0.41509434,62,0.58490566
-86.1625,39.771,4099,0,0,1006,0.245425714,1006,0.245425714,3093,0.754574286,37,0,0,7,0.189189189,7,0.189189189,30,0.810810811
