grid_lat,grid_lon,coverage_type,total_rss_num,mw_rss_num,sub6_rss_num,lte_rss_num
39.7655,-86.167,T011,10598,0,2305,8293
39.7655,-86.1665,T011,1967,0,429,1538
39.7655,-86.166,T011,1707,0,389,1318
39.7655,-86.1655,T011,2346,0,571,1775
39.7655,-86.165,T011,1609,0,336,1273
39.7655,-86.1645,T011,1866,0,303,1563
39.7655,-86.164,T011,3383,0,403,2980
39.7655,-86.1635,T011,1814,0,291,1523
39.7655,-86.163,T011,2094,0,385,1709
39.7655,-86.1625,T011,2119,0,443,1676
39.7655,-86.162,T011,2455,0,569,1886
39.7655,-86.1615,T011,31889,0,6326,25563
39.7655,-86.161,T111,19381,5,2789,16587
39.7655,-86.1605,T111,14550,2,3103,11445
39.7655,-86.16,T111,65765,78,9522,56165
39.7655,-86.1595,T111,6273,2,935,5336
39.7655,-86.159,T111,1729,3,298,1428
39.7655,-86.1585,T111,2551,8,446,2097
39.7655,-86.158,T111,17362,458,3131,13773
39.7655,-86.1575,T111,2183,1,279,1903
39.7655,-86.157,T111,1956,4,369,1583
39.7655,-86.1565,T011,6772,0,1758,5014
39.7655,-86.156,T111,24851,437,2312,22102
39.7655,-86.1555,T111,5923,53,505,5365
39.7655,-86.155,T011,7370,0,648,6722
39.7655,-86.1545,T111,35772,791,4642,30339
39.7655,-86.154,T011,1538,0,141,1397
39.7655,-86.1535,T011,1420,0,122,1298
39.7655,-86.153,T011,1382,0,111,1271
39.7655,-86.1525,T111,31553,2350,1635,27568
39.7655,-86.152,T111,4268,633,320,3315
39.7655,-86.1515,T001,40,0,0,40
39.7655,-86.1495,T011,14,0,4,10
39.7655,-86.149,T111,2670,2,138,2530
39.7655,-86.1455,T111,1258,7,28,1223
39.766,-86.167,T111,28531,2,4974,23555
39.766,-86.1665,T011,92,0,23,69
39.766,-86.1615,T011,12118,0,2531,9587
39.766,-86.16,T111,18354,13,3176,15165
39.766,-86.1595,T111,15601,11,2052,13538
39.766,-86.158,T111,4470,170,1020,3280
39.766,-86.156,T111,18933,1,2173,16759
39.766,-86.1545,T111,46834,178,6452,40204
39.766,-86.154,T011,1192,0,14,1178
39.766,-86.1525,T111,5029,823,208,3998
39.766,-86.152,T111,531,154,33,344
39.766,-86.1515,T111,4882,418,372,4092
39.766,-86.151,T011,186,0,4,182
39.766,-86.149,T111,5500,13,260,5227
39.766,-86.1485,T011,82,0,2,80
39.766,-86.1455,T111,1469,6,33,1430
39.7665,-86.167,T111,6284,2,1099,5183
39.7665,-86.1665,T011,1103,0,219,884
39.7665,-86.1615,T111,10866,1,2632,8233
39.7665,-86.161,T011,42,0,26,16
39.7665,-86.1605,T011,499,0,261,238
39.7665,-86.16,T111,37567,11,4733,32823
39.7665,-86.1595,T111,76064,29,14712,61323
39.7665,-86.1585,T011,22,0,4,18
39.7665,-86.158,T111,10184,214,2154,7816
39.7665,-86.1575,T111,2439,6,348,2085
39.7665,-86.157,T111,202,22,6,174
39.7665,-86.1565,T111,767,41,105,621
39.7665,-86.156,T111,18063,67,1526,16470
39.7665,-86.1555,T111,4010,325,438,3247
39.7665,-86.155,T111,3761,554,335,2872
39.7665,-86.1545,T111,54484,426,5103,48955
39.7665,-86.154,T111,4591,510,255,3826
39.7665,-86.1535,T111,20964,5482,1649,13833
39.7665,-86.153,T111,16265,5070,632,10563
39.7665,-86.1525,T111,31416,2529,1752,27135
39.7665,-86.152,T111,5585,152,294,5139
39.7665,-86.1515,T111,8730,369,1688,6673
39.7665,-86.151,T111,28358,2815,1896,23647
39.7665,-86.1505,T111,18144,1043,503,16598
39.7665,-86.15,T111,8932,9,472,8451
39.7665,-86.1495,T111,5833,5,231,5597
39.7665,-86.149,T111,16981,10,920,16051
39.7665,-86.1485,T111,18271,1,542,17728
39.7665,-86.148,T011,1375,0,72,1303
39.7665,-86.1475,T011,1663,0,86,1577
39.7665,-86.147,T011,1751,0,108,1643
39.7665,-86.1465,T011,1542,0,107,1435
39.7665,-86.146,T011,2009,0,127,1882
39.7665,-86.1455,T111,15789,18,548,15223
39.7665,-86.145,T011,1271,0,171,1100
39.767,-86.167,T111,19995,170,2965,16860
39.767,-86.1665,T011,17469,0,2852,14617
39.767,-86.166,T011,3916,0,736,3180
39.767,-86.1655,T011,2532,0,449,2083
39.767,-86.165,T011,11936,0,1433,10503
39.767,-86.1645,T111,3410,1,763,2646
39.767,-86.164,T011,72361,0,23462,48899
39.767,-86.1635,T111,2792,1,631,2160
39.767,-86.163,T111,5181,1,1153,4027
39.767,-86.1625,T111,4072,6,757,3309
39.767,-86.162,T111,6015,48,986,4981
39.767,-86.1615,T111,42153,178,10008,31967
39.767,-86.161,T111,31066,526,6747,23793
39.767,-86.1605,T111,9401,337,2120,6944
39.767,-86.16,T111,14385,273,4131,9981
39.767,-86.1595,T111,36709,1443,7470,27796
39.767,-86.159,T111,10383,796,1478,8109
39.767,-86.1585,T111,3839,393,733,2713
39.767,-86.158,T111,18944,558,3801,14585
39.767,-86.1575,T111,80897,19332,4380,57185
39.767,-86.157,T111,9798,197,1356,8245
39.767,-86.1565,T111,5354,171,676,4507
39.767,-86.156,T111,32274,114,3850,28310
39.767,-86.1555,T111,11215,139,1782,9294
39.767,-86.155,T111,4601,6,787,3808
39.767,-86.1545,T111,30649,32,3354,27263
39.767,-86.154,T111,98877,2002,3864,93011
39.767,-86.1535,T111,13970,189,787,12994
39.767,-86.153,T111,21056,442,559,20055
39.767,-86.1525,T111,65806,1324,2074,62408
39.767,-86.152,T111,2294,244,72,1978
39.767,-86.1515,T111,645,125,18,502
39.767,-86.151,T111,472,100,5,367
39.767,-86.1505,T111,8574,389,578,7607
39.767,-86.15,T111,1,0,1,0
39.767,-86.149,T111,8022,12,151,7859
39.767,-86.1485,T011,897,0,153,744
39.767,-86.1455,T111,972,5,114,853
39.7675,-86.167,T111,3295,297,347,2651
39.7675,-86.1665,T011,2424,0,483,1941
39.7675,-86.164,T011,220,0,40,180
39.7675,-86.1615,T111,12697,50,1697,10950
39.7675,-86.16,T011,399,0,161,238
39.7675,-86.1595,T111,9456,2,1612,7842
39.7675,-86.158,T111,8662,256,1338,7068
39.7675,-86.1575,T111,1448,117,226,1105
39.7675,-86.156,T111,10860,2,772,10086
39.7675,-86.1545,T111,11884,16,754,11114
39.7675,-86.154,T111,18174,46,1343,16785
39.7675,-86.1525,T111,20978,706,588,19684
39.7675,-86.1505,T111,3998,168,212,3618
39.7675,-86.149,T111,4488,64,77,4347
39.7675,-86.1485,T011,674,0,66,608
39.7675,-86.1455,T111,800,3,52,745
39.768,-86.167,T111,2219,168,485,1566
39.768,-86.1665,T011,2655,0,540,2115
39.768,-86.1615,T111,127020,60,18750,108210
39.768,-86.16,T011,1416,0,331,1085
39.768,-86.1595,T111,19992,1,4650,15341
39.768,-86.159,T011,151,0,13,138
39.768,-86.1585,T011,6589,0,784,5805
39.768,-86.158,T011,2140,0,224,1916
39.768,-86.1575,T111,1827,141,427,1259
39.768,-86.157,T111,2320,158,617,1545
39.768,-86.1565,T011,1136,0,362,774
39.768,-86.156,T111,211010,56,6881,204073
39.768,-86.1555,T011,507,0,33,474
39.768,-86.155,T011,315,0,24,291
39.768,-86.1545,T111,4564,6,174,4384
39.768,-86.154,T111,23172,47,1401,21724
39.768,-86.1525,T111,23304,1509,816,20979
39.768,-86.152,T111,3321,268,240,2813
39.768,-86.1515,T111,1500,99,116,1285
39.768,-86.151,T111,2113,99,128,1886
39.768,-86.1505,T111,17676,921,620,16135
39.768,-86.15,T111,987,4,9,974
39.768,-86.1495,T111,630,4,5,621
39.768,-86.149,T111,20210,214,335,19661
39.768,-86.1485,T111,9455,154,265,9036
39.768,-86.148,T111,4282,5,75,4202
39.768,-86.1475,T111,4747,5,94,4648
39.768,-86.147,T111,6600,14,128,6458
39.768,-86.1465,T111,5011,16,95,4900
39.768,-86.146,T111,4679,11,87,4581
39.768,-86.1455,T111,17694,18,981,16695
39.7685,-86.167,T111,2988,48,682,2258
39.7685,-86.1665,T011,3745,0,585,3160
39.7685,-86.166,T011,4,0,1,3
39.7685,-86.1615,T111,21285,134,3086,18065
39.7685,-86.16,T011,92,0,11,81
39.7685,-86.1595,T011,6787,0,1161,5626
39.7685,-86.159,T011,366,0,34,332
39.7685,-86.1585,T111,4366,3,349,4014
39.7685,-86.158,T111,9227,5,184,9038
39.7685,-86.1575,T111,1418,1,243,1174
39.7685,-86.157,T111,10814,102,1827,8885
