grid_lat,grid_lon,coverage_type,total_rss_num,mw_rss_num,sub6_rss_num,lte_rss_num
39.7655,-86.1515,T001,40,0,0,40
39.77,-86.1545,T001,141,0,0,141
39.7705,-86.152,T001,309,0,0,309
39.7715,-86.1635,T001,84,0,0,84
39.7715,-86.16,T001,8,0,0,8
39.7715,-86.158,T001,440,0,0,440
39.772,-86.1495,T001,231,0,0,231
39.7725,-86.155,T001,583,0,0,583
39.7725,-86.1545,T001,5886,0,0,5886
39.7725,-86.1515,T001,256,0,0,256
39.7725,-86.151,T001,241,0,0,241
39.7725,-86.1495,T001,77,0,0,77
39.773,-86.1475,T001,298,0,0,298
39.7735,-86.166,T001,156,0,0,156
39.7735,-86.1655,T001,84,0,0,84
39.7735,-86.165,T001,8,0,0,8
39.7765,-86.1505,T001,909,0,0,909
39.778,-86.1595,T001,1,0,0,1
39.778,-86.158,T001,3,0,0,3
