grid_lat,grid_lon,coverage_type,total_rss_num,mw_rss_num,sub6_rss_num,lte_rss_num
39.761,-86.163,T001,580,0,0,580
39.7615,-86.154,T001,52,0,0,52
39.7615,-86.1535,T001,20,0,0,20
39.7615,-86.151,T001,254,0,0,254
39.762,-86.1525,T001,276,0,0,276
39.762,-86.151,T001,268,0,0,268
39.7625,-86.1595,T001,621,0,0,621
39.7625,-86.1585,T001,365,0,0,365
39.7625,-86.1575,T001,88,0,0,88
39.7625,-86.1525,T001,457,0,0,457
39.7625,-86.152,T001,212,0,0,212
39.7625,-86.1515,T001,216,0,0,216
39.763,-86.1595,T001,285,0,0,285
39.763,-86.1585,T001,113,0,0,113
39.7635,-86.1565,T001,22,0,0,22
39.7635,-86.154,T001,4,0,0,4
39.764,-86.154,T001,72,0,0,72
39.764,-86.1535,T001,68,0,0,68
39.764,-86.152,T001,13,0,0,13
39.7645,-86.152,T001,17,0,0,17
39.765,-86.1655,T001,2,0,0,2
39.765,-86.1565,T001,142,0,0,142
39.765,-86.155,T001,63,0,0,63
39.765,-86.152,T001,11,0,0,11
39.7655,-86.164,T001,1576,0,0,1576
39.7655,-86.1515,T001,4,0,0,4
39.766,-86.1675,T001,26,0,0,26
39.766,-86.1665,T001,62,0,0,62
39.766,-86.166,T001,2,0,0,2
39.766,-86.1655,T001,11,0,0,11
39.766,-86.165,T001,256,0,0,256
39.766,-86.1645,T001,66,0,0,66
39.766,-86.164,T001,5,0,0,5
39.766,-86.163,T001,413,0,0,413
39.766,-86.1625,T001,207,0,0,207
39.7665,-86.1675,T001,4,0,0,4
39.7665,-86.1655,T001,2,0,0,2
39.7665,-86.1645,T001,2,0,0,2
39.7665,-86.163,T001,48,0,0,48
39.7665,-86.1625,T001,124,0,0,124
39.7665,-86.162,T001,24,0,0,24
39.767,-86.147,T001,273,0,0,273
39.7675,-86.166,T001,28,0,0,28
39.7675,-86.1655,T001,17,0,0,17
39.7675,-86.1605,T001,20,0,0,20
39.7675,-86.157,T001,25,0,0,25
39.7675,-86.1555,T001,8,0,0,8
39.7675,-86.155,T001,9,0,0,9
39.7675,-86.1535,T001,1,0,0,1
39.768,-86.1535,T001,5,0,0,5
39.7685,-86.162,T001,120,0,0,120
39.769,-86.1625,T001,55,0,0,55
39.769,-86.162,T001,46,0,0,46
39.769,-86.1605,T001,497,0,0,497
39.769,-86.1515,T001,16,0,0,16
39.769,-86.151,T001,3,0,0,3
39.77,-86.1515,T001,1,0,0,1
39.77,-86.151,T001,3,0,0,3
39.7705,-86.1625,T001,13,0,0,13
39.7705,-86.162,T001,11,0,0,11
39.7705,-86.157,T001,5,0,0,5
39.7705,-86.1565,T001,6,0,0,6
39.7715,-86.1675,T001,83,0,0,83
39.7715,-86.155,T001,2115,0,0,2115
39.7715,-86.1535,T001,12,0,0,12
39.7715,-86.153,T001,27,0,0,27
39.772,-86.1655,T001,15,0,0,15
39.772,-86.165,T001,23,0,0,23
39.772,-86.1625,T001,5,0,0,5
39.772,-86.151,T001,125,0,0,125
39.7725,-86.1675,T001,43,0,0,43
39.7725,-86.166,T001,22,0,0,22
39.7725,-86.1655,T001,7,0,0,7
39.7725,-86.1635,T001,42,0,0,42
39.773,-86.1675,T001,8,0,0,8
39.773,-86.164,T001,37,0,0,37
39.773,-86.1635,T001,431,0,0,431
39.773,-86.1585,T001,19,0,0,19
39.773,-86.149,T001,13,0,0,13
39.773,-86.148,T001,11,0,0,11
39.7735,-86.167,T001,68,0,0,68
39.7735,-86.1605,T001,11,0,0,11
39.7735,-86.157,T001,32,0,0,32
39.7745,-86.1635,T001,33,0,0,33
39.7745,-86.1615,T001,395,0,0,395
39.7745,-86.1515,T001,54,0,0,54
39.7745,-86.151,T001,42,0,0,42
39.775,-86.1655,T001,56,0,0,56
39.775,-86.1605,T001,61,0,0,61
39.775,-86.16,T001,159,0,0,159
39.7755,-86.167,T001,271,0,0,271
39.7755,-86.1635,T001,1365,0,0,1365
39.7755,-86.1535,T001,799,0,0,799
39.7755,-86.1515,T001,12,0,0,12
39.7755,-86.148,T001,720,0,0,720
39.776,-86.1675,T001,369,0,0,369
39.776,-86.1615,T001,60,0,0,60
39.776,-86.158,T001,9,0,0,9
39.776,-86.157,T001,8,0,0,8
39.776,-86.156,T001,24,0,0,24
39.776,-86.1525,T001,2,0,0,2
39.776,-86.1515,T001,7,0,0,7
39.776,-86.1475,T001,127,0,0,127
39.776,-86.147,T001,485,0,0,485
39.7765,-86.1615,T001,98,0,0,98
39.7765,-86.157,T001,5,0,0,5
39.7765,-86.1535,T001,21,0,0,21
39.7765,-86.1515,T001,30,0,0,30
39.7765,-86.151,T001,61,0,0,61
39.7765,-86.148,T001,12,0,0,12
39.7765,-86.1475,T001,50,0,0,50
39.7765,-86.147,T001,75,0,0,75
39.777,-86.1565,T001,4,0,0,4
39.777,-86.156,T001,38,0,0,38
39.777,-86.1545,T001,19,0,0,19
39.777,-86.1535,T001,57,0,0,57
39.777,-86.1515,T001,14,0,0,14
39.777,-86.151,T001,29,0,0,29
39.777,-86.146,T001,261,0,0,261
39.7775,-86.1605,T001,127,0,0,127
39.778,-86.1565,T001,68,0,0,68
39.778,-86.156,T001,983,0,0,983
39.778,-86.1535,T001,18,0,0,18
39.778,-86.153,T001,1,0,0,1
39.778,-86.1525,T001,3,0,0,3
39.778,-86.1515,T001,18,0,0,18
39.778,-86.151,T001,20,0,0,20
39.7785,-86.1665,T001,77,0,0,77
39.7785,-86.156,T001,400,0,0,400
39.7785,-86.1535,T001,324,0,0,324
39.7785,-86.153,T001,9,0,0,9
39.7785,-86.1525,T001,17,0,0,17
39.779,-86.1635,T001,27,0,0,27
39.779,-86.157,T001,127,0,0,127
39.779,-86.155,T001,22,0,0,22
39.779,-86.153,T001,16,0,0,16
39.779,-86.1525,T001,12,0,0,12
39.7795,-86.1625,T001,99,0,0,99
39.7795,-86.1525,T001,6,0,0,6
39.7795,-86.152,T001,498,0,0,498
39.78,-86.1545,T001,140,0,0,140
39.78,-86.1505,T001,169,0,0,169
39.78,-86.15,T001,900,0,0,900
39.7805,-86.162,T001,129,0,0,129
39.7805,-86.1615,T001,234,0,0,234
39.7805,-86.1595,T001,11,0,0,11
39.7805,-86.155,T001,79,0,0,79
39.7805,-86.1545,T001,211,0,0,211
39.7805,-86.15,T001,188,0,0,188
39.7805,-86.1495,T001,842,0,0,842
39.7805,-86.149,T001,608,0,0,608
