grid_lat,grid_lon,coverage_type,total_rss_num,mw_rss_num,sub6_rss_num,lte_rss_num
39.7665,-86.1665,T001,15,0,0,15
39.7665,-86.1615,T011,1531,0,326,1205
39.7665,-86.161,T001,34,0,0,34
39.7665,-86.1605,T011,72,0,4,68
39.7665,-86.16,T011,9248,0,8,9240
39.7665,-86.1595,T011,3820,0,571,3249
39.7665,-86.158,T011,244,0,56,188
39.7665,-86.1575,T011,4996,0,169,4827
39.7665,-86.157,T011,17,0,8,9
39.7665,-86.1565,T011,74,0,31,43
39.7665,-86.156,T011,4957,0,1813,3144
39.7665,-86.1555,T011,3109,0,1196,1913
39.7665,-86.155,T011,1386,0,631,755
39.7665,-86.1545,T011,12627,0,4471,8156
39.7665,-86.154,T011,3292,0,1191,2101
39.7665,-86.1535,T011,3907,0,1658,2249
39.7665,-86.153,T011,2703,0,892,1811
39.7665,-86.1525,T011,2365,0,621,1744
39.7665,-86.152,T011,377,0,206,171
39.7665,-86.1515,T011,753,0,189,564
39.7665,-86.151,T011,2065,0,297,1768
39.7665,-86.1505,T011,2108,0,998,1110
39.767,-86.1665,T011,3859,0,609,3250
39.767,-86.166,T011,1047,0,274,773
39.767,-86.1655,T011,992,0,285,707
39.767,-86.165,T011,1892,0,606,1286
39.767,-86.1645,T011,1218,0,427,791
39.767,-86.164,T011,1124,0,336,788
39.767,-86.1635,T011,1021,0,349,672
39.767,-86.163,T011,2358,0,938,1420
39.767,-86.1625,T011,1242,0,537,705
39.767,-86.162,T011,2919,0,626,2293
39.767,-86.1615,T011,12103,0,3358,8745
39.767,-86.161,T011,5355,0,1095,4260
39.767,-86.1605,T011,2468,0,646,1822
39.767,-86.16,T011,2284,0,540,1744
39.767,-86.1595,T011,12271,0,6110,6161
39.767,-86.159,T011,3944,0,1415,2529
39.767,-86.1585,T011,1832,0,724,1108
39.767,-86.158,T011,6952,0,2405,4547
39.767,-86.1575,T011,29792,0,4002,25790
39.767,-86.157,T011,2950,0,776,2174
39.767,-86.1565,T011,1728,0,445,1283
39.767,-86.156,T011,7748,0,1800,5948
39.767,-86.1555,T011,1217,0,397,820
39.767,-86.155,T011,1041,0,312,729
39.767,-86.1545,T011,8546,0,2827,5719
39.767,-86.154,T011,49703,0,16974,32729
39.767,-86.1535,T011,4651,0,1523,3128
39.767,-86.153,T011,9962,0,4246,5716
39.767,-86.1525,T011,19907,0,7665,12242
39.767,-86.152,T001,10,0,0,10
39.767,-86.1515,T001,4,0,0,4
39.767,-86.1505,T011,2116,0,959,1157
39.7675,-86.1665,T011,730,0,135,595
39.7675,-86.162,T001,3,0,0,3
39.7675,-86.1615,T011,1641,0,716,925
39.7675,-86.161,T011,9,0,3,6
39.7675,-86.1595,T011,673,0,337,336
39.7675,-86.158,T011,824,0,385,439
39.7675,-86.1575,T001,117,0,0,117
39.7675,-86.156,T011,3125,0,927,2198
39.7675,-86.1545,T011,4673,0,227,4446
39.7675,-86.154,T011,7904,0,2130,5774
39.7675,-86.1525,T011,8154,0,2371,5783
39.7675,-86.1505,T011,322,0,140,182
39.768,-86.1665,T011,635,0,130,505
39.768,-86.1615,T011,44061,0,778,43283
39.768,-86.161,T001,75,0,0,75
39.768,-86.1595,T011,3180,0,1698,1482
39.768,-86.1585,T011,908,0,589,319
39.768,-86.158,T011,242,0,176,66
39.768,-86.1575,T001,260,0,0,260
39.768,-86.157,T011,172,0,3,169
39.768,-86.156,T011,31523,0,1528,29995
39.768,-86.1555,T011,356,0,2,354
39.768,-86.155,T001,247,0,0,247
39.768,-86.1545,T011,765,0,53,712
39.768,-86.154,T011,9688,0,2254,7434
39.768,-86.1525,T011,6773,0,2551,4222
39.768,-86.152,T011,194,0,162,32
39.768,-86.1515,T011,133,0,86,47
39.768,-86.151,T011,154,0,95,59
39.768,-86.1505,T011,592,0,183,409
39.7685,-86.1665,T011,605,0,106,499
39.7685,-86.1615,T011,1626,0,1057,569
39.7685,-86.161,T001,8,0,0,8
39.7685,-86.1595,T011,1299,0,470,829
39.7685,-86.159,T011,44,0,0,44
39.7685,-86.1585,T011,1001,0,212,789
39.7685,-86.158,T011,162,0,93,69
39.7685,-86.1575,T001,71,0,0,71
39.7685,-86.157,T001,60,0,0,60
39.7685,-86.156,T011,19408,0,6238,13170
39.7685,-86.1545,T011,91,0,66,25
39.7685,-86.154,T011,9796,0,2460,7336
39.7685,-86.1525,T011,8361,0,2815,5546
39.7685,-86.151,T011,6,0,4,2
39.7685,-86.1505,T011,1099,0,13,1086
39.769,-86.1665,T011,794,0,118,676
39.769,-86.1615,T011,656,0,314,342
39.769,-86.1595,T011,860,0,566,294
39.769,-86.1585,T011,148,0,2,146
39.769,-86.158,T011,707,0,513,194
39.769,-86.1575,T001,11,0,0,11
39.769,-86.156,T011,5383,0,1717,3666
39.769,-86.1545,T011,3,0,3,0
39.769,-86.154,T011,12839,0,3845,8994
39.769,-86.1525,T011,4671,0,1645,3026
39.769,-86.1515,T011,16,0,10,6
39.769,-86.151,T011,16,0,10,6
39.769,-86.1505,T011,824,0,21,803
39.7695,-86.1665,T011,1297,0,230,1067
39.7695,-86.165,T011,27,0,17,10
39.7695,-86.1645,T011,59,0,43,16
39.7695,-86.164,T011,1692,0,857,835
39.7695,-86.1635,T011,3366,0,2409,957
39.7695,-86.163,T011,193,0,109,84
39.7695,-86.1625,T011,1522,0,933,589
39.7695,-86.162,T011,1581,0,691,890
39.7695,-86.1615,T011,6287,0,3268,3019
39.7695,-86.161,T011,1465,0,759,706
39.7695,-86.1605,T011,1480,0,670,810
39.7695,-86.16,T011,10629,0,5390,5239
39.7695,-86.1595,T011,2793,0,1562,1231
39.7695,-86.159,T011,2252,0,910,1342
39.7695,-86.1585,T011,1283,0,635,648
39.7695,-86.158,T011,2065,0,1105,960
39.7695,-86.1575,T011,461,0,221,240
39.7695,-86.157,T011,741,0,312,429
39.7695,-86.1565,T011,1486,0,496,990
39.7695,-86.156,T011,17525,0,9874,7651
39.7695,-86.1555,T011,6978,0,3404,3574
39.7695,-86.155,T011,3281,0,1721,1560
39.7695,-86.1545,T011,9337,0,3847,5490
39.7695,-86.154,T011,34882,0,12019,22863
39.7695,-86.1535,T011,1059,0,607,452
39.7695,-86.153,T011,831,0,383,448
39.7695,-86.1525,T011,16659,0,5926,10733
39.7695,-86.152,T011,13584,0,8922,4662
39.7695,-86.1515,T011,5418,0,3380,2038
39.7695,-86.151,T011,8004,0,4819,3185
39.7695,-86.1505,T011,4154,0,2103,2051
39.77,-86.1665,T011,3512,0,1945,1567
39.77,-86.166,T011,634,0,285,349
39.77,-86.1655,T011,556,0,300,256
39.77,-86.165,T011,514,0,266,248
39.77,-86.1645,T011,456,0,208,248
39.77,-86.164,T011,618,0,240,378
39.77,-86.1635,T011,4608,0,2743,1865
39.77,-86.163,T011,18179,0,8944,9235
39.77,-86.1625,T011,5036,0,2704,2332
39.77,-86.162,T011,8151,0,4507,3644
39.77,-86.1615,T011,19583,0,10498,9085
39.77,-86.161,T011,1379,0,985,394
39.77,-86.1605,T011,1773,0,1066,707
39.77,-86.16,T011,5209,0,3465,1744
39.77,-86.1595,T011,2218,0,1407,811
39.77,-86.159,T011,192,0,101,91
39.77,-86.1585,T011,22,0,16,6
39.77,-86.158,T011,1970,0,1346,624
39.77,-86.1575,T011,212,0,66,146
39.77,-86.156,T011,356,0,143,213
39.77,-86.1555,T011,205,0,152,53
39.77,-86.155,T011,298,0,157,141
39.77,-86.1545,T011,56,0,40,16
39.77,-86.154,T011,5477,0,1532,3945
39.77,-86.153,T011,14,0,8,6
39.77,-86.1525,T011,7645,0,2454,5191
39.77,-86.1515,T011,5,0,3,2
39.77,-86.1505,T011,776,0,242,534
39.7705,-86.1665,T011,291,0,89,202
39.7705,-86.1635,T011,39,0,9,30
39.7705,-86.163,T011,12383,0,2342,10041
39.7705,-86.1615,T011,8790,0,5559,3231
39.7705,-86.16,T011,107,0,85,22
39.7705,-86.1595,T011,853,0,557,296
39.7705,-86.1585,T011,3,0,3,0
39.7705,-86.158,T011,556,0,393,163
39.7705,-86.1575,T011,118,0,74,44
39.7705,-86.156,T011,251,0,96,155
39.7705,-86.154,T011,6111,0,1846,4265
39.7705,-86.1525,T011,3891,0,878,3013
39.7705,-86.152,T011,4,0,2,2
39.7705,-86.1515,T011,3,0,3,0
39.7705,-86.1505,T011,1759,0,429,1330
39.771,-86.1665,T011,1874,0,956,918
39.771,-86.166,T011,537,0,222,315
39.771,-86.1655,T011,1021,0,388,633
39.771,-86.165,T011,1168,0,559,609
39.771,-86.1645,T011,1178,0,587,591
39.771,-86.164,T011,1187,0,526,661
39.771,-86.1635,T011,3305,0,1477,1828
39.771,-86.163,T011,16322,0,8071,8251
39.771,-86.1625,T011,4476,0,1884,2592
39.771,-86.162,T011,4470,0,1773,2697
39.771,-86.1615,T011,16167,0,9151,7016
39.771,-86.161,T011,3980,0,2577,1403
39.771,-86.1605,T011,14775,0,6005,8770
39.771,-86.16,T011,9958,0,6166,3792
39.771,-86.1595,T011,22543,0,16676,5867
39.771,-86.159,T011,3599,0,1970,1629
39.771,-86.1585,T011,2624,0,1849,775
39.771,-86.158,T011,4912,0,3217,1695
39.771,-86.1575,T011,2883,0,1711,1172
39.771,-86.157,T011,1468,0,282,1186
39.771,-86.1565,T011,1322,0,401,921
39.771,-86.156,T011,4273,0,1667,2606
39.771,-86.1555,T011,4150,0,1646,2504
39.771,-86.155,T011,3425,0,1488,1937
39.771,-86.1545,T011,17454,0,6668,10786
39.771,-86.154,T011,10989,0,3275,7714
39.771,-86.1535,T011,2317,0,515,1802
39.771,-86.153,T011,2827,0,859,1968
39.771,-86.1525,T011,26982,0,8149,18833
