grid_lat,grid_lon,total_sample,mw_sample,mw_ratio,sub6_sample,sub6_ratio,5g_sample,5g_sample,lte_sample,lte_ratio,total_cs_sample,mw_cs_sample,mw_cs_ratio,sub6_cs_sample,sub6_cs_ratio,5g_cs_sample,5g_cs_sample,lte_cs_sample,lte_cs_ratio
-86.1675,39.7565,3,2,0.6666666666666666,0,0.0,2,0.6666666666666666,1,0.3333333333333333,2,1,0.5,0,0.0,1,0.5,1,0.5
-86.1675,39.7605,1,0,0.0,0,0.0,0,0.0,1,1.0,1,0,0.0,0,0.0,0,0.0,1,1.0
-86.167,39.752,27,0,0.0,0,0.0,0,0.0,27,1.0,1,0,0.0,0,0.0,0,0.0,1,1.0
-86.167,39.7525,63,0,0.0,0,0.0,0,0.0,63,1.0,3,0,0.0,0,0.0,0,0.0,3,1.0
-86.167,39.753,44,0,0.0,0,0.0,0,0.0,44,1.0,2,0,0.0,0,0.0,0,0.0,2,1.0
-86.167,39.7535,59,0,0.0,0,0.0,0,0.0,59,1.0,2,0,0.0,0,0.0,0,0.0,2,1.0
-86.167,39.754,50,0,0.0,0,0.0,0,0.0,50,1.0,2,0,0.0,0,0.0,0,0.0,2,1.0
-86.167,39.7545,22,8,0.36363636363636365,0,0.0,8,0.36363636363636365,14,0.6363636363636364,2,1,0.5,0,0.0,1,0.5,1,0.5
-86.167,39.755,1335,81,0.060674157303370786,80,0.0599250936329588,161,0.12059925093632959,1174,0.8794007490636704,73,4,0.0547945205479452,3,0.0410958904109589,7,0.0958904109589041,66,0.9041095890410958
-86.167,39.7555,3570,453,0.126890756302521,140,0.0392156862745098,593,0.1661064425770308,2977,0.8338935574229692,122,22,0.18032786885245902,6,0.04918032786885246,28,0.22950819672131148,94,0.7704918032786885
-86.167,39.756,3529,1209,0.3425899688296968,74,0.020969113063190707,1283,0.3635590818928875,2246,0.6364409181071125,94,20,0.2127659574468085,4,0.0425531914893617,24,0.2553191489361702,70,0.7446808510638298
-86.167,39.7565,20344,6374,0.31331104994101455,683,0.03357255210381439,7057,0.34688360204482893,13287,0.6531163979551711,126,26,0.20634920634920634,5,0.03968253968253968,31,0.24603174603174602,95,0.753968253968254
-86.167,39.757,5889,3035,0.5153676345729326,169,0.02869757174392936,3204,0.544065206316862,2685,0.45593479368313805,114,33,0.2894736842105263,13,0.11403508771929824,46,0.40350877192982454,68,0.5964912280701754
-86.167,39.7575,3546,470,0.13254371122391426,848,0.23914269599548788,1318,0.37168640721940216,2228,0.6283135927805978,215,39,0.1813953488372093,35,0.16279069767441862,74,0.34418604651162793,141,0.6558139534883721
-86.167,39.758,3369,11,0.003265063817156426,1277,0.3790442267735233,1288,0.3823092905906797,2081,0.6176907094093202,108,2,0.018518518518518517,38,0.35185185185185186,40,0.37037037037037035,68,0.6296296296296297
-86.167,39.7585,3300,0,0.0,1368,0.41454545454545455,1368,0.41454545454545455,1932,0.5854545454545454,82,0,0.0,33,0.4024390243902439,33,0.4024390243902439,49,0.5975609756097561
-86.167,39.759,3503,0,0.0,1217,0.3474165001427348,1217,0.3474165001427348,2286,0.6525834998572652,79,0,0.0,30,0.379746835443038,30,0.379746835443038,49,0.620253164556962
-86.167,39.7595,3537,0,0.0,1140,0.32230703986429177,1140,0.32230703986429177,2397,0.6776929601357082,71,0,0.0,22,0.30985915492957744,22,0.30985915492957744,49,0.6901408450704225
-86.167,39.76,3790,0,0.0,790,0.20844327176781002,790,0.20844327176781002,3000,0.7915567282321899,102,0,0.0,30,0.29411764705882354,30,0.29411764705882354,72,0.7058823529411765
-86.167,39.7605,5870,399,0.06797274275979558,813,0.1385008517887564,1212,0.20647359454855196,4658,0.793526405451448,181,13,0.0718232044198895,38,0.20994475138121546,51,0.281767955801105,130,0.7182320441988951
-86.167,39.761,5488,620,0.1129737609329446,1255,0.2286807580174927,1875,0.3416545189504373,3613,0.6583454810495627,102,12,0.11764705882352941,22,0.21568627450980393,34,0.3333333333333333,68,0.6666666666666666
-86.1665,39.7515,14989,0,0.0,2388,0.15931683234371874,2388,0.15931683234371874,12601,0.8406831676562813,92,0,0.0,34,0.3695652173913043,34,0.3695652173913043,58,0.6304347826086957
-86.1665,39.752,4609,0,0.0,795,0.17248860924278586,795,0.17248860924278586,3814,0.8275113907572141,87,0,0.0,27,0.3103448275862069,27,0.3103448275862069,60,0.6896551724137931
-86.1665,39.7525,3234,0,0.0,573,0.17717996289424862,573,0.17717996289424862,2661,0.8228200371057514,99,0,0.0,22,0.2222222222222222,22,0.2222222222222222,77,0.7777777777777778
-86.1665,39.753,7513,80,0.010648209769732464,1717,0.228537202182883,1797,0.23918541195261547,5716,0.7608145880473846,169,5,0.029585798816568046,26,0.15384615384615385,31,0.1834319526627219,138,0.8165680473372781
-86.1665,39.7535,3707,158,0.042622066360938765,863,0.23280280550310223,1021,0.27542487186404097,2686,0.724575128135959,133,3,0.022556390977443608,23,0.17293233082706766,26,0.19548872180451127,107,0.8045112781954887
-86.1665,39.754,8038,112,0.013933814381686987,2132,0.2652401094799701,2244,0.2791739238616571,5794,0.7208260761383428,61,4,0.06557377049180328,15,0.2459016393442623,19,0.3114754098360656,42,0.6885245901639344
-86.1665,39.7545,3879,126,0.03248259860788863,361,0.09306522299561742,487,0.12554782160350605,3392,0.8744521783964939,50,4,0.08,9,0.18,13,0.26,37,0.74
-86.1665,39.755,2049,48,0.02342606149341142,95,0.04636408003904344,143,0.06979014153245486,1906,0.9302098584675451,61,4,0.06557377049180328,4,0.06557377049180328,8,0.13114754098360656,53,0.8688524590163934
-86.1665,39.7565,12634,2730,0.2160835839797372,1225,0.09696058255501029,3955,0.3130441665347475,8679,0.6869558334652525,164,35,0.21341463414634146,7,0.042682926829268296,42,0.25609756097560976,122,0.7439024390243902
-86.1665,39.759,34,0,0.0,34,1.0,34,1.0,0,0.0,1,0,0.0,1,1.0,1,1.0,0,0.0
-86.166,39.7515,1698,0,0.0,2,0.001177856301531213,2,0.001177856301531213,1696,0.9988221436984688,34,0,0.0,2,0.058823529411764705,2,0.058823529411764705,32,0.9411764705882353
-86.166,39.752,2006,0,0.0,494,0.24626121635094717,494,0.24626121635094717,1512,0.7537387836490529,68,0,0.0,20,0.29411764705882354,20,0.29411764705882354,48,0.7058823529411765
-86.166,39.7525,8724,0,0.0,2473,0.2834708849151765,2473,0.2834708849151765,6251,0.7165291150848234,120,0,0.0,30,0.25,30,0.25,90,0.75
-86.166,39.753,3991,0,0.0,862,0.21598596842896517,862,0.21598596842896517,3129,0.7840140315710348,76,0,0.0,24,0.3157894736842105,24,0.3157894736842105,52,0.6842105263157895
-86.166,39.7535,2963,0,0.0,530,0.17887276409044886,530,0.17887276409044886,2433,0.8211272359095512,88,0,0.0,19,0.2159090909090909,19,0.2159090909090909,69,0.7840909090909091
-86.166,39.754,3217,0,0.0,308,0.09574137395088592,308,0.09574137395088592,2909,0.9042586260491141,57,0,0.0,7,0.12280701754385964,7,0.12280701754385964,50,0.8771929824561403
-86.166,39.7545,2031,0,0.0,285,0.14032496307237813,285,0.14032496307237813,1746,0.8596750369276218,50,0,0.0,8,0.16,8,0.16,42,0.84
-86.166,39.755,1498,0,0.0,225,0.15020026702269693,225,0.15020026702269693,1273,0.849799732977303,44,0,0.0,7,0.1590909090909091,7,0.1590909090909091,37,0.8409090909090909
-86.166,39.7555,76,0,0.0,3,0.039473684210526314,3,0.039473684210526314,73,0.9605263157894737,14,0,0.0,1,0.07142857142857142,1,0.07142857142857142,13,0.9285714285714286
-86.166,39.7565,14284,911,0.06377765331839821,1066,0.07462895547465696,1977,0.13840660879305516,12307,0.8615933912069448,169,18,0.10650887573964497,11,0.0650887573964497,29,0.17159763313609466,140,0.8284023668639053
-86.166,39.759,38,24,0.631578947368421,9,0.23684210526315788,33,0.8684210526315789,5,0.13157894736842105,3,1,0.3333333333333333,1,0.3333333333333333,2,0.6666666666666666,1,0.3333333333333333
-86.1655,39.7515,1405,0,0.0,0,0.0,0,0.0,1405,1.0,31,0,0.0,0,0.0,0,0.0,31,1.0
-86.1655,39.754,109,0,0.0,109,1.0,109,1.0,0,0.0,2,0,0.0,2,1.0,2,1.0,0,0.0
-86.1655,39.7545,63,0,0.0,34,0.5396825396825397,34,0.5396825396825397,29,0.4603174603174603,4,0,0.0,2,0.5,2,0.5,2,0.5
-86.1655,39.755,450,0,0.0,99,0.22,99,0.22,351,0.78,34,0,0.0,7,0.20588235294117646,7,0.20588235294117646,27,0.7941176470588235
-86.1655,39.7555,1986,32,0.016112789526686808,336,0.1691842900302115,368,0.18529707955689828,1618,0.8147029204431017,54,2,0.037037037037037035,9,0.16666666666666666,11,0.2037037037037037,43,0.7962962962962963
-86.1655,39.756,8295,3879,0.4676311030741411,1218,0.1468354430379747,5097,0.6144665461121157,3198,0.3855334538878843,93,23,0.24731182795698925,9,0.0967741935483871,32,0.34408602150537637,61,0.6559139784946236
-86.1655,39.7565,42339,14887,0.3516143508349276,6462,0.1526252391412173,21349,0.5042395899761449,20990,0.49576041002385507,221,74,0.334841628959276,15,0.06787330316742081,89,0.40271493212669685,132,0.5972850678733032
-86.1655,39.757,5401,3180,0.5887798555822996,330,0.06109979633401222,3510,0.6498796519163118,1891,0.3501203480836882,97,35,0.36082474226804123,8,0.08247422680412371,43,0.44329896907216493,54,0.5567010309278351
-86.1655,39.7575,4795,2039,0.42523461939520335,278,0.057977059436913454,2317,0.4832116788321168,2478,0.5167883211678832,230,86,0.3739130434782609,7,0.030434782608695653,93,0.4043478260869565,137,0.5956521739130435
-86.1655,39.758,4610,1733,0.3759219088937093,275,0.0596529284164859,2008,0.4355748373101952,2602,0.5644251626898048,188,62,0.32978723404255317,8,0.0425531914893617,70,0.3723404255319149,118,0.6276595744680851
-86.1655,39.7585,4620,2024,0.4380952380952381,330,0.07142857142857142,2354,0.5095238095238095,2266,0.49047619047619045,165,66,0.4,12,0.07272727272727272,78,0.4727272727272727,87,0.5272727272727272
-86.1655,39.759,4625,2101,0.4542702702702703,335,0.07243243243243243,2436,0.5267027027027027,2189,0.4732972972972973,184,82,0.44565217391304346,13,0.07065217391304347,95,0.5163043478260869,89,0.483695652173913
-86.1655,39.7595,4498,2028,0.4508670520231214,310,0.0689195197865718,2338,0.5197865718096932,2160,0.4802134281903068,323,140,0.43343653250773995,9,0.02786377708978328,149,0.4613003095975232,174,0.5386996904024768
-86.1655,39.76,4661,2728,0.5852821282986483,414,0.08882214117142244,3142,0.6741042694700707,1519,0.3258957305299292,146,73,0.5,12,0.0821917808219178,85,0.5821917808219178,61,0.4178082191780822
-86.1655,39.7605,5247,2986,0.5690870973889842,499,0.09510196302649133,3485,0.6641890604154755,1762,0.3358109395845245,197,99,0.5025380710659898,16,0.08121827411167512,115,0.583756345177665,82,0.41624365482233505
-86.1655,39.761,18012,7464,0.41439040639573615,579,0.03214523650899401,8043,0.44653564290473013,9969,0.5534643570952699,242,99,0.4090909090909091,17,0.07024793388429752,116,0.4793388429752066,126,0.5206611570247934
-86.1655,39.7615,1,0,0.0,0,0.0,0,0.0,1,1.0,1,0,0.0,0,0.0,0,0.0,1,1.0
-86.165,39.7515,1367,0,0.0,0,0.0,0,0.0,1367,1.0,29,0,0.0,0,0.0,0,0.0,29,1.0
-86.165,39.754,54,0,0.0,54,1.0,54,1.0,0,0.0,2,0,0.0,2,1.0,2,1.0,0,0.0
-86.165,39.7565,9929,2379,0.23960116829489375,2197,0.22127102427233356,4576,0.46087219256722733,5353,0.5391278074327727,155,67,0.432258064516129,7,0.04516129032258064,74,0.4774193548387097,81,0.5225806451612903
-86.165,39.76,20,11,0.55,0,0.0,11,0.55,9,0.45,2,1,0.5,0,0.0,1,0.5,1,0.5
-86.165,39.7605,78,25,0.32051282051282054,0,0.0,25,0.32051282051282054,53,0.6794871794871795,4,1,0.25,0,0.0,1,0.25,3,0.75
-86.165,39.761,880,723,0.821590909090909,0,0.0,723,0.821590909090909,157,0.1784090909090909,24,12,0.5,0,0.0,12,0.5,12,0.5
-86.1645,39.7515,1359,0,0.0,0,0.0,0,0.0,1359,1.0,30,0,0.0,0,0.0,0,0.0,30,1.0
-86.1645,39.754,48,0,0.0,48,1.0,48,1.0,0,0.0,2,0,0.0,2,1.0,2,1.0,0,0.0
-86.1645,39.7565,3250,1162,0.3575384615384615,922,0.2836923076923077,2084,0.6412307692307693,1166,0.3587692307692308,68,21,0.3088235294117647,7,0.10294117647058823,28,0.4117647058823529,40,0.5882352941176471
-86.164,39.7515,1318,0,0.0,0,0.0,0,0.0,1318,1.0,28,0,0.0,0,0.0,0,0.0,28,1.0
-86.164,39.754,48,0,0.0,32,0.6666666666666666,32,0.6666666666666666,16,0.3333333333333333,4,0,0.0,2,0.5,2,0.5,2,0.5
-86.164,39.7565,3148,1216,0.386277001270648,840,0.2668360864040661,2056,0.6531130876747141,1092,0.3468869123252859,72,16,0.2222222222222222,15,0.20833333333333334,31,0.4305555555555556,41,0.5694444444444444
-86.164,39.761,3,0,0.0,3,1.0,3,1.0,0,0.0,1,0,0.0,1,1.0,1,1.0,0,0.0
-86.1635,39.7515,1275,0,0.0,0,0.0,0,0.0,1275,1.0,28,0,0.0,0,0.0,0,0.0,28,1.0
-86.1635,39.7535,22,0,0.0,15,0.6818181818181818,15,0.6818181818181818,7,0.3181818181818182,3,0,0.0,2,0.6666666666666666,2,0.6666666666666666,1,0.3333333333333333
-86.1635,39.754,24,0,0.0,3,0.125,3,0.125,21,0.875,3,0,0.0,1,0.3333333333333333,1,0.3333333333333333,2,0.6666666666666666
-86.1635,39.7565,3170,1088,0.34321766561514194,902,0.28454258675078864,1990,0.6277602523659306,1180,0.3722397476340694,158,59,0.37341772151898733,22,0.13924050632911392,81,0.5126582278481012,77,0.4873417721518987
-86.163,39.7515,1234,0,0.0,0,0.0,0,0.0,1234,1.0,28,0,0.0,0,0.0,0,0.0,28,1.0
-86.163,39.7535,46,0,0.0,46,1.0,46,1.0,0,0.0,2,0,0.0,2,1.0,2,1.0,0,0.0
-86.163,39.7565,9190,6922,0.7532100108813928,965,0.10500544069640914,7887,0.858215451577802,1303,0.14178454842219804,116,37,0.31896551724137934,24,0.20689655172413793,61,0.5258620689655172,55,0.47413793103448276
-86.163,39.761,136,0,0.0,0,0.0,0,0.0,136,1.0,8,0,0.0,0,0.0,0,0.0,8,1.0
-86.1625,39.7515,1250,0,0.0,0,0.0,0,0.0,1250,1.0,28,0,0.0,0,0.0,0,0.0,28,1.0
-86.1625,39.7535,42,0,0.0,42,1.0,42,1.0,0,0.0,2,0,0.0,2,1.0,2,1.0,0,0.0
-86.1625,39.7565,3393,1408,0.4149720011788977,884,0.26053639846743293,2292,0.6755083996463307,1101,0.3244916003536693,87,21,0.2413793103448276,22,0.25287356321839083,43,0.4942528735632184,44,0.5057471264367817
-86.1625,39.761,552,13,0.02355072463768116,0,0.0,13,0.02355072463768116,539,0.9764492753623188,25,1,0.04,0,0.0,1,0.04,24,0.96
-86.162,39.7515,1234,0,0.0,0,0.0,0,0.0,1234,1.0,28,0,0.0,0,0.0,0,0.0,28,1.0
-86.162,39.7535,42,0,0.0,42,1.0,42,1.0,0,0.0,2,0,0.0,2,1.0,2,1.0,0,0.0
-86.162,39.7565,30411,18448,0.6066226036631482,3880,0.1275854131728651,22328,0.7342080168360133,8083,0.2657919831639867,396,174,0.4393939393939394,30,0.07575757575757576,204,0.5151515151515151,192,0.48484848484848486
-86.162,39.757,6421,3986,0.620775580127706,185,0.028811711571406322,4171,0.6495872916991122,2250,0.3504127083008877,193,103,0.533678756476684,9,0.046632124352331605,112,0.5803108808290155,81,0.41968911917098445
-86.162,39.7575,4425,2902,0.655819209039548,68,0.015367231638418079,2970,0.6711864406779662,1455,0.3288135593220339,212,97,0.45754716981132076,5,0.02358490566037736,102,0.4811320754716981,110,0.5188679245283019
-86.162,39.758,3801,1172,0.3083399105498553,75,0.01973164956590371,1247,0.32807156011575905,2554,0.671928439884241,239,78,0.3263598326359833,3,0.012552301255230125,81,0.3389121338912134,158,0.6610878661087866
-86.162,39.7585,3208,1034,0.32231920199501246,71,0.02213216957605985,1105,0.3444513715710723,2103,0.6555486284289277,103,38,0.36893203883495146,3,0.02912621359223301,41,0.39805825242718446,62,0.6019417475728155
-86.162,39.759,2930,1009,0.34436860068259384,10,0.0034129692832764505,1019,0.3477815699658703,1911,0.6522184300341297,96,33,0.34375,2,0.020833333333333332,35,0.3645833333333333,61,0.6354166666666666
-86.162,39.7595,2592,421,0.16242283950617284,0,0.0,421,0.16242283950617284,2171,0.8375771604938271,107,28,0.2616822429906542,0,0.0,28,0.2616822429906542,79,0.7383177570093458
-86.162,39.76,6912,2077,0.30049189814814814,0,0.0,2077,0.30049189814814814,4835,0.6995081018518519,111,13,0.11711711711711711,0,0.0,13,0.11711711711711711,98,0.8828828828828829
-86.162,39.7605,1651,120,0.0726832222895215,0,0.0,120,0.0726832222895215,1531,0.9273167777104785,17,3,0.17647058823529413,0,0.0,3,0.17647058823529413,14,0.8235294117647058
-86.162,39.761,5571,14,0.0025130138215760187,0,0.0,14,0.0025130138215760187,5557,0.997486986178424,50,2,0.04,0,0.0,2,0.04,48,0.96
-86.1615,39.7515,1229,0,0.0,0,0.0,0,0.0,1229,1.0,28,0,0.0,0,0.0,0,0.0,28,1.0
-86.1615,39.7535,42,0,0.0,42,1.0,42,1.0,0,0.0,2,0,0.0,2,1.0,2,1.0,0,0.0
-86.1615,39.7565,8213,3438,0.4186046511627907,1127,0.13722147814440522,4565,0.555826129307196,3648,0.4441738706928041,113,36,0.3185840707964602,19,0.168141592920354,55,0.48672566371681414,58,0.5132743362831859
-86.1615,39.757,21,3,0.14285714285714285,0,0.0,3,0.14285714285714285,18,0.8571428571428571,2,1,0.5,0,0.0,1,0.5,1,0.5
-86.1615,39.7575,87,45,0.5172413793103449,0,0.0,45,0.5172413793103449,42,0.4827586206896552,6,2,0.3333333333333333,0,0.0,2,0.3333333333333333,4,0.6666666666666666
-86.1615,39.758,435,26,0.059770114942528735,0,0.0,26,0.059770114942528735,409,0.9402298850574713,23,4,0.17391304347826086,0,0.0,4,0.17391304347826086,19,0.8260869565217391
-86.1615,39.7585,975,108,0.11076923076923077,49,0.050256410256410255,157,0.16102564102564104,818,0.838974358974359,36,6,0.16666666666666666,1,0.027777777777777776,7,0.19444444444444445,29,0.8055555555555556
-86.1615,39.759,1763,296,0.16789563244469655,299,0.16959727736812252,595,0.3374929098128191,1168,0.6625070901871809,41,4,0.0975609756097561,3,0.07317073170731707,7,0.17073170731707318,34,0.8292682926829268
-86.1615,39.7595,1654,165,0.09975816203143893,0,0.0,165,0.09975816203143893,1489,0.900241837968561,49,3,0.061224489795918366,0,0.0,3,0.061224489795918366,46,0.9387755102040817
-86.1615,39.76,2340,497,0.2123931623931624,0,0.0,497,0.2123931623931624,1843,0.7876068376068376,131,20,0.15267175572519084,0,0.0,20,0.15267175572519084,111,0.8473282442748091
-86.1615,39.7605,3123,917,0.2936279218699968,0,0.0,917,0.2936279218699968,2206,0.7063720781300032,55,19,0.34545454545454546,0,0.0,19,0.34545454545454546,36,0.6545454545454545
-86.1615,39.761,9054,4311,0.4761431411530815,0,0.0,4311,0.4761431411530815,4743,0.5238568588469185,183,76,0.41530054644808745,0,0.0,76,0.41530054644808745,107,0.5846994535519126
-86.1615,39.7615,1,1,1.0,0,0.0,1,1.0,0,0.0,1,1,1.0,0,0.0,1,1.0,0,0.0
-86.161,39.7515,1212,0,0.0,0,0.0,0,0.0,1212,1.0,28,0,0.0,0,0.0,0,0.0,28,1.0
-86.161,39.7535,38,0,0.0,38,1.0,38,1.0,0,0.0,2,0,0.0,2,1.0,2,1.0,0,0.0
-86.161,39.7565,4722,1529,0.3238034731046167,686,0.14527742481999154,2215,0.4690808979246083,2507,0.5309191020753918,176,51,0.2897727272727273,18,0.10227272727272728,69,0.39204545454545453,107,0.6079545454545454
-86.161,39.7585,19,9,0.47368421052631576,8,0.42105263157894735,17,0.894736842105263,2,0.10526315789473684,3,1,0.3333333333333333,1,0.3333333333333333,2,0.6666666666666666,1,0.3333333333333333
