grid_lat,grid_lon,total_sample,mw_sample,mw_ratio,sub6_sample,sub6_ratio,5g_sample,5g_sample,lte_sample,lte_ratio,total_cs_sample,mw_cs_sample,mw_cs_ratio,sub6_cs_sample,sub6_cs_ratio,5g_cs_sample,5g_cs_sample,lte_cs_sample,lte_cs_ratio
-86.1665,39.7665,38,0,0.0,38,1.0,38,1.0,0,0.0,1,0,0.0,1,1.0,1,1.0,0,0.0
-86.1665,39.767,1402,0,0.0,1381,0.985021398002853,1381,0.985021398002853,21,0.014978601997146932,14,0,0.0,11,0.7857142857142857,11,0.7857142857142857,3,0.21428571428571427
-86.1665,39.7675,310,0,0.0,310,1.0,310,1.0,0,0.0,6,0,0.0,6,1.0,6,1.0,0,0.0
-86.1665,39.768,281,0,0.0,279,0.9928825622775801,279,0.9928825622775801,2,0.0071174377224199285,7,0,0.0,6,0.8571428571428571,6,0.8571428571428571,1,0.14285714285714285
-86.1665,39.7685,287,0,0.0,273,0.9512195121951219,273,0.9512195121951219,14,0.04878048780487805,9,0,0.0,6,0.6666666666666666,6,0.6666666666666666,3,0.3333333333333333
-86.1665,39.769,285,0,0.0,268,0.9403508771929825,268,0.9403508771929825,17,0.05964912280701754,9,0,0.0,7,0.7777777777777778,7,0.7777777777777778,2,0.2222222222222222
-86.1665,39.7695,327,0,0.0,298,0.9113149847094801,298,0.9113149847094801,29,0.08868501529051988,11,0,0.0,7,0.6363636363636364,7,0.6363636363636364,4,0.36363636363636365
-86.1665,39.77,1200,0,0.0,412,0.3433333333333333,412,0.3433333333333333,788,0.6566666666666666,8,0,0.0,6,0.75,6,0.75,2,0.25
-86.1665,39.7705,194,0,0.0,154,0.7938144329896907,154,0.7938144329896907,40,0.20618556701030927,4,0,0.0,3,0.75,3,0.75,1,0.25
-86.1665,39.771,361,0,0.0,320,0.8864265927977839,320,0.8864265927977839,41,0.11357340720221606,10,0,0.0,8,0.8,8,0.8,2,0.2
-86.1665,39.7715,1985,0,0.0,1724,0.8685138539042822,1724,0.8685138539042822,261,0.13148614609571788,16,0,0.0,10,0.625,10,0.625,6,0.375
-86.1665,39.772,1331,0,0.0,1197,0.8993238166791886,1197,0.8993238166791886,134,0.10067618332081142,22,0,0.0,14,0.6363636363636364,14,0.6363636363636364,8,0.36363636363636365
