grid_lat,grid_lon,thput_sample_num,mw_thput_sample_num,mw_thput_0,mw_thput_10,mw_thput_25,mw_thput_50,mw_thput_75,mw_thput_90,mw_thput_100,sub6_thput_sample_num,sub6_thput_0,sub6_thput_10,sub6_thput_25,sub6_thput_50,sub6_thput_75,sub6_thput_90,sub6_thput_100,lte_thput_sample_num,lte_thput_0,lte_thput_10,lte_thput_25,lte_thput_50,lte_thput_75,lte_thput_90,lte_thput_100,5g_thput_sample_num,5g_thput_0,5g_thput_10,5g_thput_25,5g_thput_50,5g_thput_75,5g_thput_90,5g_thput_100,all_thput_sample_num,all_thput_0,all_thput_10,all_thput_25,all_thput_50,all_thput_75,all_thput_90,all_thput_100,mw_thput_avg,mw_thput_std,sub6_thput_avg,sub6_thput_std,lte_thput_avg,lte_thput_std,5g_thput_avg,5g_thput_std,all_thput_avg,all_thput_std
-86.1675,39.7565,0,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
-86.167,39.7525,0,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
-86.167,39.753,0,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
-86.167,39.7535,0,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
-86.167,39.7545,11,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,11,0.0,36.26752,39.30432,44.31104,47.58336,56.042880000000004,57.26304,0,None,None,None,None,None,None,None,11,0.0,36.26752,39.30432,44.31104,47.58336,56.042880000000004,57.26304,None,None,None,None,41.10958545454545,14.511551423028711,None,None,41.10958545454545,14.511551423028711
-86.167,39.755,192,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,192,0.0,10.356608000000001,20.544800000000002,28.38368,62.63528,77.375008,142.81663999999998,0,None,None,None,None,None,None,None,192,0.0,10.356608000000001,20.544800000000002,28.38368,62.63528,77.375008,142.81663999999998,None,None,None,None,39.59739208333333,28.456085886463793,None,None,39.59739208333333,28.456085886463793
-86.167,39.7555,564,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,564,0.0,3.5728640000000005,6.910159999999999,11.57312,41.59672,83.10931199999999,178.55872,0,None,None,None,None,None,None,None,564,0.0,3.5728640000000005,6.910159999999999,11.57312,41.59672,83.10931199999999,178.55872,None,None,None,None,28.7885809929078,33.272148720523724,None,None,28.7885809929078,33.272148720523724
-86.167,39.756,550,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,550,0.0,8.266912,13.777519999999999,26.017599999999998,88.52624,111.15776,212.88416,0,None,None,None,None,None,None,None,550,0.0,8.266912,13.777519999999999,26.017599999999998,88.52624,111.15776,212.88416,None,None,None,None,50.004608,44.61726977510209,None,None,50.004608,44.61726977510209
-86.167,39.7565,2984,155,0.0,1.53504,3.33728,7.731519999999999,14.77072,394.69516799999985,501.91071999999997,82,0.0,20.498943999999998,42.86224,55.52896,70.35327999999998,87.25395200000001,129.21151999999998,2747,0.0,3.932672,11.3152,46.60383999999999,96.63936,136.896256,723.30944,237,0.0,1.668544,4.9187199999999995,14.166080000000001,60.840959999999995,300.7346560000003,501.91071999999997,2984,0.0,3.4959999999999996,10.539439999999999,43.19423999999999,94.73543999999998,137.08755200000004,723.30944,74.65585961290323,151.8960601325007,54.95839609756098,25.147594570535052,73.31329671641792,100.17775040755902,67.8407034599156,124.08123703304152,72.8786436997319,102.29138426780953
-86.167,39.757,1501,84,0.0,0.4939840000000001,1.1487999999999998,2.6204799999999997,4.6966399999999995,6.1143360000000015,16.11904,42,0.0,79.073088,92.50992,101.59136,107.4624,118.03398399999999,158.68159999999997,1375,0.0,2.2812799999999998,14.70512,70.1952,111.05408,134.669696,641.52096,126,0.0,0.80416,1.51944,4.59552,92.2336,105.82432,158.68159999999997,1501,0.0,1.8163199999999997,11.791039999999999,67.3424,109.16608,132.864,641.52096,3.13255619047619,2.6119476033512146,98.13169523809522,25.281605970756047,69.8060463709091,61.82411224919345,34.79893587301587,47.14997968970381,66.86740818121253,61.49978504052348
-86.167,39.7575,885,65,0.0,0.0,0.11488,4.48096,18.18208,57.27475200000001,91.63743999999998,44,0.0,7.030015999999999,39.77456,71.06175999999999,95.38336,107.50208,181.99487999999997,776,0.0,1.7425599999999999,8.53432,42.62128,69.71784,97.09312,182.05056,109,0.0,0.0,2.36352,18.18208,68.79776,95.31904,181.99487999999997,885,0.0,0.9778560000000003,7.414079999999999,40.568639999999995,69.69984,96.893952,182.05056,15.657664,23.18475240281753,68.38234181818181,41.78013068712008,45.00582268041237,38.49557533849844,36.941020183486245,41.16262163853085,44.012530621468926,38.92428307086974
-86.167,39.758,820,51,0.0,4.8147199999999994,6.284,14.149759999999999,32.51263999999999,59.18336,112.85247999999999,38,0.0,8.57216,18.27904,30.307519999999997,38.16064,41.745728,43.721599999999995,731,0.0,1.7852799999999998,12.092479999999998,30.39584,48.875519999999995,65.16288,178.5424,89,0.0,5.068672,7.43584,22.88704,36.566399999999994,44.48838400000001,112.85247999999999,820,0.0,2.1206400000000003,11.317919999999999,29.52688,47.567919999999994,63.845183999999996,178.5424,22.926494117647053,23.060895178958056,27.37817263157895,12.667553181736997,32.86230982216142,24.87830920313701,24.827210786516854,19.444915543458965,31.990207609756094,24.47526820428516
-86.167,39.7585,792,55,0.0,2.234368000000001,33.2328,51.5104,61.7496,72.358848,97.10592,31,0.0,15.348799999999999,19.74192,29.91776,40.1824,47.717119999999994,63.485440000000004,706,0.0,10.0808,26.311199999999996,44.323679999999996,61.50655999999999,78.31423999999998,319.7888,86,0.0,8.44192,25.633759999999995,41.770880000000005,56.894079999999995,67.61615999999998,97.10592,792,0.0,10.007968000000002,26.177039999999995,43.859359999999995,61.03344,76.595136,319.7888,46.212701090909086,23.238389955972707,30.14742709677419,14.403113505457252,47.79755932011331,36.92462145121738,40.42173023255815,21.90068402044116,46.99664858585859,35.67529600212437
-86.167,39.759,812,61,0.0,11.30432,25.0768,45.96352,62.79968,77.62304,100.39808000000001,34,0.0,20.473112,39.19355999999999,43.65119999999999,50.63424,56.786367999999996,64.38719999999999,717,0.0,11.121536000000017,33.87072,50.80064,68.984,85.09337599999996,305.88512,95,0.0,12.170752,32.01072,44.945919999999994,56.92896,73.17708800000003,100.39808000000001,812,0.0,11.632448000000002,33.501439999999995,49.65152,67.6976,84.12211199999999,305.88512,45.027011147540975,24.773683437443903,41.84390823529411,15.000433349337232,56.74606047419804,46.841335491555675,43.88779536842106,21.83900459997984,55.241706798029554,44.83626593628712
-86.167,39.7595,1110,42,0.0,16.860352,22.89936,36.1984,41.048159999999996,49.513279999999995,63.347519999999996,217,0.0,18.664575999999997,25.113599999999998,33.73056,38.66816,45.533567999999995,70.34367999999999,851,0.0,3.29664,23.005919999999996,38.5888,50.70591999999999,67.73952,294.33279999999996,259,0.0,18.022784,24.429119999999998,33.92384,39.61888,46.18611200000001,70.34367999999999,1110,0.0,4.452736,23.275199999999998,36.62832,48.411919999999995,63.318144,294.33279999999996,33.86705523809523,13.417019137839047,32.17568294930875,11.509262097976142,45.60013386603995,49.014496845874575,32.44995953667953,11.855932451511409,42.53175985585585,43.65305055646861
-86.167,39.76,893,33,0.0,13.521792000000001,16.38784,24.516479999999998,34.49856,41.642112,50.975359999999995,0,None,None,None,None,None,None,None,860,0.0,0.0,9.996319999999999,24.178239999999995,35.255039999999994,49.04716800000001,273.11904,33,0.0,13.521792000000001,16.38784,24.516479999999998,34.49856,41.642112,50.975359999999995,893,0.0,0.0,10.39072,24.284799999999997,35.24384,48.677632,273.11904,25.66281696969697,12.256702479112468,None,None,32.36156995348837,43.71600211212303,25.66281696969697,12.256702479112468,32.114023650615906,42.983889560351216
-86.167,39.7605,1232,35,0.0,4.079359999999999,5.77792,9.25888,11.824639999999999,14.245504000000004,16.112,0,None,None,None,None,None,None,None,1197,0.0,1.450368,6.49664,13.2512,20.53824,33.458688000000016,279.01792,35,0.0,4.079359999999999,5.77792,9.25888,11.824639999999999,14.245504000000004,16.112,1232,0.0,1.462976,6.4821599999999995,12.978559999999998,20.326159999999998,32.75820800000008,279.01792,8.945791999999999,3.9881626341367484,None,None,28.48314974101921,55.25609892162834,8.945791999999999,3.9881626341367484,27.92811116883117,54.566331873258164
-86.167,39.761,1255,7,0.0,0.6001920000000001,1.8905599999999998,4.056,5.9612799999999995,7.57568,7.833919999999999,0,None,None,None,None,None,None,None,1248,0.0,0.91904,4.0024,13.65968,31.8452,52.33606399999999,453.95104000000003,7,0.0,0.6001920000000001,1.8905599999999998,4.056,5.9612799999999995,7.57568,7.833919999999999,1255,0.0,0.9190400000000001,3.9776,13.480319999999999,31.829439999999998,52.270336000000015,453.95104000000003,3.9419428571428567,2.752047647997574,None,None,24.56889378205128,36.80762355305689,3.9419428571428567,2.752047647997574,24.45384305976096,36.73753727268792
-86.1665,39.7515,1841,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,1841,0.0,4.262079999999999,15.687359999999998,29.66848,43.5616,59.7088,118.58079999999998,0,None,None,None,None,None,None,None,1841,0.0,4.262079999999999,15.687359999999998,29.66848,43.5616,59.7088,118.58079999999998,None,None,None,None,31.13128895165671,20.383230317314585,None,None,31.13128895165671,20.383230317314585
-86.1665,39.752,628,0,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,628,0.0,3.096128,15.90504,34.01072,57.16464,78.99318400000001,122.76191999999999,0,None,None,None,None,None,None,None,628,0.0,3.096128,15.90504,34.01072,57.16464,78.99318400000001,122.76191999999999,None,None,None,None,38.29024433121019,28.047135625689673,None,None,38.29024433121019,28.047135625689673
