time,lat,lon,pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nr_scell1_cid,nr_scell1_freq,nr_scell2_cid,nr_scell2_freq,nr_scell3_cid,nr_scell3_freq,cell_set_type,cell_set_type_v2,throughput,rtt,disruption,thput_confidence_level,bw,time_delta,cell_num,width
1640549190,-86.16176268,39.76822999,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,225.73136,None,None,1,120,3.53000021,5,420
1640549190,-86.16176182,39.76822985,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,155.03232,None,None,1,120,3.640000105,5,420
1640549191,-86.16176076,39.76822967,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,156.93904,None,None,1,120,3.75,5,420
1640549191,-86.1617598,39.76822951,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,162.95344,None,None,1,120,3.850000143,5,420
1640549191,-86.16175971,39.76822959,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,149.09568,None,None,1,120,3.960000038,5,420
1640549191,-86.16176035,39.76822989,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,73.75024,None,None,1,120,4.060000181,5,420
1640549191,-86.16176087,39.76823014,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,166.81024,None,None,1,120,4.170000076,5,420
1640549191,-86.16176145,39.76823041,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,211.94736,None,None,1,120,4.28000021,5,420
1640549191,-86.16176209,39.76823072,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,214.74144,None,None,1,120,4.390000105,5,420
1640549191,-86.16176261,39.76823096,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,158.93968,None,None,1,120,4.5,5,420
1640549191,-86.16176325,39.76823126,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,174.80192,None,None,1,120,4.600000143,5,420
1640549192,-86.16176377,39.76823151,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,156.83424,None,None,1,120,4.710000038,5,420
1640549192,-86.16176441,39.76823182,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,112.79008,None,None,1,120,4.810000181,5,420
1640549192,-86.16176499,39.76823209,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,173.91456,None,None,1,120,4.920000076,5,420
1640549192,-86.16176521,39.76823254,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,175.55184,None,None,1,120,5.03000021,5,420
1640549192,-86.16176516,39.76823349,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,265.11824,None,None,1,120,5.140000105,5,420
1640549192,-86.16176513,39.76823427,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,149.31072,None,None,1,120,5.25,5,420
1640549192,-86.16176509,39.76823513,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,160.136,None,None,1,120,5.350000143,5,420
1640549192,-86.16176505,39.76823607,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,181.17408,None,None,1,120,5.460000038,5,420
1640549192,-86.16176502,39.76823685,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,169.9024,None,None,1,120,5.560000181,5,420
