time,lat,lon,pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nr_scell1_cid,nr_scell1_freq,nr_scell2_cid,nr_scell2_freq,nr_scell3_cid,nr_scell3_freq,cell_set_type,cell_set_type_v2,throughput,rtt,disruption,thput_confidence_level,bw,time_delta,cell_num,width,avg_speed
1640549535,-86.16178156,39.76822324,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,47.84528,None,None,1,20,348.1000001,1,20,45.487232
1640549536,-86.16178148,39.76822309,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,51.43824,None,None,1,20,349.1700001,1,20,41.868928
1640549537,-86.16178151,39.76822311,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,47.09536,None,None,1,20,350.25,1,20,44.919968
1640549538,-86.16178152,39.76822313,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,51.0912,None,None,1,20,351.3100002,1,20,47.435072000000005
1640549539,-86.16178152,39.76822316,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,45.29344,None,None,1,20,352.3900001,1,20,43.487536000000006
1640549540,-86.1617815,39.76822315,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,48.97488,None,None,1,20,353.46,1,20,38.77024
1640549541,-86.16178153,39.76822323,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,42.4544,None,None,1,20,354.5300002,1,20,42.626431999999994
1640549542,-86.16178157,39.76822325,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,41.09888,None,None,1,20,355.6000001,1,20,41.728047999999994
1640549544,-86.16178155,39.76822319,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,40.68512,None,None,1,20,356.6700001,1,20,39.538512
1640549545,-86.16178151,39.76822313,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,37.21872,None,None,1,20,357.75,1,20,41.24248
1640549546,-86.16178158,39.76822318,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,45.99296,None,None,1,20,358.8100002,1,20,43.912031999999996
1640549547,-86.16178162,39.76822322,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,46.98512,None,None,1,20,359.8900001,1,20,41.30616
1640549548,-86.16178166,39.76822329,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,53.61584,None,None,1,20,360.96,1,20,45.626048000000004
1640549549,-86.16178165,39.76822326,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,51.20144,None,None,1,20,362.0300002,1,20,44.379535999999995
1640549550,-86.16178168,39.76822328,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,44.20736,None,None,1,20,363.1000001,1,20,47.184784
1640549551,-86.16178169,39.76822331,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,45.64048,None,None,1,20,364.1700001,1,20,41.323856
1640549552,-86.1617817,39.76822337,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,45.56832,None,None,1,20,365.25,1,20,45.150383999999995
1640549553,-86.16178174,39.76822339,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,0,None,None,1,20,366.3100002,1,20,40.76326400000001
1640549554,-86.16178177,39.76822341,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,44.29584,None,None,1,20,367.3900001,1,20,42.608191999999995
1640549555,-86.16178174,39.76822335,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,41.57248,None,None,1,20,368.46,1,20,39.609552
1640549556,-86.16178175,39.76822337,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,47.76768,None,None,1,20,369.5300002,1,20,44.91112
1640549557,-86.16178177,39.7682234,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,50.54,None,None,1,20,370.6000001,1,20,39.111295999999996
1640549559,-86.16178175,39.7682234,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,51.91328,None,None,1,20,371.6700001,1,20,50.663328
1640549560,-86.16178156,39.76822327,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,0,None,None,1,20,372.75,1,20,46.44048
1640549561,-86.16178162,39.76822337,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,45.66224,None,None,1,20,373.8100002,1,20,46.22366400000001
1640549562,-86.16178167,39.76822345,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,39.9856,None,None,1,20,374.8900001,1,20,47.13974399999999
1640549563,-86.16178173,39.76822355,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,44.69184,None,None,1,20,375.96,1,20,44.818576
1640549564,-86.16178178,39.76822365,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,52.98704,None,None,1,20,377.0300002,1,20,47.727136
1640549565,-86.16178183,39.76822368,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,45.54112,None,None,1,20,378.1000001,1,20,42.24088
1640549566,-86.16178188,39.76822371,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,43.5568,None,None,1,20,379.1700001,1,20,49.897631999999994
1640549567,-86.16178191,39.76822373,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,49.488,None,None,1,20,380.25,1,20,54.133024
1640549568,-86.16178189,39.76822369,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,0,None,None,1,20,381.3100002,1,20,45.21968
1640549569,-86.16178191,39.76822369,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,53.68256,None,None,1,20,382.3900001,1,20,51.790639999999996
1640549570,-86.1617819,39.7682236,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,46.208,None,None,1,20,383.46,1,20,46.262576
1640549571,-86.16178186,39.76822348,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,44.54352,None,None,1,20,384.5300002,1,20,44.983936
1640549572,-86.1617818,39.76822337,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,0,None,None,1,20,385.6000001,1,20,45.858928
1640549574,-86.16178174,39.7682233,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,0,None,None,1,20,386.6700001,1,20,0.0
1640549575,-86.16178174,39.7682233,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,0,None,None,1,20,387.75,1,20,0.0
1640549576,-86.16178175,39.76822333,369,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,0,None,None,1,10,388.8100002,1,10,0.0
1640549577,-86.16178175,39.76822331,369,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,0,None,None,1,10,389.8900001,1,10,0.0
1640549578,-86.16178173,39.76822323,369,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,49.20336,None,None,1,10,390.96,1,10,14.872527999999999
1640549579,-86.16178175,39.76822323,369,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,32.00128,None,None,1,10,392.0300002,1,10,37.056855999999996
1640549580,-86.16178175,39.7682232,369,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,22.26968,None,None,1,10,393.1000001,1,10,33.563152
1640549581,-86.16178179,39.76822323,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,51.78672,None,None,1,20,394.1700001,1,20,29.149632000000004
1640549582,-86.16178186,39.76822332,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,43.98688,None,None,1,20,395.25,1,20,38.46636
1640549583,-86.16178192,39.76822338,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,49.49888,None,None,1,20,396.3100002,1,20,46.920408
1640549584,-86.16178196,39.76822343,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,50.5128,None,None,1,20,397.3900001,1,20,49.492751999999996
1640549585,-86.16178201,39.76822349,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,0,None,None,1,20,398.46,1,20,43.99616
1640549586,-86.16178206,39.76822356,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,53.83088,None,None,1,20,399.5300002,1,20,51.60091200000001
1640549587,-86.16178212,39.76822364,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,53.73696,None,None,1,20,400.6000001,1,20,51.087824
1640549589,-86.16178216,39.76822372,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,39.42352,None,None,1,20,401.6700001,1,20,42.52383999999999
1640549590,-86.16178221,39.7682238,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,46.21344,None,None,1,20,402.75,1,20,46.815008
1640549591,-86.16178226,39.76822385,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,51.31168,None,None,1,20,403.8100002,1,20,48.581024
1640549592,-86.1617823,39.76822385,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,53.6104,None,None,1,20,404.8900001,1,20,42.99896000000001
1640549593,-86.16178233,39.76822386,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,49.1736,None,None,1,20,405.96,1,20,46.967168
1640549594,-86.16178236,39.76822386,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,42.96752,None,None,1,20,407.0300002,1,20,48.21955200000001
1640549595,-86.16178236,39.76822377,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,46.19168,None,None,1,20,408.1000001,1,20,47.02718399999999
1640549596,-86.16178239,39.76822377,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,48.78304,None,None,1,20,409.1700001,1,20,43.020064000000005
1640549597,-86.16178241,39.76822377,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,50.95376,None,None,1,20,410.25,1,20,46.379632
1640549598,-86.16178243,39.76822378,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,46.19712,None,None,1,20,411.3100002,1,20,48.014448
1640549599,-86.16178245,39.76822378,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,45.88272,None,None,1,20,412.3900001,1,20,47.232288000000004
1640549600,-86.16178245,39.76822378,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,51.9568,None,None,1,20,413.46,1,20,44.57484799999999
1640549601,-86.16178247,39.76822379,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,52.69584,None,None,1,20,414.5300002,1,20,49.465807999999996
1640549602,-86.16178254,39.76822389,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,49.05792,None,None,1,20,415.6000001,1,20,48.294688
1640549604,-86.16178255,39.76822402,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,39.42896,None,None,1,20,416.6700001,1,20,43.03816
1640549605,-86.16178242,39.76822418,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,39.55008,None,None,1,20,417.75,1,20,45.28934399999999
1640549606,-86.16178246,39.76822425,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,48.73264,None,None,1,20,418.8100002,1,20,45.094176
1640549607,-86.16178249,39.76822431,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,48.76528,None,None,1,20,419.8900001,1,20,41.050032
1640549608,-86.16178252,39.76822437,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,44.41696,None,None,1,20,420.96,1,20,43.58744
1640549609,-86.16178255,39.76822441,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,44.5272,None,None,1,20,422.0300002,1,20,47.351775999999994
1640549610,-86.16178257,39.76822438,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,49.15728,None,None,1,20,423.1000001,1,20,44.132112
1640549611,-86.1617826,39.76822443,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,21.36192,None,None,1,20,424.1700001,1,20,44.636352
1640549612,-86.16178263,39.7682245,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,45.2608,None,None,1,20,425.25,1,20,41.038016000000006
1640549613,-86.16178266,39.76822456,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,43.34176,None,None,1,20,426.3100002,1,20,42.745008
1640549614,-86.16178268,39.76822463,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,50.07184,None,None,1,20,427.3900001,1,20,46.409983999999994
1640549615,-86.16178271,39.7682247,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,48.7544,None,None,1,20,428.46,1,20,46.328863999999996
1640549616,-86.16178274,39.76822473,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,45.66768,None,None,1,20,429.5300002,1,20,41.001984
1640549617,-86.16178273,39.76822465,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,51.10208,None,None,1,20,430.6000001,1,20,47.166143999999996
1640549619,-86.16178275,39.76822467,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,51.84656,None,None,1,20,431.6700001,1,20,45.985632
1640549620,-86.16178274,39.7682246,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,50.4856,None,None,1,20,432.75,1,20,45.85537599999999
1640549621,-86.16178279,39.76822466,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,43.09408,None,None,1,20,433.8100002,1,20,42.023264000000005
1640549622,-86.16178281,39.76822463,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,42.85728,None,None,1,20,434.8900001,1,20,49.416672
1640549623,-86.16178283,39.76822465,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,46.54416,None,None,1,20,435.96,1,20,43.978032
1640549624,-86.16178287,39.76822472,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,46.08688,None,None,1,20,437.0300002,1,20,40.719744000000006
1640549625,-86.16178289,39.7682248,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,48.37472,None,None,1,20,438.1000001,1,20,46.26232
1640549626,-86.16178286,39.76822492,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,37.43376,None,None,1,20,439.1700001,1,20,45.613535999999996
1640549627,-86.16178284,39.76822502,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,42.91712,None,None,1,20,440.25,1,20,42.636911999999995
1640549628,-86.16178285,39.76822501,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,46.74288,None,None,1,20,441.3100002,1,20,42.368816
1640549629,-86.16178284,39.76822496,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,85.44112,None,None,1,20,442.3900001,1,20,67.907552
1640549630,-86.16178285,39.76822496,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,53.60496,None,None,1,20,443.46,1,20,64.31292799999999
1640549631,-86.16178287,39.76822499,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,57.6784,None,None,1,20,444.5300002,1,20,56.654399999999995
1640549632,-86.16178286,39.76822502,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,59.47488,None,None,1,20,445.6000001,1,20,56.79419200000001
1640549634,-86.16178288,39.76822505,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,68.7296,None,None,1,20,446.6700001,1,20,62.94664
1640549635,-86.16178288,39.76822502,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,50.16576,None,None,1,20,447.75,1,20,53.492688
1640549636,-86.16178293,39.76822487,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,55.01088,None,None,1,20,448.8100002,1,20,55.276799999999994
1640549637,-86.16178291,39.76822482,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,0,None,None,1,20,449.8900001,1,20,0.0
1640549638,-86.1617829,39.76822482,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,0,None,None,1,20,450.96,1,20,0.0
1640549639,-86.1617829,39.76822487,369,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,0,None,None,1,10,452.0300002,1,10,0.0
1640549640,-86.1617829,39.76822493,369,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,0,None,None,1,10,453.1000001,1,10,0.0
1640549641,-86.16178288,39.76822498,369,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,29.41448,None,None,1,10,454.1700001,1,10,13.780512000000002
1640549642,-86.16178291,39.76822504,369,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,0,None,None,1,10,455.25,1,10,34.199848
1640549643,-86.16178293,39.7682251,369,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,10.45144,None,None,1,10,456.3100002,1,10,30.351736
1640549644,-86.16178294,39.76822516,369,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,46.5496,None,None,1,10,457.3900001,1,10,39.841744
1640549645,-86.16178297,39.76822522,369,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,38.87776,None,None,1,10,458.46,1,10,38.746952
1640549646,-86.161783,39.76822527,369,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,20.63168,None,None,1,10,459.5300002,1,10,23.383319999999998
1640549647,-86.16178302,39.7682253,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,15.29872,None,None,1,20,460.6000001,1,20,14.65112
1640549649,-86.16178306,39.76822531,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,20.49488,None,None,1,20,461.6700001,1,20,15.851808
1640549650,-86.16178308,39.76822532,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,10.4032,None,None,1,20,462.75,1,20,12.705711999999997
1640549651,-86.1617831,39.76822534,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,14.14048,None,None,1,20,463.8100002,1,20,13.885808
1640549652,-86.16178313,39.76822539,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,12.2392,None,None,1,20,464.8900001,1,20,17.591392000000003
1640549653,-86.16178317,39.76822542,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,13.54032,None,None,1,20,465.96,1,20,11.017599999999998
1640549654,-86.1617832,39.76822545,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,10.65232,None,None,1,20,467.0300002,1,20,9.3076
1640549655,-86.16178323,39.7682255,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,11.75328,None,None,1,20,468.1000001,1,20,10.832624
1640549656,-86.16178326,39.76822553,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,14.35552,None,None,1,20,469.1700001,1,20,13.84584
1640549657,-86.16178329,39.76822556,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,19.88736,None,None,1,20,470.25,1,20,14.676400000000001
1640549658,-86.16178333,39.76822559,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,10.90544,None,None,1,20,471.3100002,1,20,18.060064
1640549659,-86.16178337,39.76822563,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,8.4856,None,None,1,20,472.3900001,1,20,10.311376000000001
1640549660,-86.16178341,39.76822567,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,10.33792,None,None,1,20,473.46,1,20,11.899232000000001
1640549661,-86.16178345,39.76822571,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,19.6144,None,None,1,20,474.5300002,1,20,14.563664
1640549662,-86.16178348,39.76822575,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,16.43376,None,None,1,20,475.6000001,1,20,18.923152
1640549664,-86.16178351,39.7682258,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,14.97888,None,None,1,20,476.6700001,1,20,17.346176
1640549665,-86.16178354,39.76822585,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,18.23568,None,None,1,20,477.75,1,20,16.56
1640549666,-86.16178357,39.76822589,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,26.40432,None,None,1,20,478.8100002,1,20,20.008512000000003
1640549667,-86.16178362,39.76822593,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,18.99648,None,None,1,20,479.8900001,1,20,21.706752
1640549668,-86.16178366,39.76822598,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,8.46384,None,None,1,20,480.96,1,20,12.480383999999999
1640549669,-86.16178369,39.76822602,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,18.6168,None,None,1,20,482.0300002,1,20,14.029328000000001
1640549670,-86.16178373,39.76822606,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,19.21152,None,None,1,20,483.1000001,1,20,13.822128000000001
1640549671,-86.16178375,39.76822608,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,25.58224,None,None,1,20,484.1700001,1,20,20.086512
1640549672,-86.16178378,39.7682261,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,25.20256,None,None,1,20,485.25,1,20,22.46712
1640549673,-86.1617838,39.76822614,306,850,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,13.24768,None,None,1,20,486.3100002,1,20,16.931168
