time,lat,lon,pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nr_scell1_cid,nr_scell1_freq,nr_scell2_cid,nr_scell2_freq,nr_scell3_cid,nr_scell3_freq,cell_set_type,cell_set_type_v2,throughput,rtt,disruption,thput_confidence_level,bw,time_delta,cell_num,width,avg_speed
1640549404,-86.16177523,39.7682168,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,62.55616,None,None,1,420,217.3900001,5,420,18.255752
1640549405,-86.16177523,39.76821694,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,94.95984,None,None,1,420,218.46,5,420,88.935416
1640549406,-86.16177523,39.76821707,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,60.52144,None,None,1,420,219.5300002,5,420,61.246592
1640549407,-86.16177525,39.7682172,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,62.72624,None,None,1,420,220.6000001,5,420,53.634592
1640549409,-86.16177527,39.76821733,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,66.288,None,None,1,420,221.6700001,5,420,66.97240000000001
1640549410,-86.16177532,39.76821745,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,64.22064,None,None,1,420,222.75,5,420,69.407792
1640549411,-86.16177533,39.7682176,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,88.33856,None,None,1,420,223.8100002,5,420,85.793712
1640549412,-86.16177537,39.76821773,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,99.38976,None,None,1,420,224.8900001,5,420,89.08644799999999
1640549413,-86.16177542,39.76821785,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,93.0912,None,None,1,420,225.96,5,420,85.90768
1640549414,-86.16177548,39.76821798,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,101.41904,None,None,1,420,227.0300002,5,420,102.65035200000003
1640549415,-86.16177555,39.76821809,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,116.70832,None,None,1,420,228.1000001,5,420,110.84982399999998
1640549416,-86.16177559,39.76821822,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,120.7056,None,None,1,420,229.1700001,5,420,119.398064
1640549417,-86.16177565,39.76821835,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,170.61968,None,None,1,420,230.25,5,420,142.757888
1640549418,-86.16177568,39.76821848,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,180.612,None,None,1,420,231.3100002,5,420,159.23572800000005
1640549419,-86.16177567,39.76821852,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,240.70768,None,None,1,420,232.3900001,5,420,221.47489600000003
1640549420,-86.16177564,39.76821847,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,294.41888,None,None,1,420,233.46,5,420,274.74219200000005
1640549421,-86.1617757,39.76821861,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,348.04448,None,None,1,420,234.5300002,5,420,342.68572800000004
1640549422,-86.16177579,39.76821874,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,345.47776,None,None,1,420,235.6000001,5,420,318.578832
1640549424,-86.16177585,39.76821887,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,369.44336,None,None,1,420,236.6700001,5,420,356.40864
1640549425,-86.16177591,39.76821899,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,382.50064,None,None,1,420,237.75,5,420,362.891152
1640549426,-86.16177596,39.76821894,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,212.41696,None,None,1,420,238.8100002,5,420,307.12452799999994
1640549427,-86.16177605,39.76821912,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,93.89152,None,None,1,420,239.8900001,5,420,159.284224
1640549428,-86.16177612,39.76821927,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,196.91808,None,None,1,420,240.96,5,420,172.517536
1640549429,-86.16177619,39.76821941,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,179.42656,None,None,1,420,242.0300002,5,420,194.79462400000003
1640549430,-86.16177626,39.76821955,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,0,None,None,1,420,243.1000001,5,420,92.46619200000002
1640549431,-86.16177635,39.76821969,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,289.00624,None,None,1,420,244.1700001,5,420,86.839048
1640549432,-86.16177641,39.76821984,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,202.28976,None,None,1,420,245.25,5,420,219.10934400000002
