time,lat,lon,pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nr_scell1_cid,nr_scell1_freq,nr_scell2_cid,nr_scell2_freq,nr_scell3_cid,nr_scell3_freq,cell_set_type,cell_set_type_v2,throughput,rtt,disruption,thput_confidence_level,bw,time_delta,cell_num,width,avg_speed
1640549481,-86.16177847,39.76822377,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,186.37168,None,None,1,420,294.5300002,5,420,156.931424
1640549482,-86.1617785,39.76822388,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,173.1864,None,None,1,420,295.6000001,5,420,179.84656
1640549484,-86.16177853,39.76822394,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,172.5496,None,None,1,420,296.6700001,5,420,183.669056
1640549485,-86.16177868,39.76822386,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,249.776,None,None,1,420,297.75,5,420,149.15640000000002
1640549486,-86.16177888,39.76822389,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,226.93456,None,None,1,420,298.8100002,5,420,213.41281600000002
1640549487,-86.16177911,39.7682239,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,195.79648,None,None,1,420,299.8900001,5,420,198.67334400000001
1640549488,-86.16177929,39.76822393,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,217.51376,None,None,1,420,300.96,5,420,205.028608
1640549489,-86.16177942,39.76822399,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,208.00992,None,None,1,420,302.0300002,5,420,209.186
1640549490,-86.16177951,39.76822401,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,268.08672,None,None,1,420,303.1000001,5,420,218.233104
1640549491,-86.16177957,39.7682237,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,0,None,None,1,420,304.1700001,5,420,40.595783999999995
1640549492,-86.16177967,39.76822347,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,8.28288,None,None,1,420,305.25,5,420,1.3237200000000002
1640549493,-86.16177989,39.76822345,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,275.72352,None,None,1,420,306.3100002,5,420,260.43528000000003
1640549494,-86.16178009,39.76822344,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,274.54048,None,None,1,420,307.3900001,5,420,68.9884
1640549495,-86.16178033,39.7682234,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,314.67296,None,None,1,420,308.46,5,420,313.387616
1640549496,-86.16178056,39.76822335,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,185.47088,None,None,1,420,309.5300002,5,420,27.045727999999997
1640549497,-86.16178072,39.76822337,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,144.2288,None,None,1,420,310.6000001,5,420,237.98275200000003
1640549499,-86.16178091,39.7682234,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,113.97408,None,None,1,420,311.6700001,5,420,127.01792800000001
1640549500,-86.16178108,39.76822341,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,102.4344,None,None,1,420,312.75,5,420,83.760528
1640549501,-86.16178112,39.76822351,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,136.75024,None,None,1,420,313.8100002,5,420,111.99406400000001
1640549502,-86.1617812,39.76822362,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,123.21248,None,None,1,420,314.8900001,5,420,123.022496
1640549503,-86.1617814,39.76822365,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,136.89712,None,None,1,420,315.96,5,420,129.98883200000003
1640549504,-86.16178161,39.76822366,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,0,None,None,1,420,317.0300002,5,420,103.38689600000001
1640549505,-86.16178179,39.76822363,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,120.624,None,None,1,420,318.1000001,5,420,129.517072
1640549506,-86.16178198,39.76822359,306,850,None,None,353,52740,33,52941,358,53139,None,None,None,None,None,None,LTE,LTE+LTE,0,None,None,1,80,319.1700001,4,80,51.911136
