timestamp,thputPerSecond,time_delay,thputPerSecond_kbps
1640549448,66.171875,257.6630001,67760
1640549449,76.7734375,258.6860001,78616
1640549450,82.84375,259.7320001,84832
1640549451,91.203125,260.75,93392
1640549452,97.8046875,261.7909999,100152
1640549453,103.2890625,262.8039999,105768
1640549454,110.171875,263.849,112816
1640549455,113.8984375,264.8959999,116632
1640549456,137.1875,265.921,140480
1640549457,171.5234375,266.9619999,175640
1640549458,201.5546875,267.9809999,206392
1640549459,182.703125,268.9909999,187088
1640549460,188.9765625,270.0369999,193512
1640549461,172.5390625,271.0869999,176680
1640549462,171.453125,272.0969999,175568
1640549463,176.40625,273.125,180640
1640549464,174.3359375,274.1589999,178520
1640549465,178.8984375,275.4849999,183192
1640549466,197.625,276.4920001,202368
1640549468,195.421875,277.5090001,200112
1640549469,203.359375,278.55,208240
1640549470,200.3828125,279.556,205192
1640549471,82.953125,280.602,84944
1640549472,1.1796875,281.641,1208
1640549473,250.7421875,282.6489999,256760
1640549474,53.484375,283.6700001,54768
1640549475,321.6484375,284.6830001,329368
1640549476,30.3046875,285.698,31032
1640549477,226.90625,286.7360001,232352
1640549478,119.125,287.747,121984
1640549479,83.0546875,288.757,85048
1640549480,117.8984375,289.7650001,120728
1640549481,119.375,290.7739999,122240
1640549482,125.4609375,291.803,128472
1640549483,109.78125,292.823,112416
1640549484,115.4375,293.8659999,118208
1640549485,34.7734375,294.9100001,35608
1640549486,0,296.161,0
1640549487,0,297.2049999,0
1640549488,0,298.2509999,0
1640549489,0.0078125,299.2939999,8
1640549490,26.71875,300.313,27360
1640549491,40.7890625,301.3269999,41768
1640549492,21.3046875,302.3499999,21816
1640549493,32.1484375,303.3770001,32920
1640549494,37.171875,304.3889999,38064
1640549495,32.2578125,305.398,33032
1640549496,39.8125,306.415,40768
1640549497,41.265625,307.428,42256
1640549498,42.1953125,308.437,43208
1640549499,42.84375,309.4460001,43872
1640549500,42.375,310.4630001,43392
1640549501,43.4921875,311.4749999,44536
1640549503,43.8125,312.5009999,44864
1640549504,42.0078125,313.5109999,43016
1640549505,40.5625,314.5179999,41536
1640549506,41.578125,315.546,42576
1640549507,39.5625,316.559,40512
1640549508,35.8828125,317.5739999,36744
1640549509,37.7890625,318.5910001,38696
1640549510,42.8671875,319.6199999,43896
1640549511,43.359375,320.655,44400
1640549512,43.46875,321.701,44512
1640549513,44.171875,322.7349999,45232
1640549514,43.34375,323.7449999,44384
1640549515,44.53125,324.7579999,45600
1640549516,42.1328125,325.7909999,43144
1640549517,40.5625,326.8050001,41536
1640549518,40.6796875,327.822,41656
1640549519,39.546875,328.8410001,40496
1640549520,41.2109375,329.858,42200
1640549521,40.78125,330.868,41760
1640549522,41.6484375,331.8889999,42648
1640549523,42.359375,332.941,43376
1640549524,44.5390625,333.954,45608
1640549525,43.1328125,334.98,44168
1640549526,44.765625,336.0280001,45840
1640549527,42.5078125,337.0450001,43528
1640549528,43.53125,338.082,44576
1640549529,40.734375,339.0940001,41712
1640549530,40.4140625,340.108,41384
1640549531,39.59375,341.128,40544
1640549532,40.8828125,342.1619999,41864
1640549533,45.015625,343.1949999,46096
1640549534,49.6015625,344.2079999,50792
1640549535,45.1171875,345.2190001,46200
1640549536,45.390625,346.267,46480
1640549537,43.5078125,347.4449999,44552
1640549538,45.5703125,348.451,46664
1640549539,44.2890625,349.4679999,45352
1640549540,47.3046875,350.48,48440
1640549541,50.8203125,351.4960001,52040
1640549543,48.1328125,352.5439999,49288
1640549544,50.0625,353.5599999,51264
1640549545,44.3203125,354.6070001,45384
1640549546,43.3515625,355.631,44392
1640549547,48.9453125,356.648,50120
1640549548,5.3515625,357.6700001,5480
1640549549,0,358.717,0
1640549550,0,359.7609999,0
1640549551,0,360.8110001,0
1640549552,11.75,361.8239999,12032
1640549553,39.6328125,362.8329999,40584
1640549554,25.5625,363.8540001,26176
1640549555,34.6015625,364.8940001,35432
1640549556,40.109375,365.927,41072
1640549557,45.203125,366.9560001,46288
1640549558,47.109375,368.0020001,48240
1640549559,47.703125,369.0190001,48848
1640549560,48.8515625,370.029,50024
1640549561,47.421875,371.0699999,48560
1640549562,44.625,372.108,45696
1640549563,45.1015625,373.115,46184
1640549564,45.5546875,374.1570001,46648
1640549565,45.9453125,375.171,47048
1640549566,45.1953125,376.1830001,46280
1640549567,44.90625,377.2090001,45984
1640549568,45.140625,378.2190001,46224
1640549569,45.6796875,379.237,46776
1640549570,45.6953125,380.2820001,46792
1640549571,45.359375,381.3039999,46448
1640549572,45.5,382.3139999,46592
1640549573,46.359375,383.3510001,47472
1640549574,48.21875,384.3789999,49376
1640549575,45.015625,385.4260001,46096
1640549576,43.8125,386.447,44864
1640549577,42.1171875,387.464,43128
1640549579,42.6484375,388.5050001,43672
1640549580,42.0546875,389.553,43064
1640549581,43.96875,390.562,45024
1640549582,46.59375,391.5699999,47712
1640549583,44.71875,392.595,45792
1640549584,36.8984375,393.6389999,37784
1640549585,45.375,394.655,46464
1640549586,44.125,395.6730001,45184
1640549587,43.7734375,396.7079999,44824
1640549588,43.9609375,397.7149999,45016
1640549589,44.84375,398.7249999,45920
1640549590,43.5234375,399.78,44568
1640549591,44.1015625,400.7969999,45160
1640549592,44.9921875,401.812,46072
1640549593,46.375,402.8329999,47488
1640549594,41.6640625,403.8559999,42664
1640549595,42.7734375,404.892,43800
1640549596,45.84375,405.921,46944
1640549597,43.59375,406.947,44640
1640549598,40.859375,407.973,41840
1640549599,49.1953125,408.9890001,50376
1640549600,67.53125,410.0039999,69152
1640549601,55.328125,411.0380001,56656
1640549602,59.9765625,412.053,61416
1640549603,58.5546875,413.0810001,59960
1640549604,58.1484375,414.112,59544
1640549605,50.859375,415.158,52080
1640549606,31.8046875,416.2219999,32568
1640549607,0,417.2850001,0
1640549608,0,418.3340001,0
1640549609,0,419.3510001,0
1640549610,0.609375,420.3659999,624
1640549611,32.4765625,421.411,33256
1640549612,37.515625,422.4189999,38416
1640549613,26.859375,423.438,27504
1640549614,42.0390625,424.4849999,43048
1640549616,26.8359375,425.51,27480
1640549617,13.3828125,426.5469999,13704
1640549618,15.953125,427.5550001,16336
1640549619,13.5234375,428.5699999,13848
1640549620,12.640625,429.622,12944
1640549621,16.609375,430.641,17008
1640549622,11.171875,431.6730001,11440
1640549623,8.640625,432.6889999,8848
1640549624,10.84375,433.7249999,11104
1640549625,12.9296875,434.7420001,13240
1640549626,16.0390625,435.7850001,16424
1640549627,16.5390625,436.8139999,16936
1640549628,10.078125,437.858,10320
1640549629,11.2265625,438.8710001,11496
1640549630,15.40625,439.905,15776
1640549631,17.6875,440.918,18112
1640549632,17.1328125,441.9590001,17544
1640549633,16.6875,442.9990001,17088
1640549634,20.9453125,444.049,21448
1640549635,19.328125,445.069,19792
1640549636,10.2109375,446.0810001,10456
1640549637,13.8359375,447.0910001,14168
1640549638,16.015625,448.105,16400
1640549639,21.3125,449.1440001,21824
1640549640,19.9921875,450.158,20472
1640549641,17.0546875,451.207,17464
1640549642,14.6875,452.2390001,15040
1640549643,15.2734375,453.27,15640
1640549644,17.546875,454.283,17968
1640549645,22.3359375,455.302,22872
1640549646,23.921875,456.345,24496
1640549647,24.4140625,457.3670001,25000
1640549648,16.1171875,458.3789999,16504
1640549649,13.234375,459.4200001,13552
1640549650,11.0234375,460.4460001,11288
1640549651,8.1875,461.461,8384
1640549652,8.59375,462.47,8800
1640549653,7.46875,463.49,7648
1640549655,6.6328125,464.516,6792
1640549656,9.0078125,465.5280001,9224
1640549657,8.4453125,466.559,8648
1640549658,7.53125,467.5680001,7712
1640549659,6.5703125,468.5880001,6728
1640549660,8.6953125,469.6270001,8904
1640549661,7.15625,470.6440001,7328
1640549662,9.4765625,471.654,9704
1640549663,12.1640625,472.6760001,12456
1640549664,16.734375,473.7060001,17136
1640549665,12.3203125,474.7190001,12616
1640549666,14.953125,475.7279999,15312
1640549667,11.5078125,476.78,11784
1640549668,13.8046875,477.8180001,14136
1640549669,20.6953125,478.8310001,21192
1640549670,7.578125,479.8859999,7760
1640549671,0,480.951,0
1640549672,0,481.997,0
1640549673,0,483.04,0
1640549674,4.6953125,484.0829999,4808
1640549675,27.25,485.1270001,27904
1640549676,30.7109375,486.1689999,31448
1640549677,45.8984375,487.211,47000
1640549678,18.765625,488.2579999,19216
1640549679,5.4921875,489.3010001,5624
1640549680,6.375,490.3269999,6528
1640549681,7.8828125,491.339,8072
1640549682,6.4921875,492.3510001,6648
1640549683,8.1640625,493.3759999,8360
1640549684,9.2265625,494.3859999,9448
1640549685,5.5546875,495.4000001,5688
1640549686,6.1328125,496.4489999,6280
1640549687,8.3984375,497.461,8600
1640549688,5.234375,498.477,5360
1640549689,5.234375,499.494,5360
1640549691,5.46875,500.5420001,5600
1640549692,6.40625,501.576,6560
1640549693,8.4921875,502.5869999,8696
1640549694,8.765625,503.605,8976
1640549695,9.515625,504.6170001,9744
1640549696,10.4296875,505.631,10680
1640549697,11.359375,506.652,11632
1640549698,10.265625,507.6989999,10512
1640549699,9.6640625,508.7119999,9896
1640549700,8.4609375,509.73,8664
1640549701,7.0078125,510.7449999,7176
1640549702,7.0703125,511.776,7240
1640549703,7.6171875,512.8199999,7800
1640549704,8.8125,513.842,9024
1640549705,12.8125,514.8510001,13120
1640549706,12.1953125,515.875,12488
1640549707,9.1640625,516.8840001,9384
1640549708,12.09375,517.928,12384
1640549709,12.7578125,518.9690001,13064
1640549710,9.3046875,519.9760001,9528
1640549711,9.375,520.994,9600
1640549712,15.3125,522.0409999,15680
1640549713,12.1953125,523.05,12488
1640549714,7.4609375,524.098,7640
1640549715,6.515625,525.1240001,6672
1640549716,8.8203125,526.138,9032
1640549717,9.765625,527.152,10000
1640549718,7.671875,528.198,7856
1640549719,8.25,529.207,8448
1640549720,9.2734375,530.217,9496
1640549721,11.7421875,531.2420001,12024
1640549722,10.1796875,532.289,10424
1640549723,6.8515625,533.3399999,7016
1640549724,5.9140625,534.3900001,6056
1640549725,6.2421875,535.405,6392
1640549726,8.8984375,536.4119999,9112
1640549727,3.5703125,537.467,3656
1640549729,0,538.5409999,0
1640549730,0,539.5869999,0
1640549731,0,540.631,0
1640549732,3.8125,541.6530001,3904
1640549733,36.15625,542.6619999,37024
1640549734,34.5078125,543.6730001,35336
1640549735,39.5078125,544.71,40456
1640549736,26.203125,545.7309999,26832
1640549737,17.8671875,546.7780001,18296
1640549738,18.390625,547.79,18832
1640549739,24.6953125,548.816,25288
1640549740,24.015625,549.8329999,24592
1640549741,26.8671875,550.8429999,27512
1640549742,26.2734375,551.8800001,26904
1640549743,23.1953125,552.895,23752
1640549744,17.171875,553.9419999,17584
1640549745,17.4765625,554.954,17896
1640549746,15.8046875,555.967,16184
1640549747,20.96875,557.0020001,21472
1640549748,24.2890625,558.017,24872
1640549749,23.0390625,559.0409999,23592
1640549750,20.515625,560.0599999,21008
1640549751,22.9921875,561.1040001,23544
1640549752,23.390625,562.1370001,23952
1640549753,25.296875,563.1459999,25904
1640549754,18.7578125,564.158,19208
1640549755,18.2578125,565.1830001,18696
1640549756,15.125,566.234,15488
1640549757,12.453125,567.253,12752
1640549758,16.1015625,568.303,16488
1640549759,17.09375,569.3740001,17504
1640549760,18.1640625,570.385,18600
1640549761,21.5,571.418,22016
1640549762,22.8828125,572.437,23432
1640549763,24.109375,573.4549999,24688
1640549765,21.859375,574.5009999,22384
1640549766,17.5546875,575.5480001,17976
1640549767,17.1484375,576.566,17560
1640549768,16.9765625,577.6070001,17384
1640549769,12.6328125,578.652,12936
1640549770,12.7109375,579.701,13016
1640549771,14.7421875,580.7249999,15096
1640549772,13.09375,581.7709999,13408
1640549773,15.921875,582.7950001,16304
1640549774,12.109375,583.8280001,12400
1640549775,11.4921875,584.8429999,11768
1640549776,14.9296875,585.875,15288
1640549777,19.9765625,586.928,20456
1640549778,15.453125,587.9619999,15824
1640549779,16.6484375,589,17048
1640549780,18.7109375,590.0450001,19160
1640549781,21.375,591.0610001,21888
1640549782,21.4765625,592.0739999,21992
1640549783,18.8046875,593.1129999,19256
1640549784,14.3046875,594.1210001,14648
1640549785,12.7109375,595.1329999,13016
1640549786,10.0234375,596.181,10264
1640549787,14.234375,597.2079999,14576
1640549788,17.109375,598.2309999,17520
1640549789,17.4453125,599.27,17864
1640549790,20.5234375,600.3139999,21016
1640549791,19.5234375,601.3310001,19992
1640549792,18.109375,602.3440001,18544
1640549793,13.96875,603.3870001,14304
1640549794,11.84375,604.4260001,12128
1640549795,13.6328125,605.4430001,13960
1640549796,16.03125,606.4530001,16416
1640549797,14.4609375,607.473,14808
1640549799,13.8671875,608.517,14200
1640549800,0,609.5639999,0
1640549801,0,610.612,0
1640549802,0,611.658,0
1640549803,0,612.72,0
1640549804,1.265625,613.7579999,1296
1640549805,1.5546875,614.7739999,1592
1640549806,1.671875,615.8210001,1712
1640549807,1.1796875,616.8410001,1208
1640549808,1.1875,617.855,1216
1640549809,1.875,618.904,1920
1640549810,1.859375,619.9419999,1904
1640549811,1.984375,620.9909999,2032
1640549812,1.203125,622.0190001,1232
1640549813,1.484375,623.033,1520
1640549814,1.703125,624.063,1744
1640549815,1.28125,625.072,1312
1640549816,1.4296875,626.0929999,1464
1640549817,0.984375,627.1099999,1008
1640549818,0.84375,628.161,864
1640549819,0.875,629.171,896
1640549820,1.796875,630.21,1840
1640549821,1.2578125,631.2379999,1288
1640549822,1.484375,632.2460001,1520
1640549823,1.84375,633.296,1888
1640549824,0.96875,634.3210001,992
1640549825,0.8046875,635.3670001,824
1640549826,1.6484375,636.4170001,1688
1640549827,1.65625,637.451,1696
1640549828,1.6484375,638.4630001,1688
1640549829,1.9296875,639.49,1976
1640549831,1.7109375,640.516,1752
1640549832,1.890625,641.5280001,1936
1640549833,1.9765625,642.5480001,2024
1640549834,1.6640625,643.5580001,1704
1640549835,1.5,644.5739999,1536
1640549836,1.9375,645.6010001,1984
1640549837,1.078125,646.612,1104
1640549838,1.4140625,647.6389999,1448
1640549839,0.9140625,648.6500001,936
1640549840,0.671875,649.6930001,688
1640549841,1.2578125,650.727,1288
1640549842,1.3828125,651.74,1416
1640549843,2.234375,652.776,2288
1640549844,2.015625,653.8210001,2064
1640549845,1.4609375,654.8310001,1496
1640549846,1.5390625,655.8670001,1576
1640549847,2.0625,656.8829999,2112
1640549848,1.03125,657.8989999,1056
1640549849,1.21875,658.9489999,1248
1640549850,0.9921875,659.9960001,1016
1640549851,1.2734375,661.0079999,1304
1640549852,0.796875,662.029,816
1640549853,1.7578125,663.0539999,1800
1640549854,2.453125,664.0680001,2512
1640549855,2.0234375,665.085,2072
1640549856,3.1640625,666.138,3240
1640549857,3.3984375,667.1760001,3480
1640549858,2.5234375,668.1819999,2584
