bw,speed_10,speed_25,speed_50,speed_75,speed_90
10,0.0,5.191632,13.306083999999998,24.47995,39.559924
20,7.1550720000000005,10.421672000000001,23.898608000000003,44.064136000000005,47.181056
420,61.81917280000001,116.53899200000001,165.057144,200.45954,232.80946400000002
