time,lat,lon,pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nr_scell1_cid,nr_scell1_freq,nr_scell2_cid,nr_scell2_freq,nr_scell3_cid,nr_scell3_freq,cell_set_type,cell_set_type_v2,throughput,rtt,disruption,thput_confidence_level,bw,time_delta,cell_num,width,avg_speed
1640549188,-86.16165491,39.76840138,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,146.74256,None,None,1,120,0.960000038,5,420,175.830768
1640549189,-86.16171128,39.76830201,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,150.61184,None,None,1,120,2.03000021,5,420,167.974896
1640549190,-86.16176662,39.76823064,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,193.76864,None,None,1,120,3.100000143,5,420,230.091536
1640549191,-86.16176087,39.76823014,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,166.81024,None,None,1,120,4.170000076,5,420,179.41355199999998
1640549192,-86.16176513,39.76823427,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,149.31072,None,None,1,120,5.25,5,420,179.39500800000002
1640549193,-86.1617654,39.7682404,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,134.016,None,None,1,120,6.310000181,5,420,159.333488
1640549194,-86.16176682,39.7682397,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,186.03008,None,None,1,120,7.390000105,5,420,173.725664
1640549195,-86.16176616,39.76824112,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,161.38128,None,None,1,120,8.460000038,5,420,175.677664
1640549196,-86.16176658,39.76824364,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,170.46448,None,None,1,120,9.53000021,5,420,190.92948800000002
1640549197,-86.16176737,39.76824461,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,178.30784,None,None,1,120,10.60000014,5,420,197.997712
1640549199,-86.16176637,39.76824352,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,195.73664,None,None,1,120,11.67000008,5,420,174.15806399999997
1640549200,-86.16176558,39.76824272,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,199.28064,None,None,1,120,12.75,5,420,217.47857599999998
1640549201,-86.16176506,39.76824341,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,228.71328,None,None,1,120,13.81000018,5,420,211.51928000000004
1640549202,-86.16176507,39.76824325,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,228.28864,None,None,1,120,14.8900001,5,420,222.379808
1640549203,-86.16176493,39.76824314,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,251.21312,None,None,1,120,15.96000004,5,420,233.111456
1640549204,-86.16176484,39.76824305,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,156.42736,None,None,1,120,17.03000021,5,420,228.77032000000003
1640549205,-86.16176499,39.7682432,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,344.22416,None,None,1,120,18.10000014,5,420,219.08761599999997
1640549206,-86.16176531,39.76824361,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,260.63248,None,None,1,120,19.17000008,5,420,275.72307200000006
1640549207,-86.16176524,39.76824342,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,329.63984,None,None,1,120,20.25,5,420,301.69612799999993
1640549208,-86.16176521,39.7682434,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,0,None,None,1,120,21.31000018,5,420,272.576624
1640549209,-86.16176521,39.76824345,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,379.7936,None,None,1,120,22.3900001,5,420,158.98367199999998
1640549210,-86.16176539,39.76824366,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,196.34224,None,None,1,120,23.46000004,5,420,264.119904
1640549211,-86.16176557,39.76824373,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,223.0856,None,None,1,120,24.53000021,5,420,217.79422399999999
1640549212,-86.16176538,39.76824348,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,167.5384,None,None,1,120,25.60000014,5,420,179.02987199999998
1640549214,-86.16176522,39.76824321,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,241.29696,None,None,1,120,26.67000008,5,420,254.77873600000004
1640549215,-86.16176529,39.76824302,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,233.90544,None,None,1,120,27.75,5,420,234.012272
1640549216,-86.16176523,39.76824292,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,350.1104,None,None,1,120,28.81000018,5,420,225.352192
1640549217,-86.16176491,39.76824266,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,144.68064,None,None,1,120,29.8900001,5,420,210.59724799999998
1640549218,-86.16176486,39.76824269,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,210.67608,None,None,1,120,30.96000004,5,420,199.263752
1640549219,-86.16176486,39.76824272,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,148.0832,None,None,1,120,32.03000021,5,420,195.26104800000002
1640549220,-86.16176482,39.76824273,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,334.41568,None,None,1,120,33.10000014,5,420,192.190416
1640549221,-86.16176477,39.76824267,306,850,977,2259995,None,None,None,None,None,None,None,None,None,None,None,None,LTE+MW,LTE+5GM,142.61872,None,None,1,120,34.17000008,5,420,195.80227199999996
