time,lat,lon,pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nr_scell1_cid,nr_scell1_freq,nr_scell2_cid,nr_scell2_freq,nr_scell3_cid,nr_scell3_freq,cell_set_type,cell_set_type_v2,throughput,rtt,disruption,thput_confidence_level,bw,time_delta,cell_num,width,avg_speed
1640549351,-86.16177477,39.76822022,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,44.51472,None,None,1,420,163.8100002,5,420,35.316624000000004
1640549352,-86.16177477,39.7682203,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,84.272,None,None,1,420,164.8900001,5,420,56.23192
1640549353,-86.16177479,39.76822038,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,94.50256,None,None,1,420,165.96,5,420,91.142016
1640549354,-86.16177485,39.76822045,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,196.16272,None,None,1,420,167.0300002,5,420,149.606
1640549355,-86.16177501,39.76822038,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,116.3776,None,None,1,420,168.1000001,5,420,118.617424
1640549356,-86.16177514,39.76822034,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,112.68928,None,None,1,420,169.1700001,5,420,116.64472
1640549357,-86.16177516,39.76822029,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,123.85072,None,None,1,420,170.25,5,420,122.95726399999998
1640549358,-86.16177526,39.76822021,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,130.43392,None,None,1,420,171.3100002,5,420,131.285024
1640549359,-86.16177527,39.76822024,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,140.20976,None,None,1,420,172.3900001,5,420,137.830784
1640549360,-86.16177528,39.76822026,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,168.63536,None,None,1,420,173.46,5,420,130.983568
1640549361,-86.1617753,39.76822025,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,160.8696,None,None,1,420,174.5300002,5,420,149.770464
1640549362,-86.16177534,39.76822028,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,161.07776,None,None,1,420,175.6000001,5,420,154.12084800000002
1640549364,-86.16177537,39.76822028,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,149.77632,None,None,1,420,176.6700001,5,420,143.275904
1640549365,-86.1617754,39.76822033,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,170.67408,None,None,1,420,177.75,5,420,179.737728
1640549366,-86.16177541,39.76822039,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,173.916,None,None,1,420,178.8100002,5,420,175.63955199999998
1640549367,-86.16177544,39.76822044,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,189.26512,None,None,1,420,179.8900001,5,420,186.952832
1640549368,-86.16177544,39.7682205,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,224.704,None,None,1,420,180.96,5,420,172.72475199999997
1640549369,-86.16177545,39.76822055,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,223.29808,None,None,1,420,182.0300002,5,420,202.81254400000003
1640549370,-86.16177546,39.76822057,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,136.68432,None,None,1,420,183.1000001,5,420,221.18412799999996
1640549371,-86.16177544,39.76822057,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,245.42768,None,None,1,420,184.1700001,5,420,184.61132800000001
1640549372,-86.16177537,39.76822062,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,244.74448,None,None,1,420,185.25,5,420,242.06347199999996
1640549373,-86.16177531,39.76822071,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,234.59152,None,None,1,420,186.3100002,5,420,240.77910399999996
1640549374,-86.1617753,39.76822069,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,0,None,None,1,420,187.3900001,5,420,164.754896
1640549375,-86.16177541,39.76822061,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,129.51392,None,None,1,420,188.46,5,420,86.863136
1640549376,-86.16177552,39.7682205,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,133.16272,None,None,1,420,189.5300002,5,420,119.380176
1640549377,-86.16177561,39.76822039,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,105.9824,None,None,1,420,190.6000001,5,420,118.24968000000001
1640549379,-86.16177562,39.76822034,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,131.77712,None,None,1,420,191.6700001,5,420,112.368816
1640549380,-86.1617754,39.76822022,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,0,None,None,1,420,192.75,5,420,60.27228
1640549381,-86.16177484,39.76821943,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,231.6368,None,None,1,420,193.8100002,5,420,58.587816
1640549382,-86.16177489,39.7682193,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,10.63744,None,None,1,420,194.8900001,5,420,170.7172
1640549383,-86.16177487,39.76821915,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,143.97168,None,None,1,420,195.96,5,420,226.71360000000004
1640549384,-86.16177495,39.76821899,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,191.65232,None,None,1,420,197.0300002,5,420,196.87603199999998
1640549385,-86.16177506,39.76821892,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,178.13232,None,None,1,420,198.1000001,5,420,186.132304
1640549386,-86.16177509,39.76821888,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,185.34144,None,None,1,420,199.1700001,5,420,190.478336
1640549387,-86.16177516,39.7682188,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,192.7384,None,None,1,420,200.25,5,420,194.52864
1640549388,-86.16177518,39.76821875,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,0,None,None,1,420,201.3100002,5,420,176.121744
1640549389,-86.16177525,39.76821862,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,211.65472,None,None,1,420,202.3900001,5,420,203.745904
1640549390,-86.16177529,39.76821856,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,217.06736,None,None,1,420,203.46,5,420,212.69721599999997
1640549391,-86.16177552,39.76821834,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,213.81456,None,None,1,420,204.5300002,5,420,218.97161599999998
1640549392,-86.16177568,39.76821801,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,234.41312,None,None,1,420,205.6000001,5,420,225.514288
1640549394,-86.16177571,39.76821785,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,204.35712,None,None,1,420,206.6700001,5,420,219.69009599999998
1640549395,-86.1617759,39.76821771,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,142.23504,None,None,1,420,207.75,5,420,137.06043200000002
1640549396,-86.16177598,39.76821746,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,125.27584,None,None,1,420,208.8100002,5,420,183.42596799999995
1640549397,-86.16177608,39.7682173,306,850,977,2259995,None,None,None,None,None,None,977,2261661,977,2263327,977,2264993,LTE+MW,LTE+5GM,0,None,None,1,420,209.8900001,5,420,15.347952000000001
1640549398,-86.16177609,39.76821724,369,5110,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,0,None,None,1,10,210.96,1,10,0.0
